symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE
AZM.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,24006000.0,24006000.0,,,,,-12085000.0,,,,,,,,,,,,,1269000.0,,,,,,,,0.0,0.0,0.0
AZM.MI,2019-12-31,TTM,EUR,,,,,,-14243000.0,,,,,,,,24006000.0,24006000.0,,,,,-12085000.0,,,,,,,,,,,,,,,,,,,,,,,
AZM.MI,2020-12-31,12M,EUR,984685000.0,-35093000.0,-191656000.0,-57566000.0,-167242000.0,58250000.0,,-102552000.0,-57566000.0,-191656000.0,,,33644000.0,27961000.0,27961000.0,746000.0,927119000.0,-267159000.0,253221000.0,-62925000.0,-78721000.0,,-14891000.0,-44577000.0,381690000.0,381690000.0,-24408000.0,-29483000.0,-30926000.0,-10685000.0,288314000.0,746000.0,1000.0,10495000.0,-14891000.0,-24408000.0,-29483000.0,-10685000.0,,0.0,0.0,0.0,0.0
AZM.MI,2021-12-31,12M,EUR,927119000.0,-50784000.0,-193993000.0,334393000.0,-878554000.0,969639000.0,,93907000.0,334393000.0,-193993000.0,27456000.0,,99893000.0,,,1816000.0,1261512000.0,-255937000.0,875402000.0,66049000.0,-335856000.0,27456000.0,-98126000.0,27456000.0,605457000.0,605457000.0,-34408000.0,-188762000.0,-89400000.0,-16376000.0,926186000.0,,-1000.0,25918000.0,-98126000.0,-34408000.0,-188762000.0,-16376000.0,,0.0,0.0,0.0,0.0
AZM.MI,2022-12-31,12M,EUR,1261512000.0,-48253000.0,-272901000.0,-470250000.0,100265000.0,-673744000.0,-5278000.0,-578757000.0,-470250000.0,-272901000.0,0.0,-15651000.0,19294000.0,,,13398000.0,791262000.0,-179262000.0,-149582000.0,-2023000.0,-189659000.0,0.0,-95426000.0,-15651000.0,406461000.0,406461000.0,-38430000.0,-59378000.0,109290000.0,-9823000.0,-101329000.0,,5351000.0,10375000.0,-95426000.0,-38430000.0,-59378000.0,-9823000.0,-15651000.0,0.0,0.0,0.0,0.0
AZM.MI,2023-12-31,12M,EUR,791262000.0,-49533000.0,-239228000.0,98154000.0,-325769000.0,263384000.0,-356000.0,-62741000.0,98154000.0,-239228000.0,,,55005000.0,,,17865000.0,889416000.0,-297490000.0,419313000.0,,-73202000.0,,-6165000.0,0.0,434567000.0,434567000.0,-39382000.0,-35369000.0,-58262000.0,-10151000.0,468846000.0,,,-1861000.0,-33319000.0,-39382000.0,-35369000.0,-10151000.0,,27154000.0,,,
AZM.MI,2024-03-31,TTM,EUR,847951000.0,,,198363000.0,-351147000.0,266786000.0,,-84802000.0,198363000.0,,,,27477000.0,,,,1046314000.0,-273508000.0,389466000.0,,32872000.0,,,,450085000.0,450085000.0,,,,,438999000.0,,,2339000.0,,,,,,,,,
