symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HeldToMaturitySecurities,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
AZM.MI,2022-12-31,3M,EUR,163981000.0,235526000.0,,,,38900000.0,41463000.0,,,,298142000.0,,,,,99316000.0,,14591000.0,743667000.0,,48555000.0,5073000.0,,,0.0,41463000.0,497916000.0,539379000.0,,,1557000.0,,199774000.0,,,,22889000.0,74999000.0,,696000.0,,,134579000.0,,,218785000.0,8098000.0,240290000.0,,,146023000.0,0.0,,,,,,,,539379000.0,,,,,,4868987.0,,
AZM.MI,2023-03-31,3M,EUR,,,,173987000.0,176833000.0,,,32324000.0,330275000.0,346112000.0,,32324000.0,1488579000.0,375453000.0,225226000.0,,7538579000.0,,,873094000.0,,,1488579000.0,7715412000.0,,,,,277840000.0,65737000.0,,36384000.0,,49230000.0,615485000.0,,,,3378000.0,,138385510.0,36000000.0,,413905000.0,330332000.0,,,,15837000.0,225226000.0,,,100693000.0,143254497.0,1488579000.0,615485000.0,29341000.0,9704934000.0,1488579000.0,,1524963000.0,8179971000.0,9329481000.0,7954745000.0,225226000.0,4868987.0,56485000.0,150227000.0
AZM.MI,2023-06-30,3M,EUR,157406000.0,152401000.0,,173987000.0,,37078000.0,39654000.0,32324000.0,373485000.0,389577000.0,373485000.0,32324000.0,1504761000.0,872290000.0,1701891000.0,96744000.0,7380291000.0,8972000.0,724868000.0,844248000.0,46519000.0,5103000.0,2005890000.0,7385394000.0,0.0,39654000.0,501129000.0,540783000.0,294233000.0,63496000.0,1385000.0,51662000.0,127644000.0,46519000.0,660513000.0,168153000.0,,85463000.0,4154000.0,803000.0,138385510.0,36000000.0,119380000.0,,1000.0,147754000.0,8056000.0,305653000.0,16092000.0,480402000.0,,0.0,222829000.0,143254497.0,1504761000.0,660513000.0,24659000.0,9611640000.0,2005890000.0,540783000.0,1556423000.0,8055217000.0,8739350000.0,6353326000.0,175242000.0,4868987.0,56485000.0,-829601000.0
AZM.MI,2023-09-30,3M,EUR,,,,173987000.0,223737000.0,,,32324000.0,445528000.0,461822000.0,,32324000.0,1615385000.0,485966000.0,1438761000.0,,7415609000.0,21895000.0,,856543000.0,,,1669407000.0,7639346000.0,,,54022000.0,54022000.0,299052000.0,62360000.0,,54424000.0,,45273000.0,758842000.0,,,88421000.0,4399000.0,,138385510.0,36000000.0,,436623000.0,315171000.0,,,,16294000.0,154199000.0,19560000.0,,340570000.0,138385510.0,1615385000.0,758842000.0,4584000.0,9762803000.0,1669407000.0,54022000.0,1669809000.0,8092994000.0,9276837000.0,6654233000.0,154199000.0,,56485000.0,-952795000.0
AZM.MI,2023-12-31,3M,EUR,161961000.0,281915000.0,-108199000.0,173987000.0,,99304000.0,40242000.0,32324000.0,464571000.0,480468000.0,464571000.0,32324000.0,1550564000.0,1162451000.0,1989036000.0,111019000.0,7544967000.0,,749832000.0,892744000.0,154079000.0,11904000.0,2047546000.0,7556871000.0,0.0,40242000.0,496982000.0,537224000.0,280971000.0,61813000.0,11027000.0,58739000.0,32411000.0,45880000.0,657820000.0,,19406000.0,76936000.0,4328000.0,,138454284.0,36000000.0,142912000.0,,3000.0,164260000.0,43748000.0,220239000.0,15897000.0,482992000.0,171039000.0,0.0,434567000.0,143254497.0,1550564000.0,657820000.0,8790000.0,9958322000.0,2047546000.0,537224000.0,1609303000.0,8349019000.0,8795872000.0,6359983000.0,156771000.0,4800213.0,55069000.0,-826585000.0
AZM.MI,2024-03-31,3M,EUR,,,,173987000.0,263425000.0,,,32324000.0,583396000.0,599741000.0,,32324000.0,1663283000.0,612702000.0,1751163000.0,,7846335000.0,,749904000.0,890377000.0,,,1663283000.0,8109760000.0,,,,,188214000.0,63093000.0,,48282000.0,,44801000.0,772906000.0,,17974000.0,70275000.0,4528000.0,,138454284.0,36000000.0,140473000.0,392215000.0,314753000.0,,,5719000.0,16345000.0,167574000.0,,,116211000.0,138454284.0,1663283000.0,772906000.0,7242000.0,10256043000.0,1663283000.0,,1711565000.0,8544478000.0,9643341000.0,6793315000.0,167574000.0,,51668000.0,-1138461000.0
