symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
AGAIN.MI,2021-12-31,12M,EUR,163000.0,905000.0,,,250000.0,147000.0,147000.0,,250000.0,396000.0,3000.0,1622000.0,,,,841000.0,,34000.0,586000.0,,,1333000.0,,502000.0,,937000.0,937000.0,8000.0,790000.0,586000.0,362000.0,,,216000.0,,4092000.0,-2000.0,1000.0,34000.0,,,266000.0,73000.0,12000.0,749000.0,196000.0,0.0,118000.0,4092000.0,396000.0,362000.0,364000.0,2390000.0,1333000.0,937000.0,396000.0,1994000.0,768000.0,1153000.0,320000.0,781000.0
AGAIN.MI,2022-12-31,12M,EUR,253019.0,1819243.0,11167.0,83154.0,250000.0,122258.0,122258.0,,250000.0,924297.0,55519.0,2457739.0,39239.0,443677.0,482916.0,1577603.0,0.0,85134.0,776891.0,0.0,0.0,2027452.0,122849.0,488893.0,43915.0,659478.0,703393.0,80387.0,980897.0,776891.0,839163.0,330.0,6956.0,303510.0,44550.0,4092000.0,1.0,1900.0,85134.0,-1000.0,1.0,448461.0,140925.0,167552.0,1023151.0,3292.0,0.0,488129.0,4092000.0,924297.0,839163.0,345393.0,3515760.0,1583775.0,1186309.0,924297.0,2591463.0,1058022.0,1013860.0,321671.0,880136.0
AGAIN.MI,2023-12-31,12M,EUR,402423.0,1941278.0,1030442.0,1588274.0,454665.0,1932186.0,1932186.0,1932185.0,454665.0,2824019.0,0.0,4981385.0,293027.0,353619.0,646646.0,2625932.0,0.0,927246.0,1863564.0,0.0,,3892752.0,0.0,0.0,1295247.0,715114.0,2010361.0,763672.0,,1863564.0,1896773.0,6145.0,1278.0,365560.0,48810.0,4092000.0,,9713.0,927246.0,,-2.0,663676.0,69450.0,611861.0,1153841.0,20542.0,0.0,654071.0,4092000.0,2824019.0,1896773.0,475518.0,7827148.0,3539133.0,2657007.0,2824019.0,5003129.0,2845765.0,2377197.0,87742.0,2355453.0
