symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
AGAIN.MI,2021-12-31,12M,EUR,6000.0,186000.0,-228000.0,-149000.0,-39000.0,171000.0,182000.0,31000.0,-625000.0,-390000.0,-39000.0,,100000.0,,0.0,31000.0,37000.0,,147000.0,358000.0,-374000.0,-27000.0,-251000.0,100000.0,,,,100000.0,115000.0,115000.0,-28000.0,-23000.0,258000.0,,-200000.0,258000.0,-146000.0,27000.0,92000.0,-28000.0,-23000.0,-200000.0,,,0.0,0.0,0.0,0.0
AGAIN.MI,2022-12-31,12M,EUR,16890.0,147290.0,-280511.0,6950.0,-25032.0,91114.0,97000.0,151565.0,-973222.0,-723593.0,-25032.0,0.0,30000.0,0.0,113620.0,133809.0,150699.0,0.0,122258.0,164228.0,-214322.0,-41617.0,-255449.0,30000.0,228975.0,228975.0,-90705.0,30000.0,483903.0,483903.0,-74429.0,25062.0,134228.0,138270.0,-206082.0,-4042.0,66189.0,92289.0,122144.0,-74429.0,0.0,-206082.0,-90705.0,0.0,0.0,25062.0,0.0,-59215.0
AGAIN.MI,2023-12-31,12M,EUR,217095.0,122258.0,-3033860.0,395918.0,1809927.0,-80616.0,,499582.0,-567654.0,247230.0,1809927.0,0.0,1292861.0,0.0,1055.0,262483.0,479578.0,0.0,1932185.0,2763559.0,-1687698.0,-114400.0,-2299794.0,1292861.0,2219336.0,2219336.0,-565806.0,1292861.0,646596.0,646596.0,-1073487.0,122849.0,1470698.0,1653530.0,-1349156.0,-182832.0,1346162.0,74665.0,146038.0,-1073487.0,0.0,-1960373.0,-565806.0,0.0,0.0,122849.0,611217.0,-59215.0
AGAIN.MI,2023-12-31,TTM,EUR,217095.0,122258.0,-3033860.0,395918.0,1809927.0,-80616.0,,499582.0,-567654.0,247230.0,1809927.0,0.0,1292861.0,0.0,1055.0,262483.0,479578.0,0.0,1932185.0,2763559.0,-1687698.0,-114400.0,-2299794.0,1292861.0,2219336.0,2219336.0,-565806.0,1292861.0,646596.0,646596.0,-1073487.0,122849.0,1470698.0,1653530.0,-1349156.0,-182832.0,1346162.0,74665.0,146038.0,-1073487.0,0.0,-1960373.0,-565806.0,0.0,0.0,122849.0,611217.0,-59215.0
