asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-687214.0,,,6098882.0,0.232946,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6098882.0,0.232946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32800.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-21264.0,,,,,,,,
2020-12-31,12M,EUR,757111.0,1542923.0,-1172974.0,5332417.0,799750.0,5599818.0,0.055459,0.0,-3411720.0,,559982.0,1212434.0,1212434.0,1209105.0,3329.0,0.0,0.0,0.0,0.0,359136.0,0.0,0.0,0.0,559982.0,8187263.0,0.0,,997059.0,2592162.0,13097741.0,1466732.0,1466732.0,95893.0,7098886.0,0.0,1289391.0,0.0,1432816.0,633066.0,41917.0,5599818.0,0.055459,310562.0,227016.0,1659832.0,0.0,43840464.0,0.0,636833.0,0.0,10607.0,103713.0,2229507.0,7370808.0,3270411.0,0.0,73101.0,73101.0,22802.0,22802.0,0.0,0.0,6900692.0,15881217.0,0.0,5545.0,0.0,0.0,,6227222.0,6227222.0,0.0,0.0,5545.0,11000.0,3191068.0,41774642.0,166387.0,,0.0,6481520.0,310562.0,310562.0,310562.0,310562.0,310562.0,0.0,310562.0,0.0,-50299.0,0.0,0.0,0.0,-50299.0,7370808.0,0.0,0.0,5957756.0,,449141.0,196752.0,1804061.0,420176.04,0.0,2884401.0,386010.0,5862573.0,5599818.0,2666811.0,2125794.0,134556.0,,140977.0,131995.0,414599.0,1255356.0,1479885.0,,0.0,1255239.0,30177.0,153915.0,1927325.0,0.0,0.0,0.0,0.0,354315.0,2592162.0,0.0,0.0,,94992.0,468531.0,0.0,5599818.0,-144229.0,8187263.0,5957756.0,-34614.96,-156647.0,0.24,1835737.0,0.0,22703601.0,14414485.0,7693954.0,8353650.0,5476563.0,14349951.0,9605860.0,7251065.0,-22802.0,5862573.0,83529.0,-144229.0,-144229.0,325033.0,5909544.0,5998855.0,49237.0
2021-12-31,12M,EUR,940429.0,3025157.0,-1847670.0,5867162.0,974918.0,5674503.0,0.236657,1212434.0,-3620664.0,,567450.0,866592.0,1266532.0,863148.0,3444.0,-157988.0,-345842.0,-2563582.0,2603802.0,-141715.0,-1482234.0,-1741717.0,-345842.0,567450.0,10070123.0,542213.0,,1637005.0,-1006201.0,16449594.0,3081463.0,3081463.0,70021.0,10564125.0,180915.0,1927275.0,1927275.0,1927275.0,952357.0,1758.0,5674503.0,0.236657,1342912.0,1630961.0,3558236.0,866592.0,95031313.0,2129931.0,548309.0,-2064492.0,-9745.0,213875.0,3280641.0,8010211.0,5728995.0,5402.0,107134.0,107134.0,33381.0,33381.0,-73753.0,-73753.0,9453994.0,19351794.0,-4031945.0,19886.0,542213.0,2135000.0,,6200208.0,6200208.0,2135000.0,-1374031.0,19886.0,19207.0,2969011.0,89657147.0,364500.0,,542213.0,8415079.0,1342912.0,1342912.0,1342912.0,1342912.0,1342912.0,1342912.0,1342912.0,-2026052.0,-73753.0,-414281.0,1587718.0,760969.0,-73753.0,8010211.0,-1591612.0,826749.0,6789482.0,,270262.0,270149.0,3695707.0,1464061.878268,1556172.0,4076681.0,1652314.0,4722794.0,5674503.0,3918455.0,3066766.0,205485.0,-375622.0,220802.0,187029.0,549384.0,1523429.0,1100031.0,399940.0,0.0,1930215.0,40457.0,1523827.0,1880766.0,8207.0,-2026052.0,-414281.0,-1594612.0,257516.0,-1006201.0,1927275.0,-1374031.0,,131732.0,1470121.0,3000.0,5674503.0,-137471.0,10070123.0,6789482.0,-16321.121732,180915.0,0.118724,1488000.0,-46193.0,27760332.0,16270331.0,9281671.0,10434623.0,3070480.0,17325709.0,11310738.0,6761584.0,-33381.0,4722794.0,440402.0,-137471.0,-137471.0,375622.0,8648169.0,5885469.0,5739.0
2022-12-31,12M,EUR,2739589.0,3970659.0,-2691849.0,8796324.0,1108379.0,6045753.0,0.080444,866592.0,-4931285.0,,604575.0,1069397.0,1422739.0,1066476.0,2921.0,420695.0,202805.0,-2742638.0,1472265.0,1799160.0,-968476.0,-18994.0,202805.0,604575.0,13650447.0,2966287.0,,835231.0,2142406.0,21325665.0,3213855.0,3213855.0,480081.0,15271651.0,-20380.0,2337512.0,2337512.0,2337512.0,1229133.0,16204.0,6045753.0,0.080444,486343.0,721401.0,3058913.0,1069397.0,73289972.0,2074616.0,358663.0,-1865389.0,5198.0,160406.0,4298906.0,9558980.0,6007657.0,208685.0,130979.0,130979.0,32265.0,32265.0,-98714.0,,12200915.0,21659969.0,-4937707.0,28735.0,2966287.0,675000.0,,4795667.0,4795667.0,675000.0,-1907470.0,28735.0,47239.0,3095932.0,69828447.0,488960.0,-124459.0,2966287.0,6940125.0,486343.0,486343.0,610802.0,486343.0,486343.0,610802.0,610802.0,-2126644.0,-98714.0,-8849.0,-891671.0,-1232470.0,-98714.0,9558980.0,-2802214.0,340799.0,9351541.0,,587189.0,354929.0,3280025.0,654388.12,3065896.0,5030202.0,977455.0,8150063.0,6045753.0,6344454.0,4138500.0,254058.0,-112099.0,114206.0,275424.0,658616.0,1878777.0,1532261.0,353342.0,0.0,3658655.0,36174.0,590422.0,3749040.0,0.0,-2126644.0,-8849.0,-2804641.0,412683.0,2142406.0,2337512.0,-1907470.0,,174176.0,697731.0,2427.0,6045753.0,-221112.0,13650447.0,9351541.0,-53066.88,-20380.0,0.24,1474151.0,20380.0,35212286.0,18446114.0,8009522.0,14139407.0,7172608.0,21072879.0,13886621.0,5801228.0,-32265.0,8150063.0,260450.0,-221112.0,-221112.0,112099.0,11429569.0,6054014.0,46936.0
2023-12-31,12M,EUR,2952375.0,5955802.0,,8796324.0,1272831.0,,,1069397.0,-4960498.0,1218.0,604575.0,1836075.0,2212668.0,1833617.0,2458.0,1219446.0,766678.0,-1518976.0,-2313952.0,212786.0,-2119716.0,-4520412.0,766678.0,604575.0,15692452.0,0.0,,335539.0,5571412.0,26219673.0,6387367.0,6387367.0,107422.0,18961483.0,744307.0,2800252.0,2800252.0,2800252.0,1527421.0,,,,2109336.0,3619510.0,6419762.0,1836075.0,67540485.0,4477032.0,245451.0,-3638907.0,-29993.0,106937.0,5120277.0,10897855.0,9999354.0,133877.0,353605.0,353605.0,133919.0,133919.0,-219686.0,,13701104.0,27916236.0,-5031945.0,100182.0,0.0,4362430.0,1218.0,5836417.0,5837635.0,4362430.0,-1505069.0,100182.0,79419.0,3569732.0,61062105.0,901221.0,-412262.0,0.0,10387709.0,2109336.0,2109336.0,2521598.0,2109336.0,2109336.0,2521598.0,2521598.0,-2094202.0,-219686.0,-71447.0,4477032.0,2857361.0,-219686.0,10897855.0,-2866296.0,1619671.0,10572175.0,6363.0,427426.0,444714.0,6583389.0,2235672.043438,1321591.0,6264153.0,3735201.0,15570766.0,6045753.0,4720706.0,5013340.0,242937.0,,,309814.0,940926.0,3193056.0,2186536.0,376593.0,0.0,4992155.0,54961.0,3265905.0,3799528.0,227259.0,-2094202.0,-71447.0,-2866296.0,1324029.0,5571412.0,2800252.0,-1505069.0,,191740.0,2450217.0,0.0,6045753.0,-186878.0,15692452.0,10572175.0,-37290.956562,744307.0,0.227902,1867303.0,-179614.0,42344350.0,21528869.0,12225002.0,16593673.0,11835565.0,25750677.0,16124677.0,6789194.0,,15570766.0,1098854.0,-163627.0,-163627.0,,12131624.0,7258190.0,-4862.0
