symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
OS.MI,2019-12-31,12M,EUR,,,-687214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OS.MI,2020-12-31,12M,EUR,757111.0,1542923.0,-1172974.0,5332417.0,,559982.0,1212434.0,1212434.0,1209105.0,3329.0,559982.0,8187263.0,997059.0,13097741.0,1466732.0,1466732.0,95893.0,7098886.0,41917.0,636833.0,103713.0,2229507.0,7370808.0,0.0,6900692.0,15881217.0,5545.0,,6227222.0,6227222.0,5545.0,11000.0,3191068.0,166387.0,6481520.0,7370808.0,5957756.0,,449141.0,196752.0,5599818.0,2666811.0,2125794.0,,414599.0,1255356.0,1479885.0,,1255239.0,30177.0,1927325.0,354315.0,468531.0,5599818.0,8187263.0,5957756.0,1835737.0,22703601.0,14414485.0,7693954.0,8353650.0,14349951.0,9605860.0,7251065.0,83529.0,325033.0,5909544.0,5998855.0
OS.MI,2021-12-31,12M,EUR,940429.0,3025157.0,-1847670.0,5867162.0,,567450.0,866592.0,1266532.0,863148.0,3444.0,567450.0,10070123.0,1637005.0,16449594.0,3081463.0,3081463.0,70021.0,10564125.0,1758.0,548309.0,213875.0,3280641.0,8010211.0,5402.0,9453994.0,19351794.0,19886.0,,6200208.0,6200208.0,19886.0,19207.0,2969011.0,364500.0,8415079.0,8010211.0,6789482.0,,270262.0,270149.0,5674503.0,3918455.0,3066766.0,-375622.0,549384.0,1523429.0,1100031.0,399940.0,1930215.0,40457.0,1880766.0,257516.0,1470121.0,5674503.0,10070123.0,6789482.0,1488000.0,27760332.0,16270331.0,9281671.0,10434623.0,17325709.0,11310738.0,6761584.0,440402.0,375622.0,8648169.0,5885469.0
OS.MI,2022-12-31,12M,EUR,2739589.0,3970659.0,-2691849.0,8796324.0,,604575.0,1069397.0,1422739.0,1066476.0,2921.0,604575.0,13650447.0,835231.0,21325665.0,3213855.0,3213855.0,480081.0,15271651.0,16204.0,358663.0,160406.0,4298906.0,9558980.0,208685.0,12200915.0,21659969.0,28735.0,,4795667.0,4795667.0,28735.0,47239.0,3095932.0,488960.0,6940125.0,9558980.0,9351541.0,,587189.0,354929.0,6045753.0,6344454.0,4138500.0,-112099.0,658616.0,1878777.0,1532261.0,353342.0,3658655.0,36174.0,3749040.0,412683.0,697731.0,6045753.0,13650447.0,9351541.0,1474151.0,35212286.0,18446114.0,8009522.0,14139407.0,21072879.0,13886621.0,5801228.0,260450.0,112099.0,11429569.0,6054014.0
OS.MI,2023-12-31,12M,EUR,2952375.0,5955802.0,,8796324.0,1218.0,604575.0,1836075.0,2212668.0,1833617.0,2458.0,604575.0,15692452.0,335539.0,26219673.0,6387367.0,6387367.0,107422.0,18961483.0,,245451.0,106937.0,5120277.0,10897855.0,133877.0,13701104.0,27916236.0,100182.0,1218.0,5836417.0,5837635.0,100182.0,79419.0,3569732.0,901221.0,10387709.0,10897855.0,10572175.0,6363.0,427426.0,444714.0,6045753.0,4720706.0,5013340.0,,940926.0,3193056.0,2186536.0,376593.0,4992155.0,54961.0,3799528.0,1324029.0,2450217.0,6045753.0,15692452.0,10572175.0,1867303.0,42344350.0,21528869.0,12225002.0,16593673.0,25750677.0,16124677.0,6789194.0,1098854.0,,12131624.0,7258190.0
