symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,TaxesRefundPaid
YRM.MI,2019-12-31,12M,EUR,,,-2660000.0,-103000.0,,,,,-55000.0,,,,-2600000.0,12549000.0,,,,,,,,,,,,,,,,,,,,,,,,-8163000.0,-6470000.0,-3030000.0,,
YRM.MI,2020-12-31,12M,EUR,80564000.0,-91000.0,-1900000.0,-243000.0,-54758000.0,-11994000.0,-3562000.0,-29140000.0,,25057000.0,-19639000.0,-54758000.0,,-7116000.0,6200000.0,6200000.0,25806000.0,-901000.0,-57321000.0,362000.0,3373000.0,35125000.0,35125000.0,-31428000.0,0.0,-32604000.0,-39720000.0,-91000.0,498000.0,3697000.0,3697000.0,-2698000.0,,2966000.0,-57230000.0,-227000.0,4568000.0,,,,-31428000.0,-667000.0
YRM.MI,2021-12-31,12M,EUR,25806000.0,-3558000.0,,,43301000.0,14010000.0,-2436000.0,42316000.0,,-14458000.0,39432000.0,43301000.0,,,6999000.0,6999000.0,69107000.0,31132000.0,-22284000.0,210000.0,30895000.0,69654000.0,69654000.0,-39059000.0,3644000.0,-54727000.0,-63559000.0,-424000.0,30809000.0,30595000.0,30595000.0,537000.0,3644000.0,-3134000.0,-18726000.0,,2160000.0,,,,-39059000.0,0.0
YRM.MI,2022-12-31,12M,EUR,69107000.0,-1830000.0,,111000.0,-25424000.0,-27078000.0,5074000.0,3768000.0,,-28444000.0,-46569000.0,-25424000.0,,,7049000.0,7049000.0,43683000.0,-15405000.0,-27321000.0,4895000.0,15472000.0,10692000.0,10692000.0,-25555000.0,1462000.0,4644000.0,7647000.0,-81000.0,15840000.0,-14863000.0,-14863000.0,-542000.0,,-1749000.0,-25491000.0,4895000.0,5631000.0,,,,-25555000.0,-877000.0
YRM.MI,2023-12-31,12M,EUR,43683000.0,-61000.0,,-73000.0,28744000.0,-20579000.0,-1106000.0,43087000.0,,-14699000.0,6630000.0,28744000.0,,,5376000.0,5376000.0,72427000.0,-26567000.0,12249000.0,-3780000.0,43001000.0,13882000.0,13882000.0,-38641000.0,0.0,7043000.0,7320000.0,-61000.0,5305000.0,-24759000.0,-24759000.0,-1808000.0,,37757000.0,12310000.0,-1385000.0,5389000.0,,,,-38641000.0,-1657000.0
YRM.MI,2023-12-31,TTM,EUR,43683000.0,-61000.0,,-73000.0,28744000.0,-20579000.0,-1106000.0,43087000.0,,-14699000.0,6630000.0,28744000.0,,,5376000.0,5376000.0,72427000.0,-26567000.0,12249000.0,-3780000.0,43001000.0,13882000.0,13882000.0,-38641000.0,0.0,7043000.0,7320000.0,-61000.0,5305000.0,-24759000.0,-24759000.0,-1808000.0,,37757000.0,12310000.0,-1385000.0,5389000.0,,,,-38641000.0,-1657000.0
