symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
YRM.MI,2019-12-31,12M,EUR,,3800000.0,1.176316,,,,3800000.0,1.176316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000.0,,,,
YRM.MI,2020-12-31,12M,EUR,1968000.0,3800000.0,-8.58,169149000.0,6200000.0,4232000.0,3800000.0,-8.58,-32604000.0,-39788000.0,-33588000.0,24696000.0,,1078000.0,1078000.0,1570000.0,1570000.0,1146000.0,-32604000.0,-32604000.0,-33750000.0,-32604000.0,-32604000.0,-33750000.0,487000.0,487000.0,-28581000.0,-28468869.329027,61934000.0,-37238000.0,193845000.0,30000.0,-916000.0,871000.0,0.0,-40866000.0,169149000.0,6200000.0,8618000.0,8618000.0,2253000.0,-4079000.0,-871869.329027,-7116000.0,0.17413,231083000.0,5000.0,193845000.0,-5007000.0,-5007000.0,955000.0
YRM.MI,2021-12-31,12M,EUR,2273000.0,3800000.0,-14.401842,173984000.0,6999000.0,4726000.0,3800000.0,-14.401842,-54727000.0,-63759000.0,-56760000.0,-114000.0,,1938000.0,1938000.0,1136000.0,1136000.0,2138000.0,-54727000.0,-54727000.0,-56865000.0,-54727000.0,-54727000.0,-56865000.0,-843000.0,-843000.0,-52762000.0,-51266472.578657,60873000.0,-60987000.0,173870000.0,8000.0,900000.0,1472000.0,0.0,-65697000.0,173984000.0,6999000.0,5314000.0,5314000.0,2296000.0,-4123000.0,-537472.578657,-8832000.0,0.134435,234857000.0,41000.0,173870000.0,-3998000.0,-3998000.0,355000.0
YRM.MI,2022-12-31,12M,EUR,2312000.0,3800000.0,1.222105,211041000.0,7049000.0,4737000.0,3800000.0,1.222105,4644000.0,16571000.0,23620000.0,92685000.0,0.0,3729000.0,3729000.0,740000.0,740000.0,-5195000.0,4644000.0,4644000.0,9839000.0,4644000.0,4644000.0,9839000.0,-2989000.0,-2989000.0,27665000.0,7743108.783679,69905000.0,22780000.0,303726000.0,7000.0,1269000.0,160000.0,0.0,12842000.0,211041000.0,7049000.0,9829000.0,9829000.0,2510000.0,-4160000.0,-945891.216321,3003000.0,0.233842,280946000.0,,303726000.0,-4045000.0,-4045000.0,1490000.0
YRM.MI,2023-06-30,TTM,EUR,,3800000.0,2.615526,,,,3800000.0,2.615526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRM.MI,2023-12-31,12M,EUR,2130000.0,,,241543000.0,5376000.0,3246000.0,,,7043000.0,14217000.0,19593000.0,96185000.0,1639000.0,5820000.0,5820000.0,2337000.0,2337000.0,94000.0,7043000.0,7043000.0,6949000.0,7043000.0,7043000.0,6949000.0,-3489000.0,-3489000.0,18047000.0,5763596.165297,85729000.0,10456000.0,337728000.0,79000.0,1192000.0,-8077000.0,0.0,8397000.0,241543000.0,5376000.0,22200000.0,22200000.0,2252000.0,1507000.0,266596.165297,1448000.0,0.172443,327272000.0,6000.0,337728000.0,1546000.0,1546000.0,2679000.0
YRM.MI,2023-12-31,TTM,EUR,2130000.0,3800000.0,1.853421,241543000.0,5376000.0,3246000.0,3800000.0,1.853421,7043000.0,14217000.0,19593000.0,96185000.0,1639000.0,5820000.0,5820000.0,2337000.0,2337000.0,94000.0,7043000.0,7043000.0,6949000.0,7043000.0,7043000.0,6949000.0,-3489000.0,-3489000.0,18047000.0,5763596.165297,85729000.0,10456000.0,337728000.0,79000.0,1192000.0,-8077000.0,0.0,8397000.0,241543000.0,5376000.0,22200000.0,22200000.0,2252000.0,1507000.0,266596.165297,1448000.0,0.172443,327272000.0,6000.0,337728000.0,1546000.0,1546000.0,2679000.0
