symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepurchaseOfCapitalStock,TaxesRefundPaid
TPS.MI,2019-12-31,12M,EUR,,,-361617.0,,,,,,,-361617.0,95265.0,,,,,,,,95265.0,,,,,,,,,-173736.0,-38747.0,,,,,,-1988304.0,-38747.0,,,
TPS.MI,2020-12-31,12M,EUR,8311792.0,-1202582.0,,1192619.0,-239154.0,-667028.0,-225082.0,-1131264.0,1192619.0,,8919.0,,2757908.0,2757908.0,9504411.0,-731457.0,2011650.0,-1290156.0,8919.0,-65000.0,8919.0,1506499.0,2078865.0,-254998.0,-22574.0,,,-740376.0,,-947584.0,3214232.0,56893.0,31100.0,-65000.0,-254998.0,-22574.0,-947584.0,,-579270.0
TPS.MI,2021-12-31,12M,EUR,9877718.0,-1227527.0,-57744.0,7987899.0,1458168.0,689763.0,2571864.0,4719795.0,7987899.0,,0.0,,2171522.0,2171522.0,17865617.0,-546888.0,9258337.0,-1951077.0,0.0,-717170.0,0.0,3447539.0,5030506.0,-644558.0,-6380.0,-601901.0,-601901.0,112757.0,,-582969.0,10485864.0,4078.0,16880.0,-717170.0,-644558.0,-6380.0,-582969.0,,-1456917.0
TPS.MI,2022-12-31,12M,EUR,17865617.0,-3148519.0,-592233.0,1419407.0,752072.0,-563887.0,1266.0,189451.0,1419407.0,,0.0,0.0,1714739.0,1714739.0,19285024.0,-990806.0,2474529.0,-3212835.0,0.0,-70100.0,0.0,3584913.0,5326095.0,-1045864.0,5784.0,-398573.0,-398573.0,,,-2102655.0,5623048.0,-180273.0,98175.0,-70100.0,,,-2102655.0,0.0,-1525139.0
TPS.MI,2023-12-31,12M,EUR,20336985.0,-2819459.0,-598418.0,-5781582.0,273435.0,608662.0,-3735016.0,-2852919.0,-5781582.0,,,-415103.0,1929064.0,1929064.0,14555403.0,-2960276.0,-157162.0,-5483603.0,,-2695200.0,-415103.0,3348067.0,5236111.0,-1525009.0,31056.0,-1946755.0,-1946755.0,,,-1294450.0,2662297.0,208879.0,-204352.0,-2695200.0,,,-1294450.0,-415103.0,-1654486.0
TPS.MI,2023-12-31,TTM,EUR,20336985.0,-2819459.0,-598418.0,-5781582.0,273435.0,608662.0,-3735016.0,-2852919.0,-5781582.0,,,-415103.0,1929064.0,1929064.0,14555403.0,-2960276.0,-157162.0,-5483603.0,,-2695200.0,-415103.0,3348067.0,5236111.0,-1525009.0,31056.0,-1946755.0,-1946755.0,,,-1294450.0,2662297.0,208879.0,-204352.0,-2695200.0,,,-1294450.0,-415103.0,-1654486.0
