asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DividendsPayable,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
2022-12-31,3M,EUR,709352000.0,315708000.0,-439454000.0,624449000.0,-15376000.0,18961000.0,,,512795000.0,72048000.0,1002608000.0,451946000.0,457716000.0,451946000.0,1002608000.0,2108262000.0,8983000.0,1828085000.0,21571000.0,120866000.0,142437000.0,1386021000.0,34000.0,,,874000.0,35442000.0,18961000.0,190463000.0,8509368000.0,331084000.0,818480000.0,17455000.0,120486000.0,8581564000.0,18961000.0,16846000.0,50477000.0,6352436000.0,6402913000.0,47243000.0,144277000.0,38429000.0,282308000.0,6021356000.0,379026000.0,-6401106000.0,510760000.0,0.0,91633000.0,69917000.0,79597000.0,810245718.0,38424000.0,17999000.0,7202000.0,8318905000.0,73978000.0,34432000.0,486891000.0,241427000.0,764750000.0,5770000.0,1225295000.0,51682000.0,0.0,120486000.0,,903294000.0,810245718.0,2108262000.0,-6401106000.0,61864000.0,11030557000.0,8460698000.0,6545350000.0,2390570000.0,8639987000.0,9202472000.0,7253966000.0,28178000.0,442064000.0
2023-06-30,3M,EUR,267665000.0,441806000.0,-460275000.0,626252000.0,-16742000.0,,,,521970000.0,84106000.0,1003228000.0,454958000.0,580910000.0,454958000.0,1003228000.0,2062340000.0,11924000.0,1606395000.0,29399000.0,484844000.0,514243000.0,1318140000.0,,,,17437000.0,20858000.0,18780000.0,190463000.0,8608179000.0,458548000.0,849121000.0,26742000.0,118216000.0,8968340000.0,18780000.0,16810000.0,54707000.0,6421156000.0,6475863000.0,47041000.0,121546000.0,39725000.0,285058000.0,6451042000.0,388846000.0,-6545839000.0,521224000.0,,66327000.0,68381000.0,65837000.0,810745220.0,50533000.0,386000.0,7046000.0,8417716000.0,75647000.0,16224000.0,475848000.0,258692000.0,216944000.0,125952000.0,803511000.0,55521000.0,0.0,118216000.0,11000000.0,858976000.0,810745220.0,2062340000.0,-6545839000.0,104723000.0,10935103000.0,8483496000.0,6990106000.0,2347398000.0,8587705000.0,9328708000.0,7269565000.0,42561000.0,288255000.0
2023-12-31,3M,EUR,278312000.0,694330000.0,-482031000.0,626252000.0,-15147000.0,21207000.0,,,531551000.0,79095000.0,1003228000.0,249963000.0,254211000.0,249963000.0,1003228000.0,2280072000.0,12325000.0,1375184000.0,33112000.0,1000322000.0,1033434000.0,1901137000.0,0.0,,,3090000.0,13708000.0,,190463000.0,8772609000.0,709477000.0,868071000.0,18094000.0,79052000.0,9121333000.0,21207000.0,18839000.0,45983000.0,5840939000.0,5886922000.0,131771000.0,109851000.0,40953000.0,320672000.0,6591298000.0,386040000.0,-6492537000.0,522331000.0,0.0,47780000.0,65330000.0,109477000.0,810745220.0,124850000.0,7647000.0,9417000.0,8582146000.0,307592000.0,5553000.0,548460000.0,264403000.0,118320000.0,4248000.0,860056000.0,43685000.0,0.0,79052000.0,,1085315000.0,810745220.0,2280072000.0,-6492537000.0,42642000.0,11139648000.0,8121011000.0,6920356000.0,2600744000.0,8538904000.0,9764464000.0,6637767000.0,30194000.0,-525953000.0
2024-03-31,3M,EUR,,,,,,,811242309.0,0.144963,,,,,,,,,,,,,,,,811242309.0,0.144963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
