symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,DividendPaidCFO,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
IG.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,14187000.0,,,,,,,,,,,,,,,,,89945000.0,,,,,,,,,,-40096000.0,,,,,,89945000.0,,896000.0,
IG.MI,2020-12-31,12M,EUR,402773000.0,262237000.0,-747050000.0,-221007000.0,401789000.0,-48889000.0,-99840000.0,3931000.0,11861000.0,-103217000.0,401789000.0,-221007000.0,152633000.0,36347000.0,439120000.0,,7442000.0,664026000.0,411754000.0,14611000.0,-25000.0,-1150000.0,-48370000.0,1381000.0,-771626000.0,495900000.0,495900000.0,-6180000.0,-19775000.0,384626000.0,405249000.0,-694047000.0,-4382000.0,647252000.0,489720000.0,9630000.0,-16412000.0,-37010000.0,157532000.0,761661000.0,49209000.0,-8575000.0,-4382000.0,-707548000.0,-4382000.0,-39502000.0,-6180000.0,13501000.0,,2492000.0,5153000.0,-136656000.0
IG.MI,2021-12-31,12M,EUR,405262000.0,664026000.0,-819583000.0,-243143000.0,727737000.0,-3518000.0,49935000.0,-2115000.0,73560000.0,74355000.0,727737000.0,-243143000.0,141884000.0,39125000.0,444387000.0,,1254000.0,1391763000.0,701844000.0,20051000.0,-441000.0,3553000.0,-59783000.0,3630000.0,-813741000.0,1492298000.0,1492298000.0,-313514000.0,-21264000.0,362813000.0,383420000.0,-788451000.0,-2250000.0,955249000.0,1178784000.0,11267000.0,25849000.0,-29875000.0,-223535000.0,839634000.0,65026000.0,-9581000.0,,-788747000.0,-2250000.0,-30836000.0,-313514000.0,296000.0,,961000.0,3375000.0,-206923000.0
IG.MI,2022-12-31,12M,EUR,436331000.0,1391763000.0,-777230000.0,-253250000.0,-939817000.0,-4751000.0,-759189000.0,400375000.0,65399000.0,-336750000.0,-939817000.0,-253250000.0,152369000.0,41960000.0,478291000.0,,1372000.0,451946000.0,-204160000.0,-229061000.0,-2770000.0,-25357000.0,-53720000.0,4043000.0,-1283826000.0,602660000.0,602660000.0,-194717000.0,-874741000.0,407288000.0,436126000.0,-473372000.0,,60826000.0,407943000.0,16129000.0,72430000.0,-8143000.0,-347117000.0,548169000.0,64279000.0,-17574000.0,,-766585000.0,,-10645000.0,-194717000.0,293213000.0,,2502000.0,,-152372000.0
IG.MI,2023-12-31,12M,EUR,475120000.0,451946000.0,-861902000.0,-270483000.0,-201983000.0,41305000.0,451076000.0,-431738000.0,-511296000.0,-485031000.0,-201983000.0,-270483000.0,118625000.0,47410000.0,522530000.0,,672000.0,249963000.0,82949000.0,-289230000.0,-42000.0,38485000.0,-88722000.0,4376000.0,-857604000.0,537980000.0,537980000.0,-164174000.0,-78291000.0,439568000.0,467471000.0,-816070000.0,0.0,382338000.0,373806000.0,2127000.0,61132000.0,-24375000.0,8532000.0,572672000.0,100157000.0,-6715000.0,,-837368000.0,,-24534000.0,-164174000.0,21298000.0,0.0,159000.0,,-119107000.0
IG.MI,2023-12-31,TTM,EUR,475120000.0,451946000.0,-861902000.0,-270483000.0,-201983000.0,41305000.0,451076000.0,-431738000.0,-511296000.0,-485031000.0,-201983000.0,-270483000.0,118625000.0,47410000.0,522530000.0,,672000.0,249963000.0,82949000.0,-289230000.0,-42000.0,38485000.0,-88722000.0,4376000.0,-857604000.0,537980000.0,537980000.0,-164174000.0,-78291000.0,439568000.0,467471000.0,-816070000.0,0.0,382338000.0,373806000.0,2127000.0,61132000.0,-24375000.0,8532000.0,572672000.0,100157000.0,-6715000.0,,-837368000.0,,-24534000.0,-164174000.0,21298000.0,0.0,159000.0,,-119107000.0
