symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
OLI.MI,2019-12-31,12M,EUR,,,,,,,,,,,35519.0,,,,,,,,,281675.0,,281000.0,,,,,-342000.0,,,,,,,,,,,,,,,,,476966.0,,,37363.0,99054.0,,25188.0,48725.0,,,,,0.0,,82000.0,,,,,192587.0,,,,,,,,,26299.0,,248000.0,
OLI.MI,2020-12-31,12M,EUR,3244132.0,734931.0,-1133000.0,,,,,4025480.0,87232.0,87232.0,87232.0,4025480.0,1636694.0,,4327294.0,,623528.0,623528.0,9049970.0,280484.0,,272000.0,,7756738.0,,1158000.0,-336000.0,147000.0,3328156.0,,,1067934.0,1067934.0,21645.0,230420.0,60000.0,-16400.0,1604230.0,25000.0,-6120044.0,,186075.0,,393267.0,47000.0,40799999.0,8698.0,68653.0,,31498.0,41540.0,2848346.0,1098000.0,2499950.0,8077305.0,0.0,0.0,78000.0,-3163344.0,40799999.0,1636694.0,-6120044.0,849483.0,12420161.0,2704628.0,1691462.0,1620294.0,10799867.0,8092867.0,1749897.0,1984827.0,16736.0,,133000.0,-4722676.0
OLI.MI,2021-12-31,12M,EUR,10878633.0,480962.0,-1138000.0,-2276000.0,,,,4025480.0,40725.0,40725.0,40725.0,4025480.0,-7203811.0,,3794752.0,,673336.0,673336.0,17154191.0,308649.0,,272000.0,,7465952.0,2756962.0,1154000.0,-350000.0,0.0,-5540209.0,,,990266.0,990266.0,21582.0,67915.0,60000.0,6775.0,1622877.0,16000.0,-14669763.0,,0.0,,336418.0,47000.0,40799999.0,11093.0,42203.0,7465952.0,19233.0,31202.0,3133611.0,1094000.0,2363354.0,16130003.0,0.0,0.0,78000.0,-11449691.0,40799999.0,-7203811.0,-14669763.0,898618.0,11392519.0,-6213545.0,1663602.0,-7197036.0,18589555.0,7597767.0,1435364.0,2117759.0,9563.0,,0.0,-13359439.0
OLI.MI,2022-12-31,12M,EUR,59702000.0,21728000.0,-1261000.0,-2464000.0,5227000.0,252000.0,694000.0,13100000.0,8306000.0,8306000.0,,13100000.0,8007000.0,0.0,71137000.0,434000.0,3610000.0,4044000.0,70830000.0,196000.0,252000.0,,,8711000.0,24192000.0,2191000.0,,0.0,14549000.0,252000.0,260000.0,2932000.0,3192000.0,474000.0,1079000.0,18000.0,1556000.0,54588000.0,930000.0,-704000.0,0.0,125000.0,66000.0,,,114881632.0,,1592000.0,,,,1592000.0,830000.0,35876000.0,61363000.0,,1343000.0,,-5093000.0,114881632.0,8007000.0,-704000.0,,84730000.0,10939000.0,7236000.0,9563000.0,75167000.0,13593000.0,4337000.0,69000.0,,,,307000.0
OLI.MI,2023-12-31,12M,EUR,58565000.0,42210000.0,-2291000.0,-2507000.0,0.0,,738000.0,13100000.0,10830000.0,10830000.0,,13100000.0,10096000.0,190000.0,69833000.0,341000.0,9875000.0,10216000.0,72797000.0,,126000.0,,4228000.0,8767000.0,44717000.0,4851000.0,,77000.0,22775000.0,,397000.0,2804000.0,3201000.0,8506000.0,1740000.0,84000.0,3559000.0,1849000.0,2560000.0,1329000.0,147000.0,108000.0,115000.0,,,114881362.0,,,4539000.0,,,2485000.0,1235000.0,16716000.0,62581000.0,,3342000.0,,-3004000.0,114881362.0,10096000.0,1329000.0,,91655000.0,12900000.0,13417000.0,13655000.0,78000000.0,21822000.0,5203000.0,1531000.0,,0.0,,-2964000.0
