asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,35519.0,,193939.0,15322.0,1045773.0,961961.0,-100654.0,,,,,,,,,,,,281675.0,,,,,,,,,,,,,,,281000.0,,0.0,,,,,,,,,,,-342000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-272830.0,,,,,476966.0,,,,,,,,,,37363.0,99054.0,,106548.0,25188.0,48725.0,,,,,-40000.0,,,116563.0,0.0,,,,,,-74458.0,-1881.0,82000.0,,,,,,,,74000.0,,,,,,,,,192587.0,,,,,,,,,,,,,,,26299.0,,248000.0,,
2020-12-31,12M,EUR,3244132.0,734931.0,-1133000.0,,,,,40799999.0,-0.031096,35519.0,-704948.0,,4025480.0,87232.0,87232.0,87232.0,51713.0,121746.0,22365.0,587666.0,278176.0,612382.0,1622335.0,51713.0,4025480.0,1636694.0,,167232.0,4327294.0,,623528.0,623528.0,9049970.0,280484.0,-559533.0,351978.0,351978.0,351978.0,351978.0,40799999.0,-0.031096,-1268736.0,-1198895.0,-846917.0,87232.0,,,169059.0,272000.0,-151524.0,,985000.0,,7756738.0,,1158000.0,1430768.0,85000.0,85000.0,25000.0,25000.0,-336000.0,147000.0,3328156.0,-670770.0,,,,1067934.0,1067934.0,,,21645.0,230420.0,60000.0,,-16400.0,21871.0,,-268475.0,1604230.0,-1268736.0,-1268736.0,-1290607.0,,-1268736.0,-1268736.0,-1290606.0,-1290607.0,-704948.0,-118000.0,21935.0,437534.0,464446.0,-118000.0,,-1.0,25000.0,12244.0,-26912.0,-6120044.0,,186075.0,,393267.0,47000.0,-835517.0,-1260072.0,553424.0,2545958.0,-1115190.0,1598000.0,40799999.0,,8698.0,68653.0,,485626.0,31498.0,41540.0,1009154.0,2848346.0,1098000.0,2499950.0,,0.0,8077305.0,68301.0,0.0,-1283895.0,0.0,84766.0,,-704948.0,,,78000.0,167232.0,351978.0,,-3163344.0,,21935.0,12244.0,24000.0,1009000.0,40799999.0,-11400.0,1636694.0,-6120044.0,-2736.0,6712.0,0.24,849483.0,12420161.0,2704628.0,1691462.0,1620294.0,2713190.0,10799867.0,8092867.0,1749897.0,-1127921.0,58000.0,1598000.0,1984827.0,-11400.0,-11400.0,16736.0,,133000.0,-4722676.0,11400.0
2021-12-31,12M,EUR,10878633.0,480962.0,-1138000.0,-2276000.0,,,,40799999.0,-0.213614,87232.0,-266383.0,,4025480.0,40725.0,40725.0,40725.0,-46508.0,147768.0,5529.0,374236.0,165791.0,378474.0,1071798.0,-46508.0,4025480.0,-7203811.0,,-194038.0,3794752.0,,673336.0,673336.0,17154191.0,308649.0,186075.0,557169.0,557169.0,557169.0,557169.0,40799999.0,-0.213614,-8715446.0,-6275823.0,-5718654.0,40725.0,,,-129367.0,272000.0,73312.0,,1267000.0,,7465952.0,2756962.0,1154000.0,1509038.0,2440000.0,2440000.0,0.0,0.0,-350000.0,0.0,-5540209.0,-256836.0,,,,990266.0,990266.0,,,21582.0,67915.0,60000.0,,6775.0,378.0,,-101507.0,1622877.0,-8715446.0,-8715446.0,-8715823.0,,-8715446.0,-8715446.0,-8715824.0,-8715823.0,-266383.0,-2473000.0,663.0,-27860.0,124365.0,-2473000.0,,,16000.0,8884.0,-152225.0,-14669763.0,,0.0,,336418.0,47000.0,-5710854.0,-8707646.0,339695.0,8044689.0,-6535651.0,1315000.0,40799999.0,1.0,11093.0,42203.0,7465952.0,7468710.0,19233.0,31202.0,6110297.0,3133611.0,1094000.0,2363354.0,,0.0,16130003.0,54260.0,0.0,-8715823.0,0.0,43856.0,,-266383.0,,,78000.0,-194038.0,557169.0,,-11449691.0,,663.0,8884.0,19000.0,1286000.0,40799999.0,-7800.0,-7203811.0,-14669763.0,0.0,0.0,0.0,898618.0,11392519.0,-6213545.0,1663602.0,-7197036.0,7850651.0,18589555.0,7597767.0,1435364.0,-6268477.0,33000.0,1315000.0,2117759.0,-7800.0,-7800.0,9563.0,,0.0,-13359439.0,7800.0
2022-12-31,12M,EUR,59702000.0,21728000.0,-1261000.0,-2464000.0,9000.0,5227000.0,252000.0,114881632.0,0.02,8362000.0,-462000.0,694000.0,13100000.0,8306000.0,8306000.0,,-1590000.0,,,,,,3682000.0,-1590000.0,13100000.0,8007000.0,0.0,40661000.0,71137000.0,434000.0,3610000.0,4044000.0,70830000.0,196000.0,-106000.0,357000.0,357000.0,357000.0,348000.0,114881632.0,0.02,323000.0,1428000.0,1785000.0,6772000.0,,252000.0,-962000.0,,4308000.0,,1066000.0,,8711000.0,24192000.0,2191000.0,9710000.0,260000.0,260000.0,6000.0,6000.0,,0.0,14549000.0,-5398000.0,252000.0,500000.0,260000.0,2932000.0,3192000.0,500000.0,-1347000.0,474000.0,1079000.0,18000.0,,1556000.0,-487000.0,619000.0,,54588000.0,323000.0,323000.0,810000.0,0.0,323000.0,323000.0,810000.0,810000.0,-41000.0,-366000.0,-3299000.0,-847000.0,-847000.0,-366000.0,-251000.0,-2256000.0,930000.0,-421000.0,,-704000.0,0.0,125000.0,66000.0,,,2020000.0,485970.890411,4770000.0,7860000.0,1850000.0,50371000.0,114881632.0,,,1592000.0,,,,,1271000.0,1592000.0,830000.0,35876000.0,,0.0,61363000.0,,,1168000.0,1343000.0,-293000.0,,-41000.0,-3299000.0,-421000.0,,40661000.0,357000.0,-1347000.0,-5093000.0,619000.0,,,,1066000.0,114881632.0,-235000.0,8007000.0,-704000.0,-72029.109589,358000.0,0.306507,,84730000.0,10939000.0,7236000.0,9563000.0,48521000.0,75167000.0,13593000.0,4337000.0,1615000.0,112000.0,50371000.0,69000.0,-235000.0,-235000.0,,,,307000.0,235000.0
2023-12-31,12M,EUR,58565000.0,42210000.0,-2291000.0,-2507000.0,9000.0,0.0,,114881362.0,6.1,6772000.0,-497000.0,738000.0,13100000.0,10830000.0,10830000.0,,2614000.0,,,,,,-1684000.0,2614000.0,13100000.0,10096000.0,190000.0,84721000.0,69833000.0,341000.0,9875000.0,10216000.0,72797000.0,,17000.0,490000.0,490000.0,490000.0,481000.0,114881362.0,6.1,2141000.0,6384000.0,6874000.0,9386000.0,60012489.0,126000.0,5692000.0,,2361000.0,,2291000.0,4228000.0,8767000.0,44717000.0,4851000.0,19100000.0,132000.0,132000.0,12000.0,12000.0,,77000.0,22775000.0,-5936000.0,,994000.0,397000.0,2804000.0,3201000.0,994000.0,-2463000.0,8506000.0,1740000.0,84000.0,62610489.0,3559000.0,-2041000.0,-507000.0,,1849000.0,2141000.0,2141000.0,4182000.0,0.0,2141000.0,2141000.0,4182000.0,4182000.0,0.0,-653000.0,-6307000.0,-1469000.0,-1469000.0,-653000.0,7199000.0,1375000.0,2560000.0,-497000.0,,1329000.0,147000.0,108000.0,115000.0,,,7219000.0,2371772.552783,2858000.0,12570000.0,6530000.0,103821000.0,114881362.0,,,,4539000.0,,,,1715000.0,2485000.0,1235000.0,16716000.0,,0.0,62581000.0,,,6252000.0,3342000.0,0.0,-507000.0,0.0,-7560000.0,-497000.0,,84721000.0,490000.0,-2463000.0,-3004000.0,,1253000.0,,,2291000.0,114881362.0,-345000.0,10096000.0,1329000.0,-114227.447217,2070000.0,0.331094,,91655000.0,12900000.0,13417000.0,13655000.0,97291000.0,78000000.0,21822000.0,5203000.0,6185000.0,533000.0,103821000.0,1531000.0,-345000.0,-345000.0,,0.0,,-2964000.0,345000.0
