symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfInvestment,SaleOfPPE
OLI.MI,2019-12-31,12M,EUR,,,,193939.0,15322.0,1045773.0,961961.0,-100654.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,-272830.0,,,106548.0,116563.0,,,,-74458.0,-1881.0,,,,
OLI.MI,2020-12-31,12M,EUR,35519.0,-704948.0,51713.0,121746.0,22365.0,587666.0,278176.0,612382.0,1622335.0,51713.0,-559533.0,351978.0,351978.0,87232.0,169059.0,-151524.0,,-670770.0,,,,,-268475.0,-1268736.0,-1290606.0,-704948.0,21935.0,437534.0,464446.0,,-1.0,12244.0,-26912.0,553424.0,,485626.0,68301.0,84766.0,,-704948.0,,,,,21935.0,12244.0
OLI.MI,2021-12-31,12M,EUR,87232.0,-266383.0,-46508.0,147768.0,5529.0,374236.0,165791.0,378474.0,1071798.0,-46508.0,186075.0,557169.0,557169.0,40725.0,-129367.0,73312.0,,-256836.0,,,,,-101507.0,-8715446.0,-8715824.0,-266383.0,663.0,-27860.0,124365.0,,,8884.0,-152225.0,339695.0,1.0,7468710.0,54260.0,43856.0,,-266383.0,,,,,663.0,8884.0
OLI.MI,2022-12-31,12M,EUR,8362000.0,-462000.0,-1590000.0,,,,,,3682000.0,-1590000.0,-106000.0,357000.0,357000.0,6772000.0,-962000.0,4308000.0,,-5398000.0,500000.0,500000.0,-1347000.0,619000.0,,323000.0,810000.0,-41000.0,-3299000.0,-847000.0,-847000.0,-251000.0,-2256000.0,-421000.0,,4770000.0,,,,-293000.0,,-41000.0,-3299000.0,-421000.0,-1347000.0,619000.0,,
OLI.MI,2023-12-31,12M,EUR,6772000.0,-497000.0,2614000.0,,,,,,-1684000.0,2614000.0,17000.0,490000.0,490000.0,9386000.0,5692000.0,2361000.0,,-5936000.0,994000.0,994000.0,-2463000.0,-507000.0,,2141000.0,4182000.0,0.0,-6307000.0,-1469000.0,-1469000.0,7199000.0,1375000.0,-497000.0,,2858000.0,,,,0.0,-507000.0,0.0,-7560000.0,-497000.0,-2463000.0,,1253000.0,
OLI.MI,2023-12-31,TTM,EUR,6772000.0,-497000.0,2614000.0,,,,,,-1684000.0,2614000.0,17000.0,490000.0,490000.0,9386000.0,5692000.0,2361000.0,,-5936000.0,994000.0,994000.0,-2463000.0,-507000.0,,2141000.0,4182000.0,0.0,-6307000.0,-1469000.0,-1469000.0,7199000.0,1375000.0,-497000.0,,2858000.0,,,,0.0,-507000.0,0.0,-7560000.0,-497000.0,-2463000.0,,1253000.0,
