symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
PTR.MI,2019-12-31,12M,EUR,,,,,,341342.0,,,,,,,,,,,,,,0.0,,,,,,,,,1125960.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,49585.0,,,,,,,,,,,,,,,,400000.0,,,
PTR.MI,2020-12-31,12M,EUR,9654869.0,8682850.0,-3856717.0,8238460.0,-573325.0,437170.0,1371538.0,23619003.0,23619003.0,23594859.0,24144.0,1371538.0,18932242.0,1242326.0,39179704.0,2096254.0,2096254.0,219838.0,14408700.0,45581.0,0.0,469061.0,3961570.0,5301429.0,9256175.0,5354105.0,4288676.0,33775082.0,194234.0,0.0,0.0,0.0,148978.0,12746586.0,12746586.0,0.0,33329.0,2942560.0,1999257.0,,5354105.0,13630813.0,,1844343.0,13715384.0,10363.0,1339859.0,,,1726612.0,614219.0,789544.0,,11961069.0,81407.0,0.0,555000.0,2179184.0,2269894.0,13715384.0,18932242.0,13630813.0,1579793.0,50029472.0,31678828.0,14842840.0,20931499.0,29097973.0,10849768.0,14689273.0,579588.0,19434.0,,1640431.0,24771004.0
PTR.MI,2021-12-31,12M,EUR,17669125.0,15323201.0,-6121131.0,9548706.0,-468951.0,678565.0,1407555.0,22794185.0,22794185.0,22776524.0,17661.0,1407555.0,22922861.0,31390.0,52694037.0,4256718.0,4256718.0,212306.0,27127819.0,9223.0,4479.0,1551601.0,9364213.0,11357607.0,15792152.0,6227176.0,8289580.0,42630489.0,,0.0,0.0,0.0,778002.0,15450910.0,15450910.0,0.0,39415.0,4674789.0,2200802.0,,6227176.0,11565254.0,,2808793.0,14075550.0,13168.0,1993394.0,-1.0,,2807621.0,742995.0,922029.0,,22010286.0,97358.0,0.0,0.0,2928249.0,2998895.0,14075550.0,22922861.0,11565254.0,5152736.0,70559823.0,38373771.0,19707628.0,25123663.0,45436160.0,17865786.0,18308341.0,1533540.0,,,3809730.0,25566218.0
PTR.MI,2022-12-31,12M,EUR,22251205.0,24212489.0,,9548706.0,-499956.0,,1426293.0,16552627.0,19137928.0,16536138.0,16489.0,1426293.0,24796050.0,433450.0,66164603.0,7652077.0,7652077.0,102690.0,43529970.0,0.0,602016.0,984258.0,16590345.0,19796010.0,24712445.0,15934612.0,9359495.0,56358268.0,,535.0,0.0,0.0,4299270.0,23910141.0,23910141.0,535.0,1207907.0,10045459.0,4832239.0,15009591.0,15934612.0,5000040.0,,4574177.0,14262929.0,786567.0,3205665.0,,,5971423.0,1156433.0,2462306.0,2585301.0,30573525.0,132354.0,,0.0,3388233.0,2593065.0,14262929.0,24796050.0,5000040.0,10889695.0,102996465.0,48706191.0,31562218.0,29628289.0,73368176.0,36831862.0,29838206.0,2350897.0,145981.0,,4987004.0,22634633.0
PTR.MI,2023-12-31,12M,EUR,18891593.0,20388412.0,,9548706.0,-698170.0,,1436293.0,19447785.0,26536279.0,19432562.0,15223.0,1436293.0,37458694.0,318784.0,66053511.0,8006752.0,8006752.0,171385.0,42247694.0,,312654.0,700427.0,17421997.0,20824203.0,21086582.0,18260136.0,6701644.0,63353374.0,,535.0,,,7201634.0,17887928.0,17887928.0,535.0,61265.0,9525018.0,5036563.0,6446895.0,18260136.0,16634491.0,,5283614.0,14362929.0,448912.0,3402206.0,,-1.0,8847341.0,1214700.0,4128689.0,7088494.0,29401738.0,147448.0,,0.0,2711610.0,21118867.0,14362929.0,37458694.0,16634491.0,8127102.0,108051741.0,55346622.0,25894680.0,42495257.0,65556484.0,41998229.0,23308790.0,1662804.0,75984.0,0.0,3289607.0,23805817.0
