asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentInsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,341342.0,,,,,,,,,,,,,,,,,,,8499998.0,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,1125960.0,,,,8499998.0,,,,,,,,,,,,,,8499998.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,49585.0,,,,,,,,,,,,,,418177.0,,,0.0,,,,2400000.0,-624963.0,,,,,,,,,,,,,,,,,,,,,,400000.0,,,,
2020-12-31,12M,EUR,9654869.0,8682850.0,-3856717.0,8238460.0,-573325.0,842346.0,13715384.0,0.1655,16437520.0,437170.0,-1558556.0,1371538.0,23619003.0,23619003.0,-685769.0,23594859.0,24144.0,126099.0,7181483.0,680992.0,854824.0,-3399787.0,3023505.0,1285633.0,7181483.0,1371538.0,-685769.0,18932242.0,294000.0,1242326.0,34406623.0,39179704.0,2096254.0,2096254.0,219838.0,14408700.0,447974.0,1789287.0,1789287.0,1789287.0,946941.0,45581.0,13715384.0,0.1655,2269894.0,0.0,3555346.0,5344633.0,0.0,23619003.0,50929427.0,0.0,7299352.0,469061.0,3552306.0,24384.0,3961570.0,5301429.0,9256175.0,5354105.0,18177747.0,,103547.0,103547.0,3449.0,3449.0,-116565.0,4288676.0,33775082.0,-5228731.0,194234.0,0.0,0.0,0.0,294000.0,11539588.0,148978.0,12746586.0,12746586.0,11539588.0,-2854631.0,0.0,33329.0,2942560.0,54861536.0,1999257.0,-726250.0,-3715539.0,294000.0,,2269894.0,2269894.0,2996144.0,2269894.0,2269894.0,2996144.0,2996144.0,-165796.0,-120484.0,-12198.0,7691121.0,8684957.0,-120484.0,,5354105.0,-1335198.0,-993836.0,13630813.0,,1844343.0,6080018.0,2908204.444913,5110862.0,14358561.0,3819186.0,52584370.0,13715384.0,0.0,10363.0,1339859.0,528814.0,,,479619.0,328494.0,1726612.0,614219.0,789544.0,,-4823.0,0.0,11961069.0,81407.0,0.0,3451799.0,555000.0,857953.0,,-165796.0,-43565.0,-1392760.0,2179184.0,34406623.0,1789287.0,1338123.0,1338123.0,-2854631.0,708131.0,2269894.0,,,31367.0,57562.0,13715384.0,,-993836.0,-735385.0,18932242.0,13630813.0,-97074.555087,455655.0,0.132005,1579793.0,-1175748.0,50029472.0,31678828.0,14842840.0,20931499.0,48765184.0,29097973.0,10849768.0,14689273.0,20386.0,52584370.0,579588.0,-735385.0,-735385.0,19434.0,,1640431.0,24771004.0,32077.0
2021-12-31,12M,EUR,17669125.0,15323201.0,-6121131.0,9548706.0,-468951.0,1161594.0,14262929.0,0.2103,26931931.0,678565.0,-1111131.0,1407555.0,22794185.0,22794185.0,-514116.0,22776524.0,17661.0,440550.0,-4137746.0,-2868794.0,-2840726.0,4918327.0,-4230080.0,-4580723.0,-4137746.0,1407555.0,-514116.0,22922861.0,0.0,31390.0,45390502.0,52694037.0,4256718.0,4256718.0,212306.0,27127819.0,1467453.0,2240274.0,2240274.0,2239425.0,1077831.0,9223.0,14262929.0,0.2103,2998895.0,0.0,5238706.0,7478980.0,0.0,22794185.0,90720632.0,4479.0,744267.0,1551601.0,1726926.0,2217.0,9364213.0,11357607.0,15792152.0,6227176.0,24115293.0,0.0,97697.0,97697.0,2145.0,2145.0,-91501.0,8289580.0,42630489.0,-7720070.0,,0.0,0.0,0.0,0.0,3501372.0,778002.0,15450910.0,15450910.0,3501372.0,-2270624.0,0.0,39415.0,4674789.0,95713740.0,2200802.0,-674661.0,-6586434.0,0.0,,2998895.0,2998895.0,3673556.0,2998895.0,2998895.0,3673556.0,3673556.0,-301083.0,-95742.0,-33260.0,-2242989.0,-2270624.0,-95742.0,3501372.0,6227176.0,-799293.0,27635.0,11565254.0,,2808793.0,8595168.0,3796477.561036,2838057.0,17985487.0,6129806.0,69505795.0,14075550.0,0.0,13168.0,1993394.0,140840.0,-1.0,,252405.0,470080.0,2807621.0,742995.0,922029.0,,-2556.0,0.0,22010286.0,97358.0,0.0,5141009.0,0.0,1087187.0,-6586434.0,-301083.0,-36260.0,-810048.0,2928249.0,45390502.0,2240274.0,1308871.0,1308871.0,-2270624.0,934267.0,2998895.0,,,3000.0,10755.0,14075550.0,,,-1116188.0,22922861.0,11565254.0,-318605.438964,1467453.0,0.285441,5152736.0,-397794.0,70559823.0,38373771.0,19707628.0,25123663.0,63375989.0,45436160.0,17865786.0,18308341.0,190.0,69505795.0,1533540.0,-1116188.0,-1116188.0,,,3809730.0,25566218.0,184477.0
2022-12-31,12M,EUR,22251205.0,24212489.0,,9548706.0,-499956.0,1998077.0,14263284.0,0.1818,26893944.0,,-4112831.0,1426293.0,16552627.0,19137928.0,-1212668.0,16536138.0,16489.0,-19770.0,-10341317.0,791760.0,-1216096.0,-2703143.0,-1754071.0,-4901320.0,-10341317.0,1426293.0,-1212668.0,24796050.0,,433450.0,71311674.0,66164603.0,7652077.0,7652077.0,102690.0,43529970.0,2534852.0,3736915.0,3736915.0,3736916.0,1738839.0,0.0,14263284.0,0.1818,2593065.0,,6841174.0,10578090.0,,16552627.0,98500045.0,602016.0,5342005.0,984258.0,1948573.0,-20375.0,16590345.0,19796010.0,24712445.0,15934612.0,37900125.0,195706.0,242689.0,242689.0,19258.0,19258.0,-224066.0,9359495.0,56358268.0,-21744726.0,,535.0,0.0,0.0,,12987224.0,4299270.0,23910141.0,23910141.0,12987224.0,-6435789.0,535.0,1207907.0,10045459.0,95846882.0,4832239.0,-1470568.0,-14832177.0,,15009591.0,2593065.0,2593065.0,4063633.0,2593065.0,2593065.0,4063633.0,4063633.0,-472247.0,-252484.0,-2919866.0,6554673.0,6551435.0,-252484.0,12987224.0,15934612.0,-3520436.0,3238.0,5000040.0,,4574177.0,10822365.0,2743500.130348,6061404.0,31376540.0,6523585.0,109211799.0,14262929.0,,786567.0,3205665.0,225764.0,,,603091.0,980768.0,5971423.0,1156433.0,2462306.0,2585301.0,-71967.0,0.0,30573525.0,132354.0,,6598485.0,0.0,2094379.0,-14832177.0,-530370.0,-3043812.0,-3582461.0,3388233.0,71311674.0,3736915.0,2401587.0,2401587.0,-6435789.0,1487971.0,2593065.0,,58123.0,123946.0,62025.0,14262929.0,,,-244275.0,24796050.0,5000040.0,-93839.869652,2534852.0,0.384157,10889695.0,-739158.0,102996465.0,48706191.0,31562218.0,29628289.0,102688214.0,73368176.0,36831862.0,29838206.0,29053.0,109211799.0,2350897.0,-244275.0,-244275.0,145981.0,,4987004.0,22634633.0,120536.0
2023-12-31,12M,EUR,18891593.0,20388412.0,,9548706.0,-698170.0,3423185.0,14268541.0,1.4801,18869336.0,,-7772076.0,1436293.0,19447785.0,26536279.0,-8956041.0,19432562.0,15223.0,-313587.0,578449.0,3229777.0,1450768.0,-6394053.0,7606942.0,5579847.0,578449.0,1436293.0,-8956041.0,37458694.0,,318784.0,87378142.0,66053511.0,8006752.0,8006752.0,171385.0,42247694.0,4712445.0,6189346.0,6189346.0,6189344.0,2766159.0,,14268541.0,1.4801,21118867.0,,28854294.0,35043640.0,,19447785.0,107599836.0,312654.0,-15247478.0,700427.0,11977537.0,-20266363.0,17421997.0,20824203.0,21086582.0,18260136.0,58219505.0,4026652.0,757020.0,757020.0,290279.0,290279.0,-506529.0,6701644.0,63353374.0,-3923686.0,,535.0,,,,2294000.0,7201634.0,17887928.0,17887928.0,2294000.0,-9337024.0,535.0,61265.0,9525018.0,93359038.0,5036563.0,-2265962.0,10148260.0,,6446895.0,21118867.0,21118867.0,23384829.0,21118867.0,21118867.0,23384829.0,23384829.0,-1887511.0,-529724.0,-6353965.0,-6291437.0,-7043024.0,-529724.0,,18260136.0,-5830470.0,751587.0,16634491.0,,5283614.0,18926352.0,7704753.452054,19749613.0,46701835.0,11517670.0,145597647.0,14362929.0,,448912.0,3402206.0,1027227.0,,-1.0,1015427.0,1369831.0,8847341.0,1214700.0,4128689.0,7088494.0,-20313623.0,0.0,29401738.0,147448.0,,28097274.0,0.0,2379169.0,-12286740.0,-1893048.0,-8140865.0,-5879028.0,2711610.0,87378142.0,6189346.0,3151721.0,3151721.0,-9337024.0,,21118867.0,22435000.0,5537.0,1786900.0,48558.0,14362929.0,,,16117288.0,37458694.0,16634491.0,2703174.452054,4712445.0,0.167719,8127102.0,-4021621.0,108051741.0,55346622.0,25894680.0,42495257.0,134079977.0,65556484.0,41998229.0,23308790.0,62983.0,145597647.0,1662804.0,16117288.0,16117288.0,75984.0,0.0,3289607.0,23805817.0,169683.0
