symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfPPE
GO.MI,2019-12-31,12M,EUR,,,,-1572000.0,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,-4300000.0,,,,
GO.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,-1572000.0,,,,,,,-1572000.0,,,
GO.MI,2020-12-31,12M,EUR,,465000.0,-11524000.0,,-155000.0,,-2295000.0,-155000.0,0.0,710000.0,7346000.0,7346000.0,310000.0,3535000.0,-12977000.0,,-2237000.0,0.0,2980000.0,2980000.0,,0.0,-2689181.0,-3400000.0,9286000.0,3972000.0,2980000.0,-14000.0,1000.0,-11524000.0,992000.0,-1453000.0,,575000.0,-4390000.0,,-11524000.0,,9286000.0,
GO.MI,2021-12-31,12M,EUR,,310000.0,-1561000.0,,92000.0,,1141000.0,91000.0,0.0,1032000.0,2669000.0,2669000.0,402000.0,-614000.0,375000.0,,-1231000.0,0.0,106000.0,106000.0,,0.0,-2913031.0,-3945000.0,-634000.0,-295000.0,106000.0,-25000.0,,-597000.0,-401000.0,1936000.0,1000.0,-24000.0,1063000.0,-634000.0,-927000.0,,,330000.0
GO.MI,2022-12-31,12M,EUR,739000.0,402000.0,-1101000.0,,-315000.0,,1528000.0,-315000.0,0.0,203000.0,1707000.0,2446000.0,86000.0,-2411000.0,2096000.0,-183000.0,-1101000.0,0.0,27000.0,27000.0,-1715000.0,0.0,-2395101.0,-2598000.0,-546000.0,-1292000.0,-1688000.0,1000.0,,-555000.0,396000.0,3197000.0,-1000.0,183000.0,1436000.0,-546000.0,-555000.0,-1715000.0,,0.0
GO.MI,2023-12-31,12M,EUR,527000.0,86000.0,-393000.0,,203000.0,,234000.0,202000.0,2280000.0,379000.0,1220000.0,1747000.0,289000.0,99000.0,103000.0,-693000.0,-393000.0,2280000.0,,,,2280000.0,-4058674.0,-4438000.0,-245000.0,-1254000.0,-1251000.0,112000.0,,-148000.0,-3000.0,496000.0,1000.0,764000.0,1810000.0,-245000.0,-148000.0,,,
GO.MI,2023-12-31,TTM,EUR,527000.0,86000.0,-393000.0,,203000.0,106000.0,234000.0,202000.0,2280000.0,379000.0,1220000.0,1747000.0,289000.0,99000.0,103000.0,-693000.0,-393000.0,2280000.0,,,,2280000.0,-4058674.0,-4438000.0,-245000.0,-1254000.0,-1251000.0,112000.0,89000.0,-148000.0,-3000.0,496000.0,1000.0,764000.0,1810000.0,-245000.0,-148000.0,,,
