symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE,TaxesRefundPaid
YACHT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12015000.0,,,,,,,,,,,
YACHT.MI,2020-12-31,12M,EUR,,39164000.0,-72278000.0,-6582000.0,-4870000.0,7961000.0,-9655000.0,-4798000.0,12948000.0,6456000.0,-4870000.0,-6582000.0,0.0,42493000.0,42493000.0,-1464000.0,32830000.0,7723000.0,-14937000.0,-1487000.0,-6897000.0,133000.0,-69934000.0,0.0,89343000.0,89343000.0,-68141000.0,-3315000.0,0.0,22006000.0,3527000.0,,21202000.0,21202000.0,,,-66752000.0,57341000.0,,6764000.0,-1042000.0,-3315000.0,-72278000.0,-68141000.0,5526000.0,0.0
YACHT.MI,2021-12-31,12M,EUR,6847000.0,32830000.0,-76314000.0,-3510000.0,139433000.0,23615000.0,138113000.0,-848000.0,19745000.0,180625000.0,139433000.0,-3510000.0,0.0,41672000.0,48519000.0,747000.0,173010000.0,-58050000.0,195313000.0,391000.0,-5964000.0,224000.0,-74144000.0,0.0,57673000.0,57673000.0,-106249000.0,-719000.0,0.0,37545000.0,40674000.0,0.0,-48576000.0,-48576000.0,,,-73649000.0,271627000.0,,5716000.0,-5068000.0,-719000.0,-76314000.0,-106249000.0,2665000.0,0.0
YACHT.MI,2022-12-31,12M,EUR,4986000.0,173010000.0,-81453000.0,-6707000.0,141109000.0,-64167000.0,50060000.0,52370000.0,-18060000.0,20203000.0,141109000.0,-6707000.0,234753000.0,48103000.0,53089000.0,3641000.0,317759000.0,158044000.0,64244000.0,-100000.0,-2582000.0,1923000.0,-162632000.0,234753000.0,2723000.0,2723000.0,-70143000.0,-9153000.0,234753000.0,60274000.0,69385000.0,-75278000.0,-67420000.0,-67420000.0,,-1000.0,-80123000.0,145697000.0,-1000.0,-9309000.0,16374000.0,-9153000.0,-81453000.0,-70143000.0,1330000.0,-4546000.0
YACHT.MI,2023-12-31,12M,EUR,6319000.0,317759000.0,-152946000.0,-19903000.0,-1214000.0,-146905000.0,-36622000.0,96932000.0,-4626000.0,-91221000.0,-1213000.0,-19903000.0,0.0,56848000.0,63167000.0,-2437000.0,314109000.0,-39198000.0,-59283000.0,-78000.0,-4017000.0,8651000.0,-55678000.0,0.0,1000000.0,1000000.0,-16278000.0,0.0,0.0,83048000.0,104022000.0,87184000.0,-15278000.0,-15278000.0,,-1000.0,-151512000.0,93663000.0,,-4512000.0,28330000.0,0.0,-152946000.0,-16278000.0,1434000.0,-6044000.0
YACHT.MI,2023-12-31,TTM,EUR,6319000.0,317759000.0,-152946000.0,-19903000.0,-1214000.0,-146905000.0,-36622000.0,96932000.0,-4626000.0,-91221000.0,-1213000.0,-19903000.0,0.0,56848000.0,63167000.0,-2437000.0,314109000.0,-39198000.0,-59283000.0,-78000.0,-4017000.0,8651000.0,-55678000.0,0.0,1000000.0,1000000.0,-16278000.0,0.0,0.0,83048000.0,104022000.0,87184000.0,-15278000.0,-15278000.0,,-1000.0,-151512000.0,93663000.0,,-4512000.0,28330000.0,0.0,-152946000.0,-16278000.0,1434000.0,-6044000.0
