symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
YACHT.MI,2022-06-30,TTM,EUR,,338483654.0,0.129206,,,,338483654.0,0.129206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YACHT.MI,2023-06-30,TTM,EUR,,338662524.0,0.21,,,,338662524.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YACHT.MI,2023-12-31,TTM,EUR,6319000.0,338482654.0,0.25,791332000.0,63167000.0,56848000.0,338482654.0,0.25,83048000.0,105902000.0,169069000.0,343152000.0,1880000.0,1880000.0,8652000.0,8652000.0,-456000.0,83048000.0,83048000.0,83503000.0,83048000.0,83048000.0,83503000.0,4513000.0,4513000.0,168990000.0,82984583.25162,265846000.0,77306000.0,1134484000.0,22104000.0,38011000.0,-79000.0,0.0,104022000.0,791332000.0,63167000.0,9755000.0,9755000.0,24136000.0,24136000.0,79000.0,15583.25162,20519000.0,0.197256,1057178000.0,2259000.0,1134484000.0,79000.0,79000.0,30747000.0
