symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFF,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
PVN.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,-714000.0,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,-6283000.0,,,,,0.0,,
PVN.MI,2020-12-31,12M,EUR,,59123000.0,-2160000.0,-5602000.0,28222000.0,-6304000.0,3032000.0,2481000.0,-1600000.0,9848000.0,7457000.0,28222000.0,-5602000.0,6576000.0,6209000.0,6209000.0,107000.0,87452000.0,9281000.0,32831000.0,-24000.0,-24000.0,,-16050000.0,29012000.0,29012000.0,-5851000.0,-14914000.0,,17643000.0,17415000.0,-418000.0,1024000.0,19440000.0,23161000.0,-4557000.0,1000.0,-1742000.0,-3721000.0,34991000.0,,42000.0,2882000.0,2882000.0,-14914000.0,-418000.0,,-1742000.0,-5851000.0,0.0,,,,-8107000.0
PVN.MI,2021-12-31,12M,EUR,,87452000.0,-3292000.0,-6721000.0,30995000.0,-7194000.0,12188000.0,5445000.0,10546000.0,-12957000.0,8028000.0,30995000.0,-6721000.0,7074000.0,7526000.0,7526000.0,58000.0,118505000.0,-2207000.0,36163000.0,-82000.0,-21000.0,,-6253000.0,15000000.0,15000000.0,-16486000.0,-6697000.0,,28347000.0,27676000.0,-568000.0,3626000.0,6210000.0,-1486000.0,-1696000.0,-6697000.0,-2614000.0,7696000.0,39455000.0,,-1613000.0,-1104000.0,1052000.0,-6697000.0,-568000.0,,-2724000.0,-16486000.0,,0.0,,110000.0,-7957000.0
PVN.MI,2022-12-31,12M,EUR,,118505000.0,-5840000.0,-5193000.0,-23933000.0,-15440000.0,-505000.0,-227000.0,8437000.0,-13090000.0,-20825000.0,-23933000.0,-5193000.0,11509000.0,16930000.0,16930000.0,-40000.0,94365000.0,55806000.0,26780000.0,,0.0,,-112359000.0,109694000.0,109694000.0,-23900000.0,-101488000.0,-2117000.0,34588000.0,34841000.0,-701000.0,-5226000.0,63794000.0,85794000.0,-2795000.0,,-4944000.0,-22000000.0,32620000.0,-167000.0,4824000.0,-126000.0,3018000.0,-101488000.0,-728000.0,,-5112000.0,-23900000.0,,27000.0,,168000.0,-14202000.0
PVN.MI,2023-12-31,12M,EUR,5322000.0,94365000.0,-9721000.0,-10206000.0,-1359000.0,1011000.0,-18673000.0,875000.0,-4176000.0,7200000.0,-13763000.0,-1359000.0,-10206000.0,15989000.0,8162000.0,13484000.0,-221000.0,92785000.0,-47567000.0,45759000.0,,427000.0,-3213000.0,-9272000.0,10000000.0,10000000.0,-33926000.0,0.0,1562000.0,49400000.0,48910000.0,-1208000.0,0.0,-30261000.0,-23926000.0,-3887000.0,,-8064000.0,-6335000.0,55480000.0,,5015000.0,164000.0,2840000.0,0.0,-1307000.0,,-8414000.0,-33926000.0,,99000.0,,350000.0,-17772000.0
PVN.MI,2024-03-31,TTM,EUR,5314000.0,75055000.0,-10925000.0,,21230000.0,-82000.0,-11436000.0,-1759000.0,-2377000.0,9801000.0,-5853000.0,21230000.0,-10206000.0,15673000.0,8210000.0,13524000.0,-291000.0,96285000.0,-44649000.0,55646000.0,,427000.0,-3360000.0,-692000.0,10000000.0,10000000.0,-38803000.0,3464000.0,1562000.0,53550000.0,54470000.0,-934000.0,6556000.0,-27523000.0,-28803000.0,-3560000.0,,-9779000.0,1280000.0,66571000.0,,7134000.0,283000.0,2694000.0,0.0,-1033000.0,,-9892000.0,-38803000.0,,99000.0,,113000.0,-16182000.0
