symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
PVN.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,-39000.0,,,,,,,,,,,,,,,,,
PVN.MI,2023-03-31,3M,EUR,1312000.0,50448000.0,0.21,91977000.0,3340000.0,2028000.0,50834000.0,0.21,10512000.0,14651000.0,17991000.0,48879000.0,,709000.0,709000.0,409000.0,409000.0,979000.0,10512000.0,10512000.0,9533000.0,10512000.0,10512000.0,9533000.0,-294000.0,-294000.0,16608000.0,9566358.126524,36715000.0,12164000.0,140856000.0,,834000.0,-1479000.0,0.0,13942000.0,91977000.0,3340000.0,846000.0,1479000.0,437358.126524,4409000.0,0.316239,128692000.0,12307000.0,-6000.0,140856000.0,1383000.0,1383000.0
PVN.MI,2023-06-30,3M,EUR,1298000.0,,,92407000.0,3546000.0,2248000.0,,,12098000.0,18282000.0,21828000.0,55916000.0,,680000.0,680000.0,73000.0,73000.0,-210000.0,12098000.0,12098000.0,12308000.0,12098000.0,12098000.0,12307000.0,-705000.0,-705000.0,21462000.0,11842078.627429,38044000.0,17872000.0,148323000.0,,1467000.0,-366000.0,0.0,17602000.0,92407000.0,3546000.0,791000.0,366000.0,110078.627429,5294000.0,0.300761,130451000.0,18265000.0,98000.0,148323000.0,366000.0,366000.0
PVN.MI,2023-09-30,3M,EUR,1336000.0,,,86600000.0,3262000.0,1926000.0,,,10545000.0,15623000.0,18885000.0,50523000.0,0.0,647000.0,647000.0,381000.0,381000.0,-91000.0,10545000.0,10545000.0,10636000.0,10545000.0,10545000.0,10637000.0,-581000.0,-581000.0,18836000.0,10510200.053419,35890000.0,14633000.0,137123000.0,22000.0,684000.0,-49000.0,0.0,14976000.0,86600000.0,3262000.0,1283000.0,49000.0,14200.053419,4340000.0,0.289797,122490000.0,14704000.0,315000.0,137123000.0,49000.0,49000.0
PVN.MI,2023-09-30,TTM,EUR,,50763250.0,0.77,,,,51244500.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVN.MI,2023-12-31,3M,EUR,1376000.0,,,85737000.0,3336000.0,1960000.0,,,16245000.0,19047000.0,22383000.0,56344000.0,276000.0,668000.0,668000.0,266000.0,266000.0,-188000.0,16245000.0,16245000.0,16433000.0,16245000.0,16245000.0,16433000.0,-455000.0,-455000.0,22086000.0,15979446.868709,36732000.0,19612000.0,142081000.0,,1410000.0,-92000.0,0.0,18379000.0,85737000.0,3336000.0,1182000.0,-184000.0,31446.868709,1946000.0,0.105882,122469000.0,19379000.0,53000.0,142081000.0,297000.0,297000.0
PVN.MI,2023-12-31,TTM,EUR,,50927835.0,0.97,,,,51458333.0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVN.MI,2024-03-31,3M,EUR,1304000.0,50533000.0,0.29,85372000.0,3380000.0,2076000.0,51135000.0,0.29,14662000.0,19788000.0,23168000.0,50327000.0,,603000.0,603000.0,747000.0,747000.0,-430000.0,14662000.0,14662000.0,15092000.0,14662000.0,14662000.0,15093000.0,63000.0,63000.0,22885000.0,14439376.283555,37967000.0,12360000.0,135699000.0,9000.0,358000.0,-283000.0,0.0,19185000.0,85372000.0,3380000.0,1129000.0,283000.0,60376.283555,4093000.0,0.213344,123339000.0,12649000.0,81000.0,135699000.0,283000.0,283000.0
PVN.MI,2024-03-31,TTM,EUR,5314000.0,50909250.0,1.05,350116000.0,13524000.0,8210000.0,51431250.0,1.04,53550000.0,72740000.0,86264000.0,213110000.0,,2598000.0,2598000.0,1467000.0,1467000.0,-919000.0,53550000.0,53550000.0,54469000.0,53550000.0,53550000.0,54470000.0,-1678000.0,-1678000.0,85269000.0,52777329.488751,148633000.0,64477000.0,563226000.0,,3919000.0,-790000.0,0.0,70142000.0,350116000.0,13524000.0,4385000.0,514000.0,222329.488751,15673000.0,0.223447,498749000.0,64997000.0,547000.0,563226000.0,995000.0,995000.0
