symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
PVN.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212000.0,,,,,,,1547000.0,,,,,,,,,,,,852000.0
PVN.MI,2020-12-31,12M,EUR,1109000.0,50929300.0,0.35,132061000.0,6208000.0,5099000.0,50929300.0,0.35,17643000.0,24387000.0,30596000.0,91944000.0,,396000.0,396000.0,424000.0,424000.0,228000.0,17643000.0,17643000.0,17415000.0,17643000.0,17643000.0,17415000.0,-263000.0,-263000.0,29679000.0,16977352.257096,66412000.0,25532000.0,224005000.0,148000.0,3893000.0,-362000.0,0.0,23991000.0,132061000.0,6209000.0,1224000.0,1223000.0,362000.0,251352.257096,6576000.0,0.274103,198473000.0,26033000.0,291000.0,224005000.0,917000.0,917000.0,1090000.0
PVN.MI,2021-12-31,12M,EUR,2142000.0,50929000.0,0.56,175010000.0,7025000.0,4883000.0,51553000.0,0.55,28347000.0,35200000.0,42726000.0,110895000.0,500000.0,450000.0,450000.0,252000.0,252000.0,671000.0,28347000.0,28347000.0,27676000.0,28347000.0,28347000.0,27676000.0,-266000.0,-266000.0,41669000.0,27505171.741007,77208000.0,33687000.0,285905000.0,75000.0,2422000.0,-363000.0,0.0,34750000.0,175010000.0,7526000.0,,1596000.0,-137000.0,215171.741007,7074000.0,0.203568,252218000.0,33626000.0,68000.0,285905000.0,1057000.0,1057000.0,
PVN.MI,2022-12-31,12M,EUR,8578000.0,50953000.0,0.68,345819000.0,16448000.0,7870000.0,51330000.0,0.67,34588000.0,48596000.0,65526000.0,183756000.0,482000.0,2246000.0,2246000.0,284000.0,284000.0,-253000.0,34588000.0,34588000.0,34841000.0,34588000.0,34588000.0,34841000.0,-2135000.0,-2135000.0,64851000.0,34080606.796117,139409000.0,44347000.0,529575000.0,80000.0,4295000.0,-745000.0,0.0,46350000.0,345819000.0,16930000.0,,2913000.0,263000.0,167606.796117,11509000.0,0.248306,485228000.0,44692000.0,173000.0,529575000.0,675000.0,675000.0,
PVN.MI,2023-09-30,TTM,EUR,,50763250.0,0.77,,,,51244500.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVN.MI,2023-12-31,12M,EUR,5322000.0,50927835.0,0.97,356721000.0,13484000.0,8162000.0,51458333.0,0.96,49400000.0,67603000.0,81087000.0,211662000.0,276000.0,2704000.0,2704000.0,1129000.0,1129000.0,490000.0,49400000.0,49400000.0,48910000.0,49400000.0,49400000.0,48910000.0,-2035000.0,-2035000.0,78896000.0,47748791.044546,147381000.0,64281000.0,568383000.0,,4395000.0,-1986000.0,0.0,64899000.0,356721000.0,13484000.0,,4102000.0,1710000.0,539791.044546,15989000.0,0.246367,504102000.0,64655000.0,460000.0,568383000.0,2191000.0,2191000.0,
PVN.MI,2023-12-31,TTM,EUR,,50927835.0,0.97,,,,51458333.0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVN.MI,2024-03-31,TTM,EUR,5314000.0,50909250.0,1.05,350116000.0,13524000.0,8210000.0,51431250.0,1.04,53550000.0,72740000.0,86264000.0,213110000.0,,2598000.0,2598000.0,1467000.0,1467000.0,-919000.0,53550000.0,53550000.0,54469000.0,53550000.0,53550000.0,54470000.0,-1678000.0,-1678000.0,85269000.0,52777329.488751,148633000.0,64477000.0,563226000.0,,3919000.0,-790000.0,0.0,70142000.0,350116000.0,13524000.0,,4385000.0,514000.0,222329.488751,15673000.0,0.223447,498749000.0,64997000.0,547000.0,563226000.0,995000.0,995000.0,
