asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,,,,,,,1269000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,495000.0,,10121000.0,,,,,,,,,,,,,,,2676000.0,,,,,,,,,,,,,,,,,,,,,,,574000.0,,,,,,,,13156000.0,23092000.0,,,,574000.0,3295000.0,-39000.0,,,,,6815000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,3M,EUR,68562000.0,90298000.0,-68161000.0,-5405000.0,1312000.0,,0.0,50448000.0,0.21,94365000.0,34965000.0,-2218000.0,6000000.0,75055000.0,81906000.0,,20000000.0,55055000.0,-19302000.0,-13000.0,-9105000.0,-1447000.0,-7671000.0,-1112000.0,-19348000.0,-19302000.0,6000000.0,0.0,141600000.0,1636000.0,91977000.0,293930000.0,41359000.0,41359000.0,200227000.0,4409000.0,3340000.0,3340000.0,3340000.0,2028000.0,0.0,50834000.0,0.21,10512000.0,14651000.0,17991000.0,-8000.0,75055000.0,614502945.0,,-11415000.0,28962000.0,-8124000.0,0.0,62840000.0,125597000.0,95704000.0,134919000.0,48879000.0,,709000.0,709000.0,409000.0,409000.0,-444000.0,-13599000.0,89584000.0,318732000.0,-1981000.0,,490000.0,216000.0,10549000.0,0.0,37375000.0,135773000.0,135773000.0,0.0,-2729000.0,11255000.0,5361000.0,23953000.0,529716945.0,2122000.0,979000.0,0.0,102077000.0,,10512000.0,10512000.0,9533000.0,10512000.0,10512000.0,9533000.0,9533000.0,-633000.0,-294000.0,0.0,-9730000.0,-2729000.0,-294000.0,-1241000.0,,66758000.0,-1348000.0,-7001000.0,16003000.0,10574000.0,15063000.0,5294000.0,585000.0,16608000.0,9566358.126524,-5906000.0,36715000.0,12164000.0,140856000.0,51032461.0,,,62757000.0,3074000.0,-930000.0,-1000.0,1000.0,,834000.0,20678000.0,36990000.0,14084000.0,6851000.0,-1479000.0,0.0,95935000.0,-151000.0,3492000.0,12244000.0,13942000.0,0.0,405000.0,0.0,-633000.0,-1585000.0,45406000.0,91977000.0,3340000.0,846000.0,-2729000.0,10512000.0,,0.0,237000.0,53600000.0,1479000.0,141600000.0,16003000.0,437358.126524,4409000.0,0.316239,5814000.0,-2565000.0,508698000.0,277373000.0,177132000.0,143722000.0,128692000.0,364976000.0,214768000.0,164749000.0,12307000.0,-6000.0,140856000.0,6695000.0,1383000.0,1383000.0,3257000.0,2567539.0,2489000.0,25741000.0,93703000.0
2023-06-30,3M,EUR,67763000.0,88959000.0,-70138000.0,-5983000.0,1298000.0,,,,,75055000.0,33218000.0,-2304000.0,6000000.0,67178000.0,73777000.0,,14500000.0,52678000.0,-7745000.0,-447000.0,-11879000.0,32000.0,-904000.0,764000.0,-12434000.0,-7745000.0,6000000.0,-10206000.0,143914000.0,3390000.0,92407000.0,280523000.0,62005000.0,62005000.0,207608000.0,5294000.0,936000.0,3546000.0,3546000.0,2248000.0,0.0,,,12098000.0,18282000.0,21828000.0,-132000.0,67178000.0,595344117.0,,-13687000.0,31178000.0,5983000.0,0.0,62877000.0,124539000.0,94943000.0,135961000.0,55916000.0,,680000.0,680000.0,73000.0,73000.0,-1302000.0,-14586000.0,88653000.0,317941000.0,-2345000.0,,486000.0,344000.0,11010000.0,10000000.0,37644000.0,112022000.0,112022000.0,10000000.0,-12059000.0,11839000.0,5351000.0,24064000.0,500118117.0,2328000.0,-210000.0,0.0,106849000.0,,12098000.0,12098000.0,12308000.0,12098000.0,12098000.0,12307000.0,12307000.0,-147000.0,-705000.0,0.0,-1785000.0,-2059000.0,-705000.0,-394000.0,,65823000.0,-2198000.0,274000.0,19375000.0,10489000.0,14966000.0,5304000.0,605000.0,21462000.0,11842078.627429,8287000.0,38044000.0,17872000.0,148323000.0,51032461.0,,,61662000.0,2024000.0,2645000.0,2000.0,-1000.0,,1467000.0,23234000.0,37645000.0,9898000.0,6599000.0,-366000.0,0.0,97611000.0,13000.0,3757000.0,11650000.0,17602000.0,0.0,1571000.0,0.0,-147000.0,-2157000.0,45721000.0,92407000.0,3546000.0,791000.0,-12059000.0,22610000.0,,0.0,-41000.0,53600000.0,366000.0,143914000.0,19375000.0,110078.627429,5294000.0,0.300761,7586000.0,-4818000.0,493820000.0,255936000.0,174027000.0,146242000.0,130451000.0,347578000.0,213297000.0,139970000.0,18265000.0,98000.0,148323000.0,6614000.0,366000.0,366000.0,2328000.0,2567539.0,2489000.0,24316000.0,72915000.0
2023-09-30,3M,EUR,64101000.0,89435000.0,-73047000.0,-5729000.0,1336000.0,1336000.0,,,,67178000.0,34134000.0,-3551000.0,6000000.0,76335000.0,82824000.0,0.0,12500000.0,63835000.0,9132000.0,-1334000.0,10505000.0,-1000000.0,-4294000.0,1318000.0,5195000.0,9133000.0,6000000.0,0.0,157578000.0,5542000.0,86600000.0,287484000.0,62774000.0,62774000.0,212170000.0,4340000.0,1926000.0,3262000.0,3262000.0,1926000.0,0.0,,,10545000.0,15623000.0,18885000.0,25000.0,76335000.0,558521499.0,6000.0,-9043000.0,29222000.0,18085000.0,0.0,64015000.0,126052000.0,95164000.0,141086000.0,50523000.0,0.0,647000.0,647000.0,381000.0,381000.0,-796000.0,-15145000.0,90954000.0,325062000.0,-3460000.0,6000.0,492000.0,11457000.0,,0.0,38285000.0,104710000.0,104710000.0,0.0,-7626000.0,11955000.0,5414000.0,24401000.0,458271499.0,2420000.0,-91000.0,0.0,91149000.0,-714000.0,10545000.0,10545000.0,10636000.0,10545000.0,10545000.0,10637000.0,10637000.0,-249000.0,-581000.0,0.0,-7254000.0,-7626000.0,-581000.0,-993000.0,,68039000.0,-3359000.0,372000.0,31526000.0,11179000.0,15334000.0,5341000.0,,18836000.0,10510200.053419,21636000.0,35890000.0,14633000.0,137123000.0,51032461.0,,,62037000.0,5113000.0,2476000.0,871000.0,,22000.0,684000.0,23625000.0,38724000.0,10281000.0,6489000.0,-49000.0,0.0,94496000.0,29000.0,3127000.0,5982000.0,14976000.0,0.0,293000.0,0.0,-249000.0,-3302000.0,48324000.0,86600000.0,3262000.0,1283000.0,-7626000.0,33155000.0,,0.0,-57000.0,53600000.0,49000.0,157578000.0,31526000.0,14200.053419,4340000.0,0.289797,8008000.0,-3794000.0,505586000.0,262288000.0,167484000.0,159998000.0,122490000.0,345588000.0,218102000.0,133418000.0,14704000.0,315000.0,137123000.0,6770000.0,49000.0,49000.0,2619000.0,2567539.0,2489000.0,23440000.0,75314000.0
2023-12-31,3M,EUR,71668000.0,79979000.0,-72838000.0,-5675000.0,1376000.0,1376000.0,0.0,,,76335000.0,23156000.0,-1648000.0,6000000.0,92785000.0,99341000.0,0.0,13500000.0,79285000.0,16556000.0,2805000.0,-8194000.0,3290000.0,8693000.0,6230000.0,12824000.0,16555000.0,6000000.0,0.0,168737000.0,4102000.0,85737000.0,292919000.0,60473000.0,60473000.0,212844000.0,1946000.0,1960000.0,3336000.0,3336000.0,1960000.0,0.0,,,16245000.0,19047000.0,22383000.0,-106000.0,92785000.0,630707332.0,,-13422000.0,29984000.0,29815000.0,427000.0,61863000.0,120315000.0,85655000.0,140440000.0,56344000.0,276000.0,668000.0,668000.0,266000.0,266000.0,-671000.0,-15215000.0,85341000.0,323331000.0,-1486000.0,,478000.0,344000.0,10604000.0,0.0,48167000.0,94121000.0,94121000.0,0.0,-11512000.0,11426000.0,5486000.0,25783000.0,546047332.0,2600000.0,-188000.0,0.0,61809000.0,1576000.0,16245000.0,16245000.0,16433000.0,16245000.0,16245000.0,16433000.0,16433000.0,-179000.0,-455000.0,0.0,-11492000.0,-11512000.0,-455000.0,-1259000.0,,67602000.0,-1159000.0,20000.0,48422000.0,11913000.0,12822000.0,5635000.0,570000.0,22086000.0,15979446.868709,31463000.0,36732000.0,19612000.0,142081000.0,51032461.0,,,58452000.0,3235000.0,824000.0,,,,1410000.0,22736000.0,39232000.0,12982000.0,6556000.0,-92000.0,0.0,101420000.0,273000.0,4372000.0,9009000.0,18379000.0,0.0,571000.0,0.0,-278000.0,-1370000.0,43358000.0,85737000.0,3336000.0,1182000.0,-11512000.0,164012000.0,,99000.0,211000.0,53600000.0,-184000.0,168737000.0,48422000.0,31446.868709,1946000.0,0.105882,6267000.0,-6595000.0,504745000.0,262858000.0,154594000.0,171337000.0,122469000.0,333408000.0,211826000.0,120564000.0,19379000.0,53000.0,142081000.0,7016000.0,297000.0,297000.0,2500000.0,2567539.0,2489000.0,23979000.0,80075000.0
2024-03-31,3M,EUR,67473000.0,80781000.0,-76363000.0,-5622000.0,1304000.0,1304000.0,,50533000.0,0.29,92785000.0,23712000.0,-3422000.0,6000000.0,95994000.0,95994000.0,,17625000.0,78369000.0,3287000.0,-1106000.0,-1868000.0,-4081000.0,-5872000.0,1489000.0,-11438000.0,3287000.0,6000000.0,0.0,159899000.0,7631000.0,85372000.0,297842000.0,60752000.0,60752000.0,210992000.0,4093000.0,2076000.0,3380000.0,3380000.0,2076000.0,26174000.0,51135000.0,0.29,14662000.0,19788000.0,23168000.0,-78000.0,95994000.0,637560401.0,496000.0,-8497000.0,28599000.0,1763000.0,0.0,85453000.0,144217000.0,86404000.0,150787000.0,50327000.0,,603000.0,603000.0,747000.0,747000.0,-591000.0,-15858000.0,90642000.0,308213000.0,6599000.0,496000.0,,344000.0,75000.0,0.0,51888000.0,87562000.0,87562000.0,0.0,-7606000.0,419000.0,5220000.0,26952000.0,620044401.0,19427000.0,-430000.0,3464000.0,52320000.0,0.0,14662000.0,14662000.0,15092000.0,14662000.0,14662000.0,15093000.0,15093000.0,-359000.0,63000.0,6556000.0,-6992000.0,-7606000.0,63000.0,-914000.0,1000.0,74424000.0,-3063000.0,614000.0,15682000.0,11819000.0,12889000.0,5625000.0,661000.0,22885000.0,14439376.283555,5185000.0,37967000.0,12360000.0,135699000.0,51125525.0,,,58764000.0,4455000.0,1189000.0,1000.0,,9000.0,358000.0,23650000.0,40604000.0,13363000.0,,-283000.0,0.0,99036000.0,-32000.0,3688000.0,10612000.0,19185000.0,0.0,259000.0,0.0,-359000.0,-3063000.0,47399000.0,85372000.0,3380000.0,1129000.0,-7606000.0,152689000.0,3464000.0,0.0,0.0,53600000.0,283000.0,159899000.0,15682000.0,60376.283555,4093000.0,0.213344,6450000.0,-975000.0,529879000.0,247461000.0,148314000.0,179326000.0,123339000.0,350553000.0,232037000.0,139561000.0,12649000.0,81000.0,135699000.0,7913000.0,283000.0,283000.0,2091000.0,2474475.0,3012000.0,26047000.0,86850000.0
