asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,593000.0,,,,,,,,,,,,,,,,,,,,,404000.0,,,,,,,,,,,,,,,,,,,,,-714000.0,,,,,,,,,,,,,,,,,,,,,,189000.0,,,,,,,,,,,,6668000.0,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,2000.0,2369000.0,,,,,2000.0,1000.0,212000.0,,,,,,,,,,,,,,,,,-6283000.0,,,,,1547000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852000.0
2020-12-31,12M,EUR,39912000.0,41931000.0,-35450000.0,-4974000.0,1109000.0,,,50929300.0,0.35,59123000.0,,-2160000.0,1428000.0,6000000.0,87452000.0,92598000.0,-5602000.0,0.0,87452000.0,28222000.0,-6304000.0,3032000.0,2481000.0,-1600000.0,9848000.0,7457000.0,28222000.0,6000000.0,-5602000.0,72414000.0,255000.0,132061000.0,184687000.0,329000.0,40550000.0,40879000.0,132916000.0,6576000.0,6209000.0,6209000.0,6208000.0,5099000.0,1865000.0,50929300.0,0.35,17643000.0,24387000.0,30596000.0,107000.0,87452000.0,245709984.0,9281000.0,14986000.0,32831000.0,-24000.0,-24000.0,22158000.0,27529000.0,46905000.0,87773000.0,91944000.0,,396000.0,396000.0,424000.0,424000.0,,-4229000.0,36920000.0,159245000.0,-16050000.0,,,,29012000.0,45074000.0,1099000.0,46281000.0,47380000.0,29012000.0,-5851000.0,155000.0,3813000.0,19580000.0,248534984.0,2219000.0,228000.0,-14914000.0,,,17643000.0,17643000.0,17415000.0,17643000.0,17643000.0,17415000.0,17415000.0,-418000.0,-263000.0,1024000.0,19440000.0,23161000.0,-263000.0,-4557000.0,1000.0,52323000.0,-1742000.0,-3721000.0,44885000.0,4788000.0,2713000.0,6376000.0,576000.0,29679000.0,16977352.257096,34991000.0,66412000.0,25532000.0,224005000.0,50929300.0,,-1000.0,1000.0,1000.0,5371000.0,736000.0,42000.0,1000.0,-1000.0,148000.0,3893000.0,15889000.0,22864000.0,7796000.0,5146000.0,-362000.0,0.0,61753000.0,2882000.0,3407000.0,2179000.0,23991000.0,0.0,2882000.0,-14914000.0,-418000.0,,-1742000.0,6833000.0,132061000.0,6209000.0,1224000.0,1223000.0,-5851000.0,17643000.0,0.0,,,,53600000.0,362000.0,72414000.0,44885000.0,251352.257096,6576000.0,0.274103,3263000.0,-8107000.0,270058000.0,118695000.0,88259000.0,74633000.0,198473000.0,195425000.0,85372000.0,62509000.0,26033000.0,291000.0,224005000.0,5952000.0,917000.0,917000.0,363000.0,2670700.0,2250000.0,18594000.0,51771000.0,1090000.0
2021-12-31,12M,EUR,50022000.0,55390000.0,-40476000.0,-5480000.0,2142000.0,,0.0,50929000.0,0.56,87452000.0,24368000.0,-3292000.0,202000.0,6000000.0,118505000.0,120094000.0,-6721000.0,0.0,118505000.0,30995000.0,-7194000.0,12188000.0,5445000.0,10546000.0,-12957000.0,8028000.0,30995000.0,6000000.0,-6721000.0,97004000.0,260000.0,175010000.0,234351000.0,39000.0,52031000.0,52031000.0,167851000.0,7074000.0,7526000.0,7526000.0,7025000.0,4883000.0,0.0,51553000.0,0.55,28347000.0,35200000.0,42726000.0,58000.0,118505000.0,526734185.0,-2207000.0,21893000.0,36163000.0,-82000.0,-21000.0,21913000.0,26192000.0,60870000.0,93329000.0,110895000.0,500000.0,450000.0,450000.0,252000.0,252000.0,,-5596000.0,44540000.0,190955000.0,-6253000.0,9000.0,228000.0,0.0,15000000.0,24523000.0,163000.0,41920000.0,41920000.0,15000000.0,-16486000.0,237000.0,2681000.0,19985000.0,532211185.0,1447000.0,671000.0,-6697000.0,,,28347000.0,28347000.0,27676000.0,28347000.0,28347000.0,27676000.0,27676000.0,-568000.0,-266000.0,3626000.0,6210000.0,-1486000.0,-266000.0,-1696000.0,-6697000.0,52853000.0,-2614000.0,7696000.0,70812000.0,6197000.0,505000.0,6512000.0,505000.0,41669000.0,27505171.741007,39455000.0,77208000.0,33687000.0,285905000.0,50929300.0,,-1000.0,,,4279000.0,1220000.0,-1613000.0,1000.0,-1000.0,75000.0,2422000.0,14251000.0,24193000.0,6238000.0,1589000.0,-363000.0,0.0,69096000.0,-1104000.0,3708000.0,3572000.0,34750000.0,0.0,1052000.0,-6697000.0,-568000.0,,-2724000.0,10005000.0,175010000.0,7526000.0,,1596000.0,-16486000.0,28347000.0,,0.0,,110000.0,53600000.0,-137000.0,97004000.0,70812000.0,215171.741007,7074000.0,0.203568,4517000.0,-7957000.0,320335000.0,138924000.0,93951000.0,98451000.0,252218000.0,221884000.0,85985000.0,54033000.0,33626000.0,68000.0,285905000.0,4823000.0,1057000.0,1057000.0,2416000.0,2670700.0,2250000.0,17018000.0,66500000.0,
2022-12-31,12M,EUR,77292000.0,89771000.0,-67817000.0,-5636000.0,8578000.0,,1269000.0,50953000.0,0.68,118505000.0,33271000.0,-5840000.0,,6000000.0,94365000.0,101180000.0,-5193000.0,20000000.0,74365000.0,-23933000.0,-15440000.0,-505000.0,-227000.0,8437000.0,-13090000.0,-20825000.0,-23933000.0,6000000.0,-5193000.0,133111000.0,1237000.0,345819000.0,307407000.0,,39693000.0,39693000.0,216023000.0,11509000.0,16930000.0,16930000.0,16448000.0,7870000.0,0.0,51330000.0,0.67,34588000.0,48596000.0,65526000.0,-40000.0,94365000.0,493940744.0,55806000.0,30624000.0,26780000.0,,0.0,63709000.0,128297000.0,95407000.0,65156000.0,183756000.0,482000.0,2246000.0,2246000.0,284000.0,284000.0,,-13388000.0,90188000.0,280115000.0,-112359000.0,495000.0,216000.0,10121000.0,109694000.0,37714000.0,,107311000.0,107311000.0,109694000.0,-23900000.0,10832000.0,4956000.0,23837000.0,411912744.0,1819000.0,-253000.0,-101488000.0,52639000.0,-2117000.0,34588000.0,34588000.0,34841000.0,34588000.0,34588000.0,34841000.0,34841000.0,-701000.0,-2135000.0,-5226000.0,63794000.0,85794000.0,-2135000.0,-2795000.0,,65156000.0,-4944000.0,-22000000.0,4814000.0,10744000.0,15591000.0,5445000.0,574000.0,64851000.0,34080606.796117,32620000.0,139409000.0,44347000.0,529575000.0,50929300.0,-167000.0,13156000.0,23092000.0,,64588000.0,1433000.0,4824000.0,574000.0,3295000.0,80000.0,4295000.0,19171000.0,65156000.0,6374000.0,6815000.0,-745000.0,0.0,88577000.0,-126000.0,3935000.0,9067000.0,46350000.0,0.0,3018000.0,-101488000.0,-728000.0,,-5112000.0,46176000.0,345819000.0,16930000.0,,2913000.0,-23900000.0,34588000.0,,27000.0,,168000.0,53600000.0,263000.0,133111000.0,4814000.0,167606.796117,11509000.0,0.248306,5469000.0,-14202000.0,523010000.0,240422000.0,147004000.0,134930000.0,485228000.0,388080000.0,215603000.0,172057000.0,44692000.0,173000.0,529575000.0,11285000.0,675000.0,675000.0,3295000.0,2670700.0,2208000.0,25343000.0,91384000.0,
2023-12-31,12M,EUR,71668000.0,79979000.0,-72838000.0,-5675000.0,5322000.0,5322000.0,0.0,50927835.0,0.97,94365000.0,23156000.0,-9721000.0,,6000000.0,92785000.0,99341000.0,-10206000.0,13500000.0,79285000.0,-1359000.0,1011000.0,-18673000.0,875000.0,-4176000.0,7200000.0,-13763000.0,-1359000.0,6000000.0,-10206000.0,168737000.0,4102000.0,356721000.0,292919000.0,,60473000.0,60473000.0,212844000.0,15989000.0,8162000.0,13484000.0,13484000.0,8162000.0,0.0,51458333.0,0.96,49400000.0,67603000.0,81087000.0,-221000.0,92785000.0,630707332.0,-47567000.0,29984000.0,45759000.0,,427000.0,61863000.0,120315000.0,85655000.0,140440000.0,211662000.0,276000.0,2704000.0,2704000.0,1129000.0,1129000.0,-3213000.0,-15215000.0,85341000.0,323331000.0,-9272000.0,478000.0,344000.0,10604000.0,10000000.0,48167000.0,,94121000.0,94121000.0,10000000.0,-33926000.0,11426000.0,5486000.0,25783000.0,546047332.0,2600000.0,490000.0,0.0,61809000.0,1562000.0,49400000.0,49400000.0,48910000.0,49400000.0,49400000.0,48910000.0,48910000.0,-1208000.0,-2035000.0,0.0,-30261000.0,-23926000.0,-2035000.0,-3887000.0,,67602000.0,-8064000.0,-6335000.0,48422000.0,11913000.0,12822000.0,5635000.0,570000.0,78896000.0,47748791.044546,55480000.0,147381000.0,64281000.0,568383000.0,51032461.0,,,,,58452000.0,3235000.0,5015000.0,,,,4395000.0,22736000.0,39232000.0,12982000.0,6556000.0,-1986000.0,0.0,101420000.0,164000.0,4372000.0,9009000.0,64899000.0,0.0,2840000.0,0.0,-1307000.0,,-8414000.0,43358000.0,356721000.0,13484000.0,,4102000.0,-33926000.0,164012000.0,,99000.0,,350000.0,53600000.0,1710000.0,168737000.0,48422000.0,539791.044546,15989000.0,0.246367,6267000.0,-17772000.0,504745000.0,262858000.0,154594000.0,171337000.0,504102000.0,333408000.0,211826000.0,120564000.0,64655000.0,460000.0,568383000.0,7016000.0,2191000.0,2191000.0,2500000.0,2567539.0,2489000.0,23979000.0,80075000.0,
