symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
TGYM.MI,2019-12-31,12M,EUR,,,,,,2930000.0,,,,,,,,,,,,,,,,,,,,,,,,,,3264000.0,,,,,,,,,,,,,,,,,,,-1000.0,,,,3264000.0,3265000.0,,,,,84000.0,,,,,,,,,,,,,,,,,,,,,,,
TGYM.MI,2020-12-31,12M,EUR,114006000.0,81060000.0,-163189000.0,4990000.0,-6877000.0,2992000.0,164332000.0,23728000.0,10066000.0,202065000.0,202104000.0,201706000.0,359000.0,10066000.0,288167000.0,1809000.0,384505000.0,5965000.0,40221000.0,46186000.0,245141000.0,8621000.0,67638000.0,,47365000.0,87937000.0,322432000.0,1525000.0,82614000.0,390888000.0,2992000.0,785000.0,208000.0,18527000.0,13077000.0,17763000.0,62500000.0,80263000.0,18735000.0,9662000.0,28188000.0,2379000.0,159243000.0,240802000.0,5078000.0,18532000.0,343000.0,2955000.0,2048000.0,201327500.0,-1000.0,3576000.0,-1000.0,47365000.0,,786000.0,37665000.0,14556000.0,115026000.0,2109000.0,39000.0,142320000.0,6737000.0,0.0,13898000.0,,247571000.0,201327500.0,288167000.0,240802000.0,8357000.0,683989000.0,350667000.0,126449000.0,290546000.0,393443000.0,299484000.0,148302000.0,13758000.0,492000.0,,,1078000.0,139364000.0
TGYM.MI,2021-12-31,12M,EUR,159769000.0,104242000.0,-181069000.0,7132000.0,-7132000.0,200000.0,171151000.0,24033000.0,10066000.0,174306000.0,174306000.0,173602000.0,704000.0,10066000.0,309841000.0,1559000.0,471044000.0,7165000.0,66597000.0,73762000.0,346567000.0,11734000.0,84160000.0,,50696000.0,111374000.0,334631000.0,127000.0,108548000.0,388938000.0,200000.0,,1421000.0,3017000.0,13077000.0,16868000.0,12500000.0,29368000.0,4438000.0,8952000.0,29657000.0,1720000.0,153562000.0,259145000.0,3273000.0,20280000.0,301000.0,3091000.0,2429000.0,201327500.0,,5300000.0,1000.0,50696000.0,,978000.0,34949000.0,25117000.0,119187000.0,12648000.0,53837000.0,199710000.0,10099000.0,0.0,23168000.0,53837000.0,261321000.0,201327500.0,309841000.0,259145000.0,7237000.0,763092000.0,322341000.0,103130000.0,311561000.0,451531000.0,292049000.0,104964000.0,14824000.0,806000.0,,,1220000.0,124477000.0
TGYM.MI,2022-12-31,12M,EUR,173559000.0,110824000.0,-205492000.0,7132000.0,-8003000.0,201000.0,193299000.0,37775000.0,10066000.0,205358000.0,205358000.0,204920000.0,438000.0,10066000.0,343922000.0,3309000.0,464551000.0,8602000.0,28820000.0,37422000.0,323080000.0,14222000.0,79764000.0,0.0,55483000.0,118827000.0,369616000.0,637000.0,100671000.0,375367000.0,201000.0,539000.0,1270000.0,2788000.0,13483000.0,29173000.0,2625000.0,31798000.0,4597000.0,9586000.0,30393000.0,2005000.0,164124000.0,288439000.0,2603000.0,24043000.0,168000.0,2600000.0,2403000.0,201327500.0,-1000.0,5651000.0,1000.0,55483000.0,59000.0,202000.0,38414000.0,23927000.0,129132000.0,10483000.0,,216046000.0,8275000.0,0.0,19577000.0,19883000.0,289025000.0,201327500.0,343922000.0,288439000.0,8421000.0,786207000.0,346547000.0,69220000.0,345927000.0,440280000.0,321656000.0,117200000.0,18560000.0,287000.0,,0.0,1330000.0,141471000.0
TGYM.MI,2023-12-31,12M,EUR,155384000.0,119793000.0,-227050000.0,7132000.0,-8593000.0,,210887000.0,43815000.0,10066000.0,224730000.0,224730000.0,224173000.0,557000.0,10066000.0,354544000.0,3084000.0,480657000.0,9601000.0,22084000.0,31685000.0,322486000.0,19472000.0,82181000.0,989000.0,56685000.0,128386000.0,398611000.0,172000.0,103560000.0,376628000.0,0.0,654000.0,1155000.0,0.0,13969000.0,34214000.0,0.0,34214000.0,1809000.0,13566000.0,31262000.0,9168000.0,171561000.0,297859000.0,1879000.0,25902000.0,1193000.0,2621000.0,2333000.0,200490528.0,1000.0,7290000.0,1000.0,55696000.0,58000.0,,42750000.0,26486000.0,139409000.0,10468000.0,,202789000.0,7661000.0,0.0,19966000.0,4250000.0,310037000.0,201327500.0,354544000.0,297859000.0,10022000.0,818309000.0,354544000.0,65899000.0,363712000.0,454597000.0,337652000.0,132111000.0,20919000.0,143000.0,836972.0,6922000.0,1413000.0,158171000.0
