asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,2930000.0,,,,,,,,,,-36181000.0,,,,,,,,,,,-36181000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-471000.0,,,,,3264000.0,,,25000000.0,,,,,25000000.0,,,,,,,,,,,,,,,,,,,-583000.0,,,,,,,,-3610000.0,,,,,,,,,,,,,,1000.0,-1000.0,,,,3264000.0,,3265000.0,,,,,,84000.0,,,,,,,,-583000.0,,-583000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,114006000.0,81060000.0,-163189000.0,4990000.0,-6877000.0,10953000.0,10953000.0,2992000.0,201328000.0,0.18,114413000.0,164332000.0,-24400000.0,23728000.0,10066000.0,202065000.0,202104000.0,,201706000.0,359000.0,92721000.0,-7996000.0,-2041000.0,-13199000.0,49711000.0,26475000.0,92720000.0,10066000.0,,288167000.0,,1809000.0,294864000.0,384505000.0,5965000.0,40221000.0,46186000.0,245141000.0,8621000.0,11593000.0,23715000.0,34668000.0,34668000.0,23715000.0,201328000.0,0.18,36004000.0,952000.0,48975000.0,83643000.0,-5069000.0,202065000.0,1828585100.0,12362000.0,67638000.0,78008000.0,2131000.0,,47365000.0,87937000.0,322432000.0,214815000.0,1525000.0,441000.0,934000.0,934000.0,613000.0,613000.0,,82614000.0,390888000.0,-22050000.0,2992000.0,785000.0,208000.0,18527000.0,50000000.0,13077000.0,17763000.0,62500000.0,80263000.0,50000000.0,-24579000.0,18735000.0,9662000.0,28188000.0,1860266100.0,2379000.0,-444000.0,0.0,,36004000.0,36004000.0,36448000.0,36004000.0,36004000.0,36448000.0,36448000.0,-15222000.0,-878000.0,,25008000.0,25421000.0,-878000.0,-5754000.0,-1000.0,159243000.0,-7779000.0,-413000.0,240802000.0,5078000.0,18532000.0,343000.0,2955000.0,2048000.0,86996000.0,38548927.0,102408000.0,158142000.0,56673000.0,509679000.0,201327500.0,1000.0,-1000.0,3576000.0,-1000.0,47365000.0,,4203000.0,786000.0,37665000.0,10834000.0,14556000.0,115026000.0,2109000.0,39000.0,525000.0,0.0,142320000.0,6737000.0,48041000.0,0.0,3312000.0,,-15289000.0,,-9111000.0,13898000.0,294864000.0,34668000.0,4763000.0,-24579000.0,,,247571000.0,67000.0,,1332000.0,201327500.0,-3353000.0,288167000.0,240802000.0,-808073.0,11593000.0,0.241,8357000.0,-15980000.0,683989000.0,350667000.0,126449000.0,290546000.0,453006000.0,393443000.0,299484000.0,148302000.0,54375000.0,557000.0,509679000.0,13758000.0,-3353000.0,-3353000.0,492000.0,,,1078000.0,139364000.0,2387000.0
2021-12-31,12M,EUR,159769000.0,104242000.0,-181069000.0,7132000.0,-7132000.0,13221000.0,13221000.0,200000.0,201328000.0,0.31,202065000.0,171151000.0,-27691000.0,24033000.0,10066000.0,174306000.0,174306000.0,-44292000.0,173602000.0,704000.0,-29736000.0,-26489000.0,8591000.0,46038000.0,-24121000.0,4019000.0,-29736000.0,10066000.0,-44292000.0,309841000.0,,1559000.0,367653000.0,471044000.0,7165000.0,66597000.0,73762000.0,346567000.0,11734000.0,16466000.0,23185000.0,36406000.0,36406000.0,23185000.0,201328000.0,0.31,63065000.0,464000.0,80598000.0,117004000.0,1977000.0,174306000.0,1626569012.0,-127266000.0,84160000.0,65516000.0,-427000.0,,50696000.0,111374000.0,334631000.0,243759000.0,127000.0,29000.0,867000.0,867000.0,488000.0,488000.0,,108548000.0,388938000.0,4323000.0,200000.0,,1421000.0,3017000.0,0.0,13077000.0,16868000.0,12500000.0,29368000.0,0.0,-25000000.0,4438000.0,8952000.0,29657000.0,1702224012.0,1720000.0,-200000.0,30842000.0,,63065000.0,63065000.0,63265000.0,63065000.0,63065000.0,63265000.0,63265000.0,-16582000.0,-938000.0,,-77495000.0,-25000000.0,-938000.0,1772000.0,,153562000.0,-10401000.0,-52495000.0,259145000.0,3273000.0,20280000.0,301000.0,3091000.0,2429000.0,117303000.0,63302107.0,93207000.0,179574000.0,64185000.0,611412000.0,201327500.0,,,5300000.0,1000.0,50696000.0,,-402000.0,978000.0,34949000.0,9861000.0,25117000.0,119187000.0,12648000.0,53837000.0,50000.0,0.0,199710000.0,10099000.0,79731000.0,0.0,3533000.0,,-16596000.0,,-11095000.0,23168000.0,367653000.0,36406000.0,6099000.0,-25000000.0,,53837000.0,261321000.0,14000.0,,694000.0,201327500.0,-726000.0,309841000.0,259145000.0,-61893.0,16466000.0,0.207,7237000.0,-14330000.0,763092000.0,322341000.0,103130000.0,311561000.0,547227000.0,451531000.0,292049000.0,104964000.0,78902000.0,559000.0,611412000.0,14824000.0,-299000.0,-299000.0,806000.0,,,1220000.0,124477000.0,647000.0
2022-12-31,12M,EUR,173559000.0,110824000.0,-205492000.0,7132000.0,-8003000.0,14854000.0,14854000.0,201000.0,201328000.0,0.32,174306000.0,193299000.0,-34963000.0,37775000.0,10066000.0,205358000.0,205358000.0,-32173000.0,204920000.0,438000.0,29337000.0,4040000.0,-8063000.0,13857000.0,-5617000.0,4217000.0,29336000.0,10066000.0,-32173000.0,343922000.0,0.0,3309000.0,443384000.0,464551000.0,8602000.0,28820000.0,37422000.0,323080000.0,14222000.0,19434000.0,25510000.0,40364000.0,40364000.0,25510000.0,201328000.0,0.32,63587000.0,2177000.0,84140000.0,124504000.0,1715000.0,205358000.0,1392393625.0,-50795000.0,79764000.0,77280000.0,-298000.0,0.0,55483000.0,118827000.0,369616000.0,278106000.0,637000.0,23000.0,831000.0,831000.0,1085000.0,1085000.0,,100671000.0,375367000.0,-32112000.0,201000.0,539000.0,1270000.0,2788000.0,4006000.0,13483000.0,29173000.0,2625000.0,31798000.0,4006000.0,-54848000.0,4597000.0,9586000.0,30393000.0,1439491625.0,2005000.0,-288000.0,0.0,0.0,63587000.0,63587000.0,63875000.0,63587000.0,63587000.0,63875000.0,63875000.0,-19868000.0,-610000.0,,-54848000.0,-54848000.0,-610000.0,45407000.0,-1000.0,164124000.0,-14420000.0,41753000.0,288439000.0,2603000.0,24043000.0,168000.0,2600000.0,2403000.0,125851000.0,64620149.0,112243000.0,195475000.0,82631000.0,721490000.0,201327500.0,1000.0,-1000.0,5651000.0,1000.0,55483000.0,59000.0,241000.0,202000.0,38414000.0,9897000.0,23927000.0,129132000.0,10483000.0,,-23000.0,0.0,216046000.0,8275000.0,83309000.0,0.0,8435000.0,,-20216000.0,,-14747000.0,19577000.0,443384000.0,40364000.0,7811000.0,-54848000.0,0.0,19883000.0,289025000.0,348000.0,,327000.0,201327500.0,-1645000.0,343922000.0,288439000.0,-313851.0,19434000.0,0.233,8421000.0,-22280000.0,786207000.0,346547000.0,69220000.0,345927000.0,638859000.0,440280000.0,321656000.0,117200000.0,82753000.0,864000.0,721490000.0,18560000.0,-1347000.0,-1347000.0,287000.0,,0.0,1330000.0,141471000.0,1645000.0
2023-12-31,12M,EUR,155384000.0,119793000.0,-227050000.0,7132000.0,-8593000.0,18619000.0,18619000.0,,200491000.0,0.37,205358000.0,210887000.0,-36179000.0,43815000.0,10066000.0,224730000.0,224730000.0,-51324000.0,224173000.0,557000.0,25066000.0,7210000.0,3588000.0,-19912000.0,-5643000.0,-14757000.0,25066000.0,10066000.0,-51324000.0,354544000.0,-6922000.0,3084000.0,483414000.0,480657000.0,9601000.0,22084000.0,31685000.0,322486000.0,19472000.0,23232000.0,26948000.0,45567000.0,45567000.0,26948000.0,200491000.0,0.37,73640000.0,344000.0,101301000.0,146868000.0,-5694000.0,224730000.0,1716377651.0,-50936000.0,82181000.0,70642000.0,-517000.0,989000.0,56685000.0,128386000.0,398611000.0,324677000.0,172000.0,146000.0,901000.0,901000.0,4524000.0,4524000.0,,103560000.0,376628000.0,-30819000.0,0.0,654000.0,1155000.0,0.0,,13969000.0,34214000.0,0.0,34214000.0,,-11735000.0,1809000.0,13566000.0,31262000.0,1817727651.0,9168000.0,-3528000.0,4182000.0,-6922000.0,73640000.0,73640000.0,77168000.0,73640000.0,73640000.0,77168000.0,77168000.0,-18808000.0,1948000.0,,-11735000.0,-11735000.0,1948000.0,30109000.0,1000.0,171561000.0,-16538000.0,,297859000.0,1879000.0,25902000.0,1193000.0,2621000.0,2333000.0,148071000.0,74563904.0,106821000.0,229978000.0,94699000.0,808091000.0,200490528.0,,1000.0,7290000.0,1000.0,55696000.0,58000.0,-1470000.0,,42750000.0,16745000.0,26486000.0,139409000.0,10468000.0,,1106000.0,0.0,202789000.0,7661000.0,100400000.0,0.0,6215000.0,,-18821000.0,,-17358000.0,19966000.0,483414000.0,45567000.0,8301000.0,-11735000.0,-6922000.0,4250000.0,310037000.0,13000.0,,820000.0,201327500.0,-1720000.0,354544000.0,297859000.0,-279096.0,23232000.0,0.232,10022000.0,-24358000.0,818309000.0,354544000.0,65899000.0,363712000.0,713392000.0,454597000.0,337652000.0,132111000.0,97383000.0,1675000.0,808091000.0,20919000.0,-1203000.0,-1203000.0,143000.0,836972.0,6922000.0,1413000.0,158171000.0,468000.0
