symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ILLA.MI,2019-12-31,12M,EUR,317613.0,83.0,-28553.144578,24632383.0,1234232.0,916619.0,83.0,-28553.144578,-2369911.0,-2224785.0,-990553.0,5006779.0,342012.0,342012.0,,,-2369911.0,-2369911.0,-2369911.0,-2369911.0,-2369911.0,-2369911.0,-340201.0,-340201.0,-926660.0,-2310918.933378,7167995.0,-2161216.0,29639162.0,367596.0,0.0,-2566797.0,24632383.0,1234232.0,-63893.0,-4900.933378,-196887.0,0.076705,31800378.0,-1811.0,29639162.0,-63893.0,-63893.0,63893.0
ILLA.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367596.0,,,,,,,,,,,,,,
ILLA.MI,2020-12-31,12M,EUR,110166.0,83.0,-24596.698795,23276411.0,201058.0,90892.0,83.0,-24596.698795,-2041526.0,-1910736.0,-1709678.0,3998439.0,492314.0,492314.0,569.0,569.0,-2041526.0,-2041526.0,-2041526.0,-2041526.0,-2041526.0,-2041526.0,-491745.0,-491745.0,-1686600.0,-2021919.94227,5847175.0,-1848736.0,27274850.0,308402.0,0.0,-2403050.0,23276411.0,201058.0,-23078.0,-3471.94227,-361524.0,0.150444,29123586.0,,27274850.0,-23078.0,-23078.0,23078.0
ILLA.MI,2021-12-31,12M,EUR,160522.0,83.0,-27665.710843,17255684.0,320775.0,160253.0,83.0,-27665.710843,-2296254.0,-1905186.0,-1584411.0,4214260.0,360102.0,360102.0,421.0,421.0,-2296254.0,-2296254.0,-2296254.0,-2296254.0,-2296254.0,-2296254.0,-359681.0,-359681.0,-1317454.0,-2093366.68,5863988.0,-1649728.0,21469944.0,587633.0,0.0,-2265288.0,17255684.0,320774.0,-266957.0,-64069.68,30966.0,0.24,23119672.0,,21469944.0,-266957.0,-266957.0,266957.0
ILLA.MI,2023-06-30,TTM,EUR,,17659.0,,,,,17659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41260.0,41260.0,
