symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
ILLA.MI,2019-12-31,12M,EUR,1246721.0,-165841.0,2808.0,-1041532.0,-1581078.0,-365762.0,2060048.0,-1344865.0,-1228849.0,-1041532.0,0.0,,-196887.0,1234232.0,1234232.0,,,205189.0,1511914.0,-2564926.0,7197.0,,-341688.0,-154361.0,0.0,23164.0,23164.0,-1178123.0,,0.0,-2369911.0,-2369911.0,-7372.0,0.0,1511913.0,-1154959.0,1.0,,-146989.0,2666872.0,-2399085.0,341688.0,265695.0,,-7372.0,,-158469.0,-1178123.0,,,,0.0,11480.0,141165.0
ILLA.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,7197.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
ILLA.MI,2020-12-31,12M,EUR,199264.0,-982001.0,23531.0,709598.0,2875166.0,1070434.0,-2935835.0,1045361.0,2078657.0,709598.0,0.0,0.0,-361524.0,201058.0,201058.0,0.0,0.0,908862.0,1037958.0,-334582.0,,-3711.0,-531236.0,-975779.0,0.0,0.0,0.0,0.0,0.0,0.0,-2041526.0,-2041526.0,-648406.0,297.0,1037958.0,0.0,,5925.0,-333595.0,1037958.0,647419.0,531236.0,1055532.0,0.0,-648406.0,0.0,-333595.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0
ILLA.MI,2021-12-31,12M,EUR,908862.0,-1739708.0,127305.0,-764874.0,-1457916.0,-66503.0,1929633.0,866808.0,1399327.0,-764874.0,0.0,0.0,30966.0,320774.0,320774.0,0.0,0.0,143988.0,1451585.0,-2220129.0,,-3670.0,-348603.0,-1736038.0,0.0,0.0,0.0,-36615.0,0.0,0.0,-2296254.0,-2296254.0,-1016126.0,0.0,1449585.0,-36615.0,2000.0,,-719912.0,1486200.0,-480421.0,348603.0,303085.0,0.0,-1016126.0,0.0,-723582.0,-36615.0,0.0,0.0,0.0,0.0,3670.0,-23797.0
