symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfPPE
NEXI.MI,2019-12-31,12M,EUR,94045000.0,40688000.0,-167279000.0,-841000.0,74700000.0,-68727000.0,-174746000.0,152223000.0,72582000.0,-18668000.0,74700000.0,0.0,-26744000.0,61772000.0,155817000.0,115388000.0,-88874000.0,12933000.0,8178000.0,-16638000.0,1817582000.0,1817582000.0,-2589812000.0,150641000.0,684197000.0,135166000.0,136086000.0,-107078000.0,-772230000.0,-772230000.0,,-60201000.0,180212000.0,1000.0,-78168000.0,-6455000.0,,-107078000.0,-60201000.0,-2589812000.0,150641000.0,0.0
NEXI.MI,2020-12-31,12M,EUR,116071000.0,115388000.0,-135198000.0,-573000.0,43696000.0,5405000.0,-90936000.0,-198660000.0,72568000.0,-211623000.0,43696000.0,0.0,64551000.0,59244000.0,175315000.0,159084000.0,945581000.0,43306000.0,276000.0,-1080389000.0,954545000.0,954545000.0,-8391000.0,-945191000.0,0.0,127926000.0,129308000.0,-96540000.0,946154000.0,946154000.0,,-38658000.0,178504000.0,,20834000.0,-157000.0,-945191000.0,-96540000.0,-38658000.0,-8391000.0,,
NEXI.MI,2021-12-31,12M,EUR,283816000.0,159084000.0,-281661000.0,-1891000.0,1387032000.0,-208558000.0,119221000.0,191424000.0,-101828000.0,259000.0,1387032000.0,-1891000.0,-253633000.0,90241000.0,374057000.0,1546116000.0,1589070000.0,42305000.0,,-526004000.0,3249756000.0,3249756000.0,-1653740000.0,-244343000.0,-5055000.0,37729000.0,39221000.0,-180744000.0,1596016000.0,1596016000.0,,-100917000.0,323966000.0,,162759000.0,1303000.0,,-180744000.0,-100917000.0,-1653740000.0,,
NEXI.MI,2022-12-31,12M,EUR,771136000.0,1546116000.0,-526799000.0,,-1097338000.0,-290349000.0,383820000.0,401543000.0,-852349000.0,-357335000.0,-1097338000.0,,-8708000.0,161634000.0,932770000.0,448778000.0,-706048000.0,107584000.0,-735000.0,-1025673000.0,794568000.0,794568000.0,-1502513000.0,-498874000.0,0.0,140023000.0,143048000.0,-380673000.0,-707945000.0,-707945000.0,1897000.0,-146126000.0,634383000.0,,-67101000.0,-7556000.0,,-380673000.0,-146126000.0,-1502513000.0,,
NEXI.MI,2023-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,-1005989000.0,,,,,,,,,,,,,,,,
