symbol,asOfDate,periodType,currencyCode,AdditionalPaidInCapital,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
NEXI.MI,2019-12-31,12M,EUR,1082204000.0,118581000.0,66688000.0,28127000.0,57071000.0,115388000.0,115388000.0,115361000.0,27000.0,57071000.0,1317478000.0,1811870000.0,10561000.0,0.0,,0.0,13609000.0,2093428000.0,2684671000.0,193099000.0,7195000.0,4429740000.0,2229000.0,118581000.0,18228000.0,335000.0,28127000.0,3112262000.0,3140389000.0,0.0,31967000.0,6085000.0,7072000.0,2996874000.0,193102000.0,-1367193000.0,65329000.0,63199000.0,64295000.0,130076000.0,62995000.0,627777777.0,591243000.0,345954000.0,587420000.0,102098000.0,1204516000.0,118581000.0,10561000.0,391193000.0,0.0,,135166000.0,627777777.0,1317478000.0,-1367193000.0,93578000.0,5288293000.0,4429740000.0,3140389000.0,1324550000.0,3963743000.0,3476423000.0,3953182000.0,10561000.0,,,1801309000.0
NEXI.MI,2020-12-31,12M,EUR,1082204000.0,151700000.0,62879000.0,30684000.0,57071000.0,159084000.0,159084000.0,159057000.0,27000.0,57071000.0,1548065000.0,1770354000.0,28031000.0,22912000.0,,,44018000.0,2856460000.0,3707369000.0,186906000.0,8751000.0,5380285000.0,2101000.0,151700000.0,18228000.0,509000.0,30684000.0,3832220000.0,3862904000.0,0.0,26433000.0,10890000.0,9685000.0,3673136000.0,186906000.0,-2159304000.0,84085000.0,55283000.0,50544000.0,224149000.0,44355000.0,627777777.0,850909000.0,331345000.0,519058000.0,94909000.0,994439000.0,151700000.0,28031000.0,488266000.0,0.0,57878000.0,127926000.0,627777777.0,1548065000.0,-2159304000.0,61936000.0,6286101000.0,5380285000.0,3862904000.0,1557750000.0,4728351000.0,4515747000.0,4700320000.0,28031000.0,,,1742323000.0
NEXI.MI,2021-12-31,12M,EUR,11587260000.0,71186000.0,194250000.0,185774000.0,118452000.0,1546116000.0,1546116000.0,1546063000.0,53000.0,118452000.0,12298757000.0,5093405000.0,102878000.0,0.0,0.0,3322000.0,,12769109000.0,18062681000.0,541739000.0,23164000.0,22025105000.0,1800000.0,74508000.0,42430000.0,641000.0,185774000.0,9726348000.0,9912122000.0,63678000.0,193611000.0,151475000.0,9411000.0,8180232000.0,541739000.0,-5763924000.0,174497000.0,,217164000.0,1250939000.0,209539000.0,1309920053.0,5293572000.0,974451000.0,1059286000.0,153584000.0,1835302000.0,,102878000.0,1476084000.0,0.0,119295000.0,37729000.0,1310191588.0,12298757000.0,-5763924000.0,93444000.0,25205713000.0,22025105000.0,9912122000.0,12308168000.0,12897545000.0,20112308000.0,12794667000.0,102878000.0,271535.0,4493000.0,4990527000.0
NEXI.MI,2022-12-31,12M,EUR,11587260000.0,143821000.0,179523000.0,161185000.0,118583000.0,448778000.0,448778000.0,448731000.0,47000.0,118583000.0,12219590000.0,4979186000.0,158040000.0,256000.0,870000.0,3083000.0,,13104984000.0,17977577000.0,561746000.0,53699000.0,21707746000.0,1607000.0,146904000.0,42430000.0,721000.0,161185000.0,9488156000.0,9649341000.0,41820000.0,141886000.0,149612000.0,18147000.0,9039378000.0,561747000.0,-5757987000.0,199559000.0,,195922000.0,1125457000.0,211059000.0,1311359791.0,4872593000.0,1367797000.0,1720536000.0,190181000.0,2632951000.0,,158040000.0,1597725000.0,0.0,159886000.0,140023000.0,1311638938.0,12219590000.0,-5757987000.0,86147000.0,25475461000.0,21707746000.0,9649341000.0,12237737000.0,13237724000.0,20496274000.0,13079684000.0,158040000.0,279147.0,4440000.0,4821146000.0
