asOfDate,periodType,currencyCode,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,IssuanceOfDebt,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestrictedCash,RetainedEarnings,SaleOfBusiness,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,1082204000.0,94045000.0,94045000.0,118581000.0,,,40688000.0,66688000.0,-167279000.0,28127000.0,57071000.0,115388000.0,115388000.0,-841000.0,115361000.0,27000.0,74700000.0,-68727000.0,-174746000.0,152223000.0,72582000.0,-18668000.0,74700000.0,57071000.0,0.0,1317478000.0,647071000.0,1811870000.0,10561000.0,-26744000.0,61772000.0,155817000.0,155817000.0,61772000.0,0.0,,,135166000.0,223994000.0,379811000.0,115388000.0,,,0.0,-88874000.0,13609000.0,12933000.0,8178000.0,296904000.0,2093428000.0,2684671000.0,193099000.0,995429000.0,94045000.0,183275000.0,183275000.0,18036000.0,18036000.0,7195000.0,4429740000.0,-16638000.0,2229000.0,118581000.0,1817582000.0,18228000.0,335000.0,28127000.0,3112262000.0,3140389000.0,1817582000.0,-2589812000.0,0.0,31967000.0,6085000.0,,7072000.0,-920000.0,150641000.0,684197000.0,2996874000.0,135166000.0,135166000.0,36539000.0,99547000.0,135166000.0,35619000.0,136086000.0,136086000.0,-107078000.0,-165507000.0,-772230000.0,-772230000.0,-165507000.0,,193102000.0,-60201000.0,-1367193000.0,65329000.0,63199000.0,64295000.0,130076000.0,62995000.0,403391000.0,56778400.279968,180212000.0,766155000.0,229274000.0,1642500000.0,627777777.0,1000.0,591243000.0,-78168000.0,345954000.0,587420000.0,,58863000.0,102098000.0,1204516000.0,118581000.0,598000.0,0.0,10561000.0,391193000.0,40719000.0,0.0,-6455000.0,,-107078000.0,-60201000.0,647071000.0,155817000.0,8833000.0,8833000.0,-2589812000.0,,135166000.0,150641000.0,0.0,30129000.0,327033000.0,627777777.0,-6837000.0,1317478000.0,-1367193000.0,-2420599.720032,4180000.0,0.102655,93578000.0,5288293000.0,4429740000.0,3140389000.0,1324550000.0,1413226000.0,3963743000.0,3476423000.0,3953182000.0,41317000.0,268000.0,1642500000.0,10561000.0,-23580000.0,-23580000.0,,,1801309000.0,6239000.0
2020-12-31,12M,EUR,1082204000.0,116071000.0,116071000.0,151700000.0,627778000.0,0.21,115388000.0,62879000.0,-135198000.0,30684000.0,57071000.0,159084000.0,159084000.0,-573000.0,159057000.0,27000.0,43696000.0,5405000.0,-90936000.0,-198660000.0,72568000.0,-211623000.0,43696000.0,57071000.0,0.0,1548065000.0,637796000.0,1770354000.0,28031000.0,64551000.0,59244000.0,175315000.0,174189000.0,58118000.0,22912000.0,642564000.0,0.2,127926000.0,296717000.0,472032000.0,159084000.0,13889014876.0,,,945581000.0,44018000.0,43306000.0,276000.0,268208000.0,2856460000.0,3707369000.0,186906000.0,1006229000.0,1126000.0,86961000.0,86961000.0,15375000.0,15375000.0,8751000.0,5380285000.0,-1080389000.0,2101000.0,151700000.0,954545000.0,18228000.0,509000.0,30684000.0,3832220000.0,3862904000.0,954545000.0,-8391000.0,0.0,26433000.0,10890000.0,10257888876.0,9685000.0,-1382000.0,-945191000.0,0.0,3673136000.0,127926000.0,127926000.0,130047000.0,-739000.0,127926000.0,128665000.0,129308000.0,129308000.0,-96540000.0,-72555000.0,946154000.0,946154000.0,-72555000.0,,186906000.0,-38658000.0,-2159304000.0,84085000.0,55283000.0,50544000.0,224149000.0,44355000.0,487028000.0,137962397.032743,178504000.0,709007000.0,297222000.0,1644025000.0,627777777.0,,850909000.0,20834000.0,331345000.0,519058000.0,-119000.0,57677000.0,94909000.0,994439000.0,151700000.0,212000.0,0.0,28031000.0,488266000.0,209756000.0,0.0,-157000.0,-945191000.0,-96540000.0,-38658000.0,637796000.0,175315000.0,11078000.0,11078000.0,-8391000.0,57878000.0,127926000.0,,,20208000.0,288416000.0,627777777.0,-8218000.0,1548065000.0,-2159304000.0,-5698602.967257,79709000.0,0.380008,61936000.0,6286101000.0,5380285000.0,3862904000.0,1557750000.0,1346803000.0,4728351000.0,4515747000.0,4700320000.0,209968000.0,969000.0,1644025000.0,28031000.0,-14996000.0,-14996000.0,,,1742323000.0,6880000.0
2021-12-31,12M,EUR,11587260000.0,283816000.0,283816000.0,71186000.0,834754000.0,0.05,159084000.0,194250000.0,-281661000.0,185774000.0,118452000.0,1546116000.0,1546116000.0,-1891000.0,1546063000.0,53000.0,1387032000.0,-208558000.0,119221000.0,191424000.0,-101828000.0,259000.0,1387032000.0,118452000.0,-1891000.0,12298757000.0,1280180000.0,5093405000.0,102878000.0,-253633000.0,90241000.0,374057000.0,374057000.0,90241000.0,0.0,899075000.0,0.04,37729000.0,231536000.0,605593000.0,1546116000.0,21557523541.0,0.0,3322000.0,1589070000.0,,42305000.0,,547767000.0,12769109000.0,18062681000.0,541739000.0,1772478000.0,,188243000.0,188243000.0,20400000.0,20400000.0,23164000.0,22025105000.0,-526004000.0,1800000.0,74508000.0,3249756000.0,42430000.0,641000.0,185774000.0,9726348000.0,9912122000.0,3249756000.0,-1653740000.0,63678000.0,193611000.0,151475000.0,18325781541.0,9411000.0,-1492000.0,-244343000.0,-5055000.0,8180232000.0,37729000.0,37729000.0,39255000.0,-34000.0,37729000.0,37763000.0,39221000.0,39221000.0,-180744000.0,-179465000.0,1596016000.0,1596016000.0,-179465000.0,,541739000.0,-100917000.0,-5763924000.0,174497000.0,,217164000.0,1250939000.0,209539000.0,616159000.0,47343494.075255,323966000.0,1472567000.0,299911000.0,3052658000.0,1309920053.0,,5293572000.0,162759000.0,974451000.0,1059286000.0,-67969000.0,109585000.0,153584000.0,1835302000.0,,-1224000.0,0.0,102878000.0,1476084000.0,43293000.0,0.0,1303000.0,,-180744000.0,-100917000.0,1280180000.0,374057000.0,20859000.0,20859000.0,-1653740000.0,119295000.0,37729000.0,,,38771000.0,586538000.0,1310191588.0,-3771000.0,12298757000.0,-5763924000.0,-985505.924745,4038000.0,0.093271,93444000.0,25205713000.0,22025105000.0,9912122000.0,12308168000.0,2752747000.0,12897545000.0,20112308000.0,12794667000.0,41852000.0,11622000.0,3052658000.0,102878000.0,-10566000.0,-10566000.0,271535.0,4493000.0,4990527000.0,4995000.0
2022-12-31,12M,EUR,11587260000.0,771136000.0,771136000.0,143821000.0,1310754000.0,0.11,1546116000.0,179523000.0,-526799000.0,161185000.0,118583000.0,448778000.0,448778000.0,,448731000.0,47000.0,-1097338000.0,-290349000.0,383820000.0,401543000.0,-852349000.0,-357335000.0,-1097338000.0,118583000.0,,12219590000.0,2106995000.0,4979186000.0,158040000.0,-8708000.0,161634000.0,932770000.0,932770000.0,161634000.0,256000.0,1380969000.0,0.11,140023000.0,478358000.0,1411128000.0,448778000.0,17968190706.0,870000.0,3083000.0,-706048000.0,,107584000.0,-735000.0,825352000.0,13104984000.0,17977577000.0,561746000.0,3292146000.0,,208258000.0,208258000.0,16771000.0,16771000.0,53699000.0,21707746000.0,-1025673000.0,1607000.0,146904000.0,794568000.0,42430000.0,721000.0,161185000.0,9488156000.0,9649341000.0,794568000.0,-1502513000.0,41820000.0,141886000.0,149612000.0,9659451706.0,18147000.0,-3025000.0,-498874000.0,0.0,9039378000.0,140023000.0,140023000.0,135347000.0,7701000.0,140023000.0,132322000.0,143048000.0,143048000.0,-380673000.0,-171621000.0,-707945000.0,-707945000.0,-171621000.0,1897000.0,561747000.0,-146126000.0,-5757987000.0,199559000.0,,195922000.0,1125457000.0,211059000.0,1426993000.0,144379400.0,634383000.0,2812068000.0,480078000.0,5399141000.0,1311359791.0,,4872593000.0,-67101000.0,1367797000.0,1720536000.0,-22951000.0,141027000.0,190181000.0,2632951000.0,,8921000.0,0.0,158040000.0,1597725000.0,270100000.0,0.0,-7556000.0,,-380673000.0,-146126000.0,2106995000.0,932770000.0,51442000.0,51442000.0,-1502513000.0,159886000.0,140023000.0,,,50141000.0,875493000.0,1311638938.0,785000.0,12219590000.0,-5757987000.0,-3807600.0,134753000.0,0.24,86147000.0,25475461000.0,21707746000.0,9649341000.0,12237737000.0,4919063000.0,13237724000.0,20496274000.0,13079684000.0,266819000.0,-19866000.0,5399141000.0,158040000.0,-15865000.0,-15865000.0,279147.0,4440000.0,4821146000.0,-9706000.0
2023-12-31,12M,EUR,,,,,1311553577.0,-0.767021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311553577.0,-0.767021,,,,,18685568791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9713365791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
