symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
NEXI.MI,2019-12-31,12M,EUR,94045000.0,,,647071000.0,155817000.0,61772000.0,,,135166000.0,223994000.0,379811000.0,296904000.0,995429000.0,94045000.0,183275000.0,183275000.0,18036000.0,18036000.0,-920000.0,135166000.0,135166000.0,36539000.0,99547000.0,135166000.0,35619000.0,136086000.0,-165507000.0,-165507000.0,403391000.0,56778400.279968,766155000.0,229274000.0,1642500000.0,,58863000.0,598000.0,0.0,40719000.0,647071000.0,155817000.0,8833000.0,8833000.0,30129000.0,327033000.0,-6837000.0,-2420599.720032,4180000.0,0.102655,1413226000.0,41317000.0,268000.0,1642500000.0,-23580000.0,-23580000.0,6239000.0
NEXI.MI,2020-12-31,12M,EUR,116071000.0,627778000.0,0.21,637796000.0,174189000.0,58118000.0,642564000.0,0.2,127926000.0,296717000.0,472032000.0,268208000.0,1006229000.0,1126000.0,86961000.0,86961000.0,15375000.0,15375000.0,-1382000.0,127926000.0,127926000.0,130047000.0,-739000.0,127926000.0,128665000.0,129308000.0,-72555000.0,-72555000.0,487028000.0,137962397.032743,709007000.0,297222000.0,1644025000.0,-119000.0,57677000.0,212000.0,0.0,209756000.0,637796000.0,175315000.0,11078000.0,11078000.0,20208000.0,288416000.0,-8218000.0,-5698602.967257,79709000.0,0.380008,1346803000.0,209968000.0,969000.0,1644025000.0,-14996000.0,-14996000.0,6880000.0
NEXI.MI,2021-12-31,12M,EUR,283816000.0,834754000.0,0.05,1280180000.0,374057000.0,90241000.0,899075000.0,0.04,37729000.0,231536000.0,605593000.0,547767000.0,1772478000.0,,188243000.0,188243000.0,20400000.0,20400000.0,-1492000.0,37729000.0,37729000.0,39255000.0,-34000.0,37729000.0,37763000.0,39221000.0,-179465000.0,-179465000.0,616159000.0,47343494.075255,1472567000.0,299911000.0,3052658000.0,-67969000.0,109585000.0,-1224000.0,0.0,43293000.0,1280180000.0,374057000.0,20859000.0,20859000.0,38771000.0,586538000.0,-3771000.0,-985505.924745,4038000.0,0.093271,2752747000.0,41852000.0,11622000.0,3052658000.0,-10566000.0,-10566000.0,4995000.0
NEXI.MI,2022-12-31,12M,EUR,771136000.0,1310754000.0,0.11,2106995000.0,932770000.0,161634000.0,1380969000.0,0.11,140023000.0,478358000.0,1411128000.0,825352000.0,3292146000.0,,208258000.0,208258000.0,16771000.0,16771000.0,-3025000.0,140023000.0,140023000.0,135347000.0,7701000.0,140023000.0,132322000.0,143048000.0,-171621000.0,-171621000.0,1426993000.0,144379400.0,2812068000.0,480078000.0,5399141000.0,-22951000.0,141027000.0,8921000.0,0.0,270100000.0,2106995000.0,932770000.0,51442000.0,51442000.0,50141000.0,875493000.0,785000.0,-3807600.0,134753000.0,0.24,4919063000.0,266819000.0,-19866000.0,5399141000.0,-15865000.0,-15865000.0,-9706000.0
NEXI.MI,2023-06-30,TTM,EUR,,1311254000.0,0.07,,,,1381963500.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXI.MI,2023-12-31,12M,EUR,,1311553577.0,-0.767021,,,,1311553577.0,-0.767021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXI.MI,2023-12-31,TTM,EUR,,1311553577.0,-0.767021,2345323000.0,,,1311553577.0,-0.767021,-1005989000.0,-506490000.0,-506490000.0,1045110000.0,3468237000.0,2151752000.0,383096000.0,383096000.0,125313000.0,125313000.0,-3228000.0,-1005989000.0,-1005989000.0,-1023917000.0,21156000.0,-1005989000.0,-1027145000.0,-1002761000.0,-257783000.0,-257783000.0,1614830000.0,585058200.0,1892596000.0,1575641000.0,5813560000.0,,48616000.0,,0.0,-889586000.0,2345323000.0,,,,,1045110000.0,-2155145000.0,-509116800.0,134331000.0,0.24,4237919000.0,-875195000.0,,5813560000.0,-2121320000.0,-2121320000.0,3393000.0
