asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LiabilitiesHeldforSaleNonCurrent,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentInsideChangeinCash,OtherCashAdjustmentOutsideChangeinCash,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RetainedEarnings,SaleOfBusiness,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,0.0,11000.0,24796546.0,-0.1,,,-3152000.0,,,,-956000.0,,,,,399000.0,-715000.0,,,,,,-956000.0,,,-42000.0,,,,8438000.0,8438000.0,,,,,,,,24796546.0,-0.1,,,,,,,,,,,0.0,4630000.0,,,,,,,,,,,,,-540000.0,,,,,,,,,0.0,7026000.0,7026000.0,,,,,,,,,,,9124000.0,,,,,,,,,,-77000.0,,,,,,2187000.0,,,,,471000.0,,,,,,,,6030000.0,,,11000.0,,83000.0,1570000.0,,,,,308000.0,,,,,,,,-77000.0,,,,,1884000.0,,,-42000.0,,,,,4630000.0,,4902000.0,-2715000.0,,,,,,,,,,,15464000.0,,,,,,,,,,,,
2020-12-31,12M,EUR,19787000.0,22162000.0,-1279000.0,1361000.0,,0.0,12000.0,25960575.0,-0.01,6340000.0,-3397000.0,,27026000.0,10116000.0,10274000.0,,0.0,10116000.0,3858000.0,-903000.0,,,5764000.0,-4822000.0,-234000.0,3858000.0,27026000.0,0.0,24833000.0,,,1381000.0,40528000.0,46133000.0,1914000.0,1914000.0,33502000.0,,2701000.0,2701000.0,2701000.0,1340000.0,0.0,25960575.0,-0.01,-3000.0,62000.0,801000.0,3502000.0,10198000.0,37768113.0,0.0,-30000.0,-922000.0,-62000.0,-231000.0,,8190000.0,13358000.0,23441000.0,8889000.0,25010000.0,0.0,1148000.0,1148000.0,171000.0,171000.0,-411000.0,10000.0,,4339000.0,24833000.0,1413000.0,0.0,12000.0,6000.0,,2293000.0,,9306000.0,9306000.0,2293000.0,-2353000.0,18000.0,178000.0,3258000.0,32191113.0,0.0,63000.0,568000.0,30000.0,6859000.0,-3000.0,-3000.0,-66000.0,0.0,-3000.0,-3000.0,101000.0,-66000.0,-977000.0,,-60000.0,-60000.0,-977000.0,8889000.0,783000.0,-60000.0,11475000.0,853000.0,778000.0,2592000.0,853000.0,3440000.0,-50120.0,2475000.0,24327000.0,683000.0,65538000.0,25960575.0,0.0,1000.0,5168000.0,,416000.0,,,2158000.0,4253000.0,1378000.0,7441000.0,158000.0,-1832000.0,0.0,26455000.0,757000.0,-347000.0,2872000.0,-154000.0,,-3397000.0,4339000.0,40528000.0,2701000.0,,3411000.0,-2353000.0,,82000.0,1141000.0,722000.0,4180000.0,,25960575.0,2293000.0,-2353000.0,0.0,24833000.0,11475000.0,14880.0,-281000.0,0.24,1078000.0,70000.0,71189000.0,24833000.0,1914000.0,24833000.0,64855000.0,46356000.0,25056000.0,12854000.0,683000.0,65538000.0,2415000.0,62000.0,62000.0,12631000.0,0.0
2021-12-31,12M,EUR,24615000.0,20264000.0,-1341000.0,1407000.0,2796000.0,0.0,12000.0,25960575.0,0.11,10198000.0,-2543000.0,,27026000.0,10729000.0,10729000.0,,0.0,10729000.0,531000.0,-169000.0,,,3407000.0,-8816000.0,-5121000.0,531000.0,27026000.0,0.0,28379000.0,6000.0,,1124000.0,42029000.0,55514000.0,3747000.0,3747000.0,37392000.0,,1355000.0,2796000.0,2378000.0,971000.0,0.0,25960575.0,0.11,2970000.0,0.0,7459000.0,10255000.0,10729000.0,54787996.0,17000.0,-1030000.0,-3406000.0,-3856000.0,-3856000.0,,8190000.0,12530000.0,21605000.0,8511000.0,20294000.0,0.0,432000.0,432000.0,119000.0,119000.0,-296000.0,37000.0,,4508000.0,28379000.0,2424000.0,0.0,19000.0,7000.0,6000.0,1949000.0,0.0,,,1949000.0,-2985000.0,19000.0,988000.0,2869000.0,53997996.0,9000.0,-1000.0,4014000.0,6000.0,,2970000.0,2970000.0,6078000.0,-3107000.0,2970000.0,6077000.0,3553000.0,2971000.0,-313000.0,,-1036000.0,-1036000.0,-313000.0,8511000.0,-1590000.0,-1036000.0,15849000.0,188000.0,607000.0,2828000.0,,6562000.0,2883267.112566,-863000.0,16620000.0,3674000.0,62323000.0,25960575.0,0.0,,4340000.0,,940000.0,,,1805000.0,4545000.0,1590000.0,17688000.0,,-3797000.0,0.0,30491000.0,787000.0,7027000.0,2928000.0,0.0,,-2543000.0,4508000.0,42029000.0,2796000.0,,978000.0,-2985000.0,,0.0,4104000.0,4014000.0,953000.0,,25960575.0,1949000.0,-2985000.0,3693000.0,28379000.0,15849000.0,499267.112566,950000.0,0.135193,1538000.0,1084000.0,78677000.0,28379000.0,3747000.0,28388000.0,58649000.0,50289000.0,23164000.0,12897000.0,7369000.0,62323000.0,1331000.0,3693000.0,3693000.0,18122000.0,104000.0
2022-12-31,12M,EUR,20960000.0,20245000.0,-1049000.0,1263000.0,2188000.0,,11000.0,25960575.0,-0.610002,10729000.0,-3869000.0,,27026000.0,8420000.0,8420000.0,,,,-1729000.0,-50000.0,,,2457000.0,8936000.0,11696000.0,-1729000.0,27026000.0,0.0,13527000.0,,-10000.0,1235000.0,48935000.0,41811000.0,3081000.0,3081000.0,37002000.0,,2188000.0,2188000.0,2188000.0,925000.0,0.0,25960575.0,-0.610002,-15836000.0,0.0,-12719000.0,-10531000.0,8420000.0,44208920.0,127000.0,-1516000.0,-639000.0,,,,4752000.0,8917000.0,21294000.0,7743000.0,10556000.0,0.0,334000.0,334000.0,295000.0,295000.0,-324000.0,63000.0,,4444000.0,13527000.0,-3443000.0,0.0,17000.0,,,4437000.0,4096000.0,,,4437000.0,-5943000.0,17000.0,1017000.0,1372000.0,41536920.0,-8000.0,17000.0,0.0,-10000.0,,-15836000.0,-15836000.0,-12337000.0,-3516000.0,-15836000.0,-12320000.0,-14859000.0,-15853000.0,-39000.0,,-1506000.0,-1506000.0,-39000.0,7743000.0,-3443000.0,-1506000.0,4610000.0,332000.0,359000.0,2506000.0,,-5865000.0,-7909945.453153,3230000.0,18884000.0,-8328000.0,59491000.0,25960575.0,,-580000.0,4165000.0,,1065000.0,,1000.0,3116000.0,3807000.0,2036000.0,6010000.0,,,0.0,25618000.0,1166000.0,-13053000.0,3100000.0,0.0,,-3869000.0,4444000.0,48935000.0,2188000.0,,1507000.0,-5943000.0,-10000.0,,-11742000.0,0.0,426000.0,,25960575.0,4437000.0,-5943000.0,-4666000.0,13527000.0,4610000.0,-255945.453153,-716000.0,0.054853,1526000.0,-1153000.0,64601000.0,13527000.0,3081000.0,13519000.0,67819000.0,51082000.0,22789000.0,14080000.0,-12994000.0,59491000.0,851000.0,-4666000.0,-4666000.0,4809000.0,4666000.0
2023-12-31,12M,EUR,22854000.0,19219000.0,-916000.0,732000.0,,,,,,8420000.0,-3554000.0,,27026000.0,9961000.0,9961000.0,,,,2398000.0,-1771000.0,,,12226000.0,-3577000.0,5932000.0,2398000.0,27026000.0,,12594000.0,,,640000.0,47187000.0,49023000.0,,,49172000.0,45000.0,1526000.0,1526000.0,1526000.0,794000.0,0.0,,,762000.0,0.0,2183000.0,3709000.0,9961000.0,47108780.0,52000.0,-2059000.0,861000.0,,,,4750000.0,8552000.0,20135000.0,6539000.0,18132000.0,0.0,539000.0,539000.0,95000.0,95000.0,-564000.0,92000.0,,6216000.0,12594000.0,42000.0,0.0,11000.0,,,2550000.0,12520000.0,,,2550000.0,-4609000.0,11000.0,675000.0,503000.0,44262780.0,24000.0,-14000.0,0.0,0.0,,762000.0,762000.0,2857000.0,-2081000.0,762000.0,2843000.0,600000.0,776000.0,-444000.0,,-2059000.0,-2059000.0,-444000.0,6539000.0,42000.0,,4042000.0,1402000.0,211000.0,2412000.0,,3723000.0,2853640.0,4415000.0,16030000.0,2102000.0,65319000.0,25960575.0,,-857000.0,3802000.0,,-1966000.0,1233000.0,1000.0,2054000.0,2684000.0,2317000.0,8099000.0,,,0.0,26523000.0,4385000.0,1644000.0,3079000.0,0.0,,-3554000.0,6216000.0,47187000.0,1526000.0,,1252000.0,-4609000.0,,,-10980000.0,0.0,3596000.0,,25960575.0,,,-14000.0,12594000.0,4042000.0,-3360.0,-1213000.0,0.24,1143000.0,-1213000.0,81154000.0,12594000.0,,12618000.0,63217000.0,68536000.0,32132000.0,19364000.0,2088000.0,65319000.0,985000.0,-14000.0,-14000.0,-149000.0,14000.0
