asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RestrictedCash,RetainedEarnings,SaleOfBusiness,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,2604000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,1337000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26423529.0,,4368000.0,267000.0,,,,,1018000.0,,,,,,,,,272000.0,,0.0,,,,,,,,,,,,,26423529.0,,,,,,,,,,,,,,,,,,,,,,,,0.0
2020-12-31,12M,EUR,18730000.0,20913000.0,,0.0,-76000.0,2563000.0,,1000.0,26423529.0,0.7,1267000.0,124000.0,-4467000.0,128000.0,200000.0,1944000.0,3082000.0,1944000.0,686000.0,0.0,282000.0,-424000.0,6918000.0,-3387000.0,3561000.0,686000.0,200000.0,8792000.0,,,18344000.0,30425000.0,128000.0,,128000.0,23018000.0,10000.0,599000.0,2619000.0,2619000.0,2619000.0,56000.0,,26423529.0,0.7,1333000.0,3413000.0,6032000.0,-9000.0,1944000.0,,-1634000.0,5000.0,3835000.0,-116000.0,462000.0,18408000.0,20989000.0,201000.0,8523000.0,1481000.0,1481000.0,4000.0,4000.0,-1084000.0,4000.0,5000.0,23792000.0,-5982000.0,1000.0,35000.0,,0.0,,0.0,15000000.0,15000000.0,0.0,0.0,35000.0,24000.0,,-1000.0,0.0,-1627000.0,,13056000.0,274000.0,1333000.0,1333000.0,1333000.0,1333000.0,1333000.0,1333000.0,1333000.0,-4457000.0,-1477000.0,-16000.0,0.0,0.0,-1477000.0,-1613000.0,201000.0,118000.0,-9616000.0,808000.0,256000.0,,1718000.0,10000.0,6032000.0,1333000.0,8302000.0,4956000.0,3567000.0,26867000.0,26423529.0,,,,,17946000.0,1477000.0,,1000.0,69000.0,3375000.0,53000.0,5455000.0,1138000.0,,0.0,22790000.0,221000.0,1932000.0,0.0,-1627000.0,-4457000.0,-16000.0,-10000.0,0.0,18344000.0,2619000.0,0.0,77000.0,1333000.0,,128000.0,26423529.0,0.0,8792000.0,-9616000.0,0.0,599000.0,0.310041,893000.0,-365000.0,49336000.0,23792000.0,15128000.0,8791000.0,23300000.0,40545000.0,18911000.0,17527000.0,3684000.0,26867000.0,685000.0,0.0,0.0,0.0,7407000.0,
2021-12-31,12M,EUR,22857000.0,26288000.0,-624000.0,27550000.0,-67000.0,3045000.0,63000.0,1000.0,24721429.0,0.130982,1944000.0,142000.0,-4968000.0,129000.0,271000.0,14692000.0,14820000.0,14692000.0,12737000.0,0.0,-1711000.0,973000.0,4112000.0,-5067000.0,-1541000.0,12737000.0,271000.0,40929000.0,30001000.0,,21726000.0,49525000.0,20000.0,0.0,20000.0,26737000.0,46000.0,772000.0,3045000.0,3108000.0,3108000.0,63000.0,,26623077.0,0.130982,3461000.0,4681000.0,7789000.0,11000.0,14692000.0,142177233.0,12642000.0,5000.0,88000.0,-6000.0,462000.0,20283000.0,26355000.0,842000.0,11164000.0,416000.0,416000.0,26000.0,26000.0,-720000.0,26000.0,5000.0,40935000.0,-4961000.0,1000.0,37000.0,30001000.0,0.0,,109000.0,6000.0,115000.0,0.0,-15000000.0,37000.0,105000.0,128286233.0,62000.0,-31000.0,6000.0,30001000.0,,2000.0,3461000.0,3461000.0,3493000.0,3461000.0,3461000.0,3493000.0,3493000.0,-4911000.0,-390000.0,0.0,-15000000.0,-15000000.0,-390000.0,-30000.0,218000.0,-56000.0,20646000.0,552000.0,191000.0,,1877000.0,16000.0,7745000.0,3424964.361079,5056000.0,6552000.0,4612000.0,32890000.0,,,-1000.0,1000.0,1199000.0,19821000.0,390000.0,1000.0,,68000.0,2841000.0,595000.0,8362000.0,128000.0,-44000.0,0.0,26623000.0,378000.0,4265000.0,0.0,,-4911000.0,0.0,-57000.0,0.0,21726000.0,3108000.0,-15000000.0,51000.0,3461000.0,6000.0,1000.0,,44000.0,40929000.0,20646000.0,7964.361079,772000.0,0.181008,851000.0,-466000.0,70272000.0,40935000.0,135000.0,40991000.0,28278000.0,29281000.0,20747000.0,2544000.0,4655000.0,32890000.0,925000.0,44000.0,44000.0,0.0,22788000.0,
2022-12-31,12M,EUR,29615000.0,39282000.0,-1254000.0,39745000.0,-75000.0,3693000.0,3693000.0,1000.0,28347059.0,0.17,14692000.0,312000.0,-6540000.0,257000.0,293000.0,10210000.0,11419000.0,10210000.0,-4557000.0,5000.0,3090000.0,1762000.0,6060000.0,-11366000.0,-244000.0,-4557000.0,293000.0,60308000.0,0.0,,32706000.0,57224000.0,84000.0,111000.0,195000.0,36540000.0,7000.0,1452000.0,120000.0,3813000.0,3812000.0,119000.0,0.0,30118750.0,0.16,4819000.0,6517000.0,10330000.0,76000.0,10210000.0,115478800.0,-2727000.0,0.0,3202000.0,,19176000.0,42590000.0,39357000.0,1587000.0,15277000.0,226000.0,226000.0,132000.0,132000.0,-23000.0,132000.0,0.0,60984000.0,-11572000.0,1000.0,43000.0,0.0,0.0,2000.0,173000.0,565000.0,738000.0,0.0,-2000.0,43000.0,147000.0,123513800.0,84000.0,-21000.0,-5034000.0,0.0,,25000.0,4819000.0,4819000.0,4839000.0,4819000.0,4819000.0,4840000.0,4840000.0,-6523000.0,-94000.0,0.0,-2000.0,-2000.0,-94000.0,-2683000.0,333000.0,-15000.0,17718000.0,331000.0,450000.0,0.0,2367000.0,31000.0,10322000.0,4812846.447306,9742000.0,8880000.0,6397000.0,47983000.0,29338195.0,-1000.0,,,2707000.0,23414000.0,94000.0,-1000.0,304000.0,171000.0,3364000.0,1126000.0,5004000.0,1209000.0,-8000.0,0.0,35890000.0,,6291000.0,0.0,-5034000.0,-6523000.0,0.0,-17000.0,0.0,32706000.0,3813000.0,-2000.0,58000.0,4819000.0,,2000.0,29338195.0,8000.0,60308000.0,17718000.0,1846.447306,1452000.0,0.230806,1461000.0,-340000.0,100672000.0,60873000.0,933000.0,60392000.0,41586000.0,40280000.0,43447000.0,3740000.0,6404000.0,47983000.0,2911000.0,8000.0,8000.0,0.0,20684000.0,
2023-12-31,12M,EUR,33849000.0,46334000.0,-1369000.0,39745000.0,-95000.0,4501000.0,4501000.0,4000.0,29031250.0,0.32,10210000.0,,-8330000.0,224000.0,297000.0,8885000.0,10380000.0,8885000.0,-1407000.0,0.0,-1566000.0,1002000.0,3741000.0,-5556000.0,-1789000.0,-1406000.0,297000.0,69733000.0,,1000.0,39041000.0,64633000.0,121000.0,30000.0,151000.0,40837000.0,,-312000.0,164000.0,4665000.0,4665000.0,164000.0,0.0,29967742.0,0.31,9290000.0,9233000.0,13898000.0,81000.0,8885000.0,111155095.0,-508000.0,,2548000.0,-25000.0,24013000.0,52581000.0,46429000.0,1682000.0,18450000.0,232000.0,232000.0,505000.0,505000.0,-110000.0,504000.0,,72795000.0,-11776000.0,4000.0,45000.0,,0.0,,103000.0,3032000.0,3135000.0,0.0,-85000.0,45000.0,158000.0,122914095.0,107000.0,-23000.0,-3461000.0,,,96000.0,9290000.0,9290000.0,9313000.0,9290000.0,9290000.0,9313000.0,9313000.0,-8292000.0,273000.0,-10000.0,-85000.0,-85000.0,273000.0,-280000.0,313000.0,-13000.0,17152000.0,759000.0,236000.0,126000.0,3220000.0,47000.0,13752000.0,9179040.0,10878000.0,9774000.0,8676000.0,57491000.0,29689395.0,,1000.0,,3259000.0,28568000.0,-273000.0,,227000.0,260000.0,4312000.0,1523000.0,4657000.0,1495000.0,-121000.0,0.0,40004000.0,,9001000.0,,-3461000.0,-8292000.0,-10000.0,-38000.0,,39041000.0,4665000.0,-85000.0,76000.0,9290000.0,,25000.0,29689395.0,121000.0,69733000.0,17152000.0,35040.0,-312000.0,0.24,3185000.0,-1190000.0,118144000.0,72765000.0,3286000.0,69840000.0,48815000.0,48304000.0,53512000.0,7467000.0,8822000.0,57491000.0,1843000.0,146000.0,146000.0,,23796000.0,
