symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
AIW.MI,2019-12-31,12M,EUR,,,,,,,5000.0,,,,,,,,,,,2604000.0,,,10000.0,,,,,,,5000.0,,,,,,,,,,,1337000.0,,,,,,,,26423529.0,4368000.0,267000.0,,,,1018000.0,,,,,,272000.0,0.0,,,,26423529.0,,,,,,,,,,,,,
AIW.MI,2020-12-31,12M,EUR,18730000.0,20913000.0,,0.0,-76000.0,1000.0,124000.0,128000.0,200000.0,1944000.0,3082000.0,1944000.0,200000.0,8792000.0,,30425000.0,128000.0,,128000.0,23018000.0,10000.0,,5000.0,462000.0,18408000.0,20989000.0,201000.0,5000.0,23792000.0,1000.0,35000.0,,0.0,15000000.0,15000000.0,35000.0,24000.0,-1000.0,13056000.0,201000.0,-9616000.0,808000.0,256000.0,,1718000.0,10000.0,26423529.0,,,,17946000.0,,1000.0,3375000.0,53000.0,5455000.0,1138000.0,22790000.0,221000.0,0.0,0.0,77000.0,1333000.0,26423529.0,8792000.0,-9616000.0,893000.0,49336000.0,23792000.0,15128000.0,8791000.0,40545000.0,18911000.0,17527000.0,685000.0,0.0,7407000.0
AIW.MI,2021-12-31,12M,EUR,22857000.0,26288000.0,-624000.0,27550000.0,-67000.0,1000.0,142000.0,129000.0,271000.0,14692000.0,14820000.0,14692000.0,271000.0,40929000.0,,49525000.0,20000.0,0.0,20000.0,26737000.0,46000.0,,5000.0,462000.0,20283000.0,26355000.0,842000.0,5000.0,40935000.0,1000.0,37000.0,,109000.0,6000.0,115000.0,37000.0,105000.0,62000.0,,218000.0,20646000.0,552000.0,191000.0,,1877000.0,16000.0,,-1000.0,1000.0,1199000.0,19821000.0,1000.0,,2841000.0,595000.0,8362000.0,128000.0,26623000.0,378000.0,0.0,0.0,51000.0,3461000.0,,40929000.0,20646000.0,851000.0,70272000.0,40935000.0,135000.0,40991000.0,29281000.0,20747000.0,2544000.0,925000.0,0.0,22788000.0
AIW.MI,2022-12-31,12M,EUR,29615000.0,39282000.0,-1254000.0,39745000.0,-75000.0,1000.0,312000.0,257000.0,293000.0,10210000.0,11419000.0,10210000.0,293000.0,60308000.0,,57224000.0,84000.0,111000.0,195000.0,36540000.0,7000.0,0.0,0.0,19176000.0,42590000.0,39357000.0,1587000.0,0.0,60984000.0,1000.0,43000.0,2000.0,173000.0,565000.0,738000.0,43000.0,147000.0,84000.0,,333000.0,17718000.0,331000.0,450000.0,0.0,2367000.0,31000.0,29338195.0,,,2707000.0,23414000.0,-1000.0,304000.0,3364000.0,1126000.0,5004000.0,1209000.0,35890000.0,,0.0,0.0,58000.0,4819000.0,29338195.0,60308000.0,17718000.0,1461000.0,100672000.0,60873000.0,933000.0,60392000.0,40280000.0,43447000.0,3740000.0,2911000.0,0.0,20684000.0
AIW.MI,2023-12-31,12M,EUR,33849000.0,46334000.0,-1369000.0,39745000.0,-95000.0,4000.0,,224000.0,297000.0,8885000.0,10380000.0,8885000.0,297000.0,69733000.0,1000.0,64633000.0,121000.0,30000.0,151000.0,40837000.0,,0.0,,24013000.0,52581000.0,46429000.0,1682000.0,,72795000.0,4000.0,45000.0,,103000.0,3032000.0,3135000.0,45000.0,158000.0,107000.0,,313000.0,17152000.0,759000.0,236000.0,126000.0,3220000.0,47000.0,29689395.0,1000.0,,3259000.0,28568000.0,,227000.0,4312000.0,1523000.0,4657000.0,1495000.0,40004000.0,,,,76000.0,9290000.0,29689395.0,69733000.0,17152000.0,3185000.0,118144000.0,72765000.0,3286000.0,69840000.0,48304000.0,53512000.0,7467000.0,1843000.0,,23796000.0
