symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
PAL.MI,2021-12-31,12M,EUR,6660000.0,15459000.0,350000.0,-82000.0,1000000.0,905000.0,905000.0,0.0,905000.0,1000000.0,13770000.0,0.0,23329000.0,4949000.0,4949000.0,18156000.0,0.0,247000.0,5768000.0,7981000.0,15459000.0,5326000.0,985000.0,23354000.0,4635000.0,4635000.0,77000.0,,4595000.0,8679000.0,5325000.0,5789000.0,21000.0,2120000.0,1418000.0,6480200.0,7981000.0,-1000.0,1227000.0,545000.0,2340000.0,8826000.0,867000.0,186000.0,80000.0,1276000.0,6480200.0,13770000.0,5789000.0,2773000.0,40592000.0,18405000.0,9584000.0,13770000.0,26822000.0,17263000.0,8666000.0,939000.0,473000.0,658000.0,5173000.0
PAL.MI,2022-12-31,12M,EUR,15084000.0,22000000.0,350000.0,-149000.0,1000000.0,4154000.0,4154000.0,0.0,4154000.0,1000000.0,17505000.0,2000.0,37652000.0,6408000.0,6408000.0,29306000.0,154000.0,110000.0,5768000.0,7997000.0,22000000.0,6142000.0,702000.0,28211000.0,4298000.0,4298000.0,77000.0,400000.0,5420000.0,6552000.0,6142000.0,9508000.0,2317000.0,2039000.0,1700000.0,6480200.0,7997000.0,1000.0,1728000.0,556000.0,6471000.0,18289000.0,414000.0,164000.0,299000.0,3639000.0,6480200.0,17505000.0,9508000.0,3911000.0,57724000.0,21803000.0,10706000.0,17505000.0,40219000.0,20072000.0,10913000.0,1477000.0,158000.0,293000.0,8346000.0
