symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
PIRC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRC.MI,2020-12-31,12M,EUR,128049000.0,1000000000.0,0.03,1438796000.0,506054000.0,378005000.0,1000000000.0,0.03,29781000.0,182444000.0,688498000.0,83866000.0,2863335000.0,11098000.0,125078000.0,125078000.0,21000000.0,21000000.0,-12892000.0,29781000.0,29781000.0,42673000.0,,29781000.0,29781000.0,42673000.0,-136866000.0,-136866000.0,582453000.0,-49116480.0,2625729000.0,237606000.0,4302131000.0,3829000.0,902244000.0,-6187000.0,0.0,57366000.0,1438796000.0,506054000.0,24281000.0,24281000.0,448434000.0,532300000.0,-22296000.0,27147520.0,14693000.0,0.256,4064525000.0,219139000.0,32788000.0,4302131000.0,106045000.0,106045000.0,17385000.0
PIRC.MI,2021-12-31,12M,EUR,129393000.0,1000000000.0,0.303,1660691000.0,508678000.0,379285000.0,1000000000.0,0.303,302796000.0,560285000.0,1068963000.0,86779000.0,3670759000.0,8514000.0,123534000.0,123534000.0,21453000.0,21453000.0,-18797000.0,302796000.0,302796000.0,321593000.0,,302796000.0,302796000.0,321593000.0,-134236000.0,-134236000.0,1091332000.0,319259584.0,3083209000.0,587550000.0,5331450000.0,4174000.0,1093133000.0,-1794000.0,0.0,436751000.0,1660691000.0,508678000.0,31073000.0,31073000.0,531339000.0,618118000.0,-14670000.0,-5905416.0,115158000.0,0.264,4743900000.0,577054000.0,32155000.0,5331450000.0,-22369000.0,-22369000.0,7950000.0
PIRC.MI,2022-12-31,12M,EUR,133793000.0,1000000000.0,0.418,2205147000.0,544267000.0,410474000.0,1000000000.0,0.418,417760000.0,720766000.0,1265033000.0,97885000.0,4410580000.0,22422000.0,125132000.0,125132000.0,39534000.0,39534000.0,-18140000.0,417760000.0,417760000.0,435900000.0,,417760000.0,417760000.0,435900000.0,-134629000.0,-134629000.0,1331844000.0,466799274.0,3916110000.0,494470000.0,6615727000.0,312467000.0,1333913000.0,-2892000.0,0.0,595634000.0,2205147000.0,544267000.0,37271000.0,37271000.0,710651000.0,808536000.0,-15455000.0,-17771726.0,159734000.0,0.266,6121257000.0,791482000.0,49031000.0,6615727000.0,-66811000.0,-66811000.0,-4075000.0
PIRC.MI,2023-09-30,TTM,EUR,,999247431.0,0.473,,,,1000000000.0,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRC.MI,2023-12-31,12M,EUR,139091000.0,998125000.0,0.48,2175750000.0,557977000.0,418886000.0,998125000.0,0.48,479080000.0,834892000.0,1392869000.0,90844000.0,4474313000.0,30486000.0,204789000.0,204789000.0,47036000.0,47036000.0,-16825000.0,479080000.0,479080000.0,495905000.0,,479080000.0,479080000.0,495905000.0,-223675000.0,-223675000.0,1312983000.0,416209718.0,3925270000.0,549043000.0,6650063000.0,293891000.0,1357456000.0,-1142000.0,0.0,630103000.0,2175750000.0,557977000.0,42224000.0,42224000.0,661564000.0,752408000.0,-34607000.0,17015718.0,134198000.0,0.213,6101020000.0,808327000.0,65922000.0,6650063000.0,79886000.0,79886000.0,5263000.0
PIRC.MI,2023-12-31,TTM,EUR,,1000000000.0,0.479,,,,1000000000.0,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRC.MI,2024-03-31,TTM,EUR,,1000130177.0,0.461,2127156000.0,559568000.0,420477000.0,1000130177.0,0.461,461186000.0,847809000.0,1407377000.0,,4518699000.0,,256086000.0,256086000.0,40450000.0,40450000.0,-20165000.0,461186000.0,461186000.0,481351000.0,,461186000.0,461186000.0,481351000.0,-281558000.0,-281558000.0,1333381000.0,400992212.373019,3948154000.0,570545000.0,6645855000.0,,1361217000.0,,0.0,591723000.0,2127156000.0,559568000.0,,,,,-40364000.0,13802212.373019,110372000.0,0.186526,6075310000.0,824072000.0,,6645855000.0,73996000.0,73996000.0,11020000.0
