symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DefinedPensionBenefit,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
TSL.MI,2019-12-31,12M,EUR,,,,,,,,,,,,11653000.0,,,,,,,,,,1100000.0,,,,,,,,,3719000.0,,,,,,,,,,,,,,,,15025000.0,96000.0,,,,,,,,6435000.0,,,,,,,,,,,,,,,,,
TSL.MI,2020-12-31,12M,EUR,58034000.0,9594000.0,-262283000.0,-12872000.0,8000.0,18051000.0,23009000.0,51655000.0,4434000.0,4434000.0,4434000.0,4434000.0,51655000.0,-72971000.0,1612000.0,37402000.0,7950000.0,70853000.0,78803000.0,,181133000.0,1000000.0,,61618000.0,22466000.0,310152000.0,,1365000.0,8000.0,,,15059000.0,3483000.0,18542000.0,3719000.0,5448000.0,156491000.0,0.0,69902000.0,47869000.0,-134589000.0,,2100000.0,2708000.0,799000.0,50612255.0,31994000.0,51000.0,61618000.0,-1002000.0,5965000.0,11300000.0,133998000.0,20505000.0,69390000.0,2403000.0,0.0,-124677000.0,50612255.0,-72971000.0,-134589000.0,466000.0,151404000.0,-69488000.0,97345000.0,-72971000.0,224375000.0,114011000.0,43242000.0,56000.0,8479000.0,,-143731000.0
TSL.MI,2021-12-31,12M,EUR,68436000.0,8788000.0,-271222000.0,-10753000.0,8000.0,17917000.0,20834000.0,63655000.0,11614000.0,11614000.0,11614000.0,,63655000.0,-81646000.0,1316000.0,36556000.0,7773000.0,9323000.0,17096000.0,4000000.0,116355000.0,1000000.0,,58822000.0,19541000.0,314682000.0,197000.0,-2108000.0,8000.0,,,13061000.0,70215000.0,83276000.0,3719000.0,4124000.0,160003000.0,0.0,67924000.0,43460000.0,-140468000.0,,5300000.0,2615000.0,758000.0,57517673.0,5600000.0,,58822000.0,-998000.0,1077000.0,6700000.0,135446000.0,3700000.0,75339000.0,2354000.0,0.0,-145301000.0,57517673.0,-81646000.0,-140468000.0,9903000.0,143236000.0,-11431000.0,100372000.0,-81646000.0,224882000.0,106769000.0,108527000.0,203000.0,12135000.0,,-79799000.0
TSL.MI,2022-12-31,12M,EUR,87792000.0,13980000.0,-12033000.0,-9983000.0,253000.0,10886000.0,15652000.0,185514000.0,8265000.0,8265000.0,8265000.0,,185514000.0,65128000.0,8477000.0,65725000.0,4925000.0,14752000.0,19677000.0,,152370000.0,,47603000.0,194289000.0,23963000.0,92084000.0,26688000.0,156189000.0,253000.0,855000.0,,10727000.0,76309000.0,87036000.0,6880000.0,10554000.0,68788000.0,1013000.0,82796000.0,80051000.0,-129161000.0,23727000.0,23727000.0,7814000.0,791000.0,177509104.0,,,146686000.0,3000.0,1000.0,21860000.0,3933000.0,16677000.0,109652000.0,7988000.0,0.0,-36896000.0,177509104.0,65128000.0,-129161000.0,115000.0,371719000.0,141437000.0,106713000.0,66141000.0,305578000.0,305994000.0,153208000.0,0.0,24076000.0,,-86645000.0
TSL.MI,2023-12-31,12M,EUR,97472000.0,15071000.0,-25177000.0,-12044000.0,171000.0,8825000.0,12436000.0,208993000.0,7711000.0,7711000.0,7711000.0,,208993000.0,24402000.0,7055000.0,39459000.0,4144000.0,20200000.0,24344000.0,,162274000.0,,48292000.0,174279000.0,27115000.0,90714000.0,8297000.0,105605000.0,171000.0,955000.0,,8292000.0,61003000.0,69295000.0,6552000.0,6021000.0,72024000.0,959000.0,73492000.0,65537000.0,-149877000.0,16558000.0,16558000.0,7839000.0,785000.0,234067207.0,,,125987000.0,-1000.0,9000.0,18700000.0,2810000.0,8257000.0,116300000.0,,0.0,-62373000.0,234067207.0,24402000.0,-149877000.0,123000.0,303339000.0,85405000.0,93639000.0,25361000.0,277978000.0,263881000.0,115704000.0,128000.0,15982000.0,0.0,-122815000.0
