symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TSL.MI,2019-12-31,12M,EUR,41170000.0,-0.4,,,,41170000.0,-0.4,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4300000.0,,-11100000.0,,,,,,,,,,,,,,,,,10103000.0
TSL.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11100000.0,,,,,,,,,,,,,,,,,
TSL.MI,2020-12-31,12M,EUR,44402000.0,-0.5,100467000.0,41324000.0,41324000.0,44402000.0,-0.5,-22201000.0,-17432000.0,23892000.0,43545000.0,,4695000.0,4695000.0,440000.0,440000.0,0.0,-22201000.0,-22201000.0,-22201000.0,,,-22201000.0,-22201000.0,-22201000.0,-7524000.0,-7524000.0,26034000.0,-20573080.0,55721000.0,-12176000.0,144012000.0,,6455000.0,,0.0,-22127000.0,100467000.0,41324000.0,73170000.0,2142000.0,-2142000.0,-514080.0,74000.0,0.24,156188000.0,-14318000.0,3269000.0,144012000.0,-2142000.0,-2142000.0,
TSL.MI,2021-12-31,12M,EUR,53650860.0,-0.4,105178000.0,43043000.0,43043000.0,57275652.0,-0.4,-20617000.0,-16187000.0,26856000.0,38981000.0,,4156000.0,4156000.0,3249000.0,3249000.0,0.0,-20617000.0,-20617000.0,-20617000.0,,,-20617000.0,-20617000.0,-20617000.0,-4286000.0,-4286000.0,27462000.0,-20156440.0,54069000.0,-15088000.0,144159000.0,,5492000.0,,0.0,-20343000.0,105178000.0,43043000.0,76111000.0,606000.0,-606000.0,-145440.0,274000.0,0.24,159247000.0,-15693000.0,3379000.0,144159000.0,-606000.0,-606000.0,
TSL.MI,2022-12-31,12M,EUR,177509104.0,-0.328,74452000.0,43499000.0,43499000.0,177509104.0,-0.328,-36896000.0,-35333000.0,8166000.0,25608000.0,0.0,1538000.0,1538000.0,4000.0,4000.0,-9000.0,-36896000.0,-36896000.0,-36887000.0,,0.0,-36896000.0,-36896000.0,-36887000.0,-4023000.0,-4023000.0,7180000.0,-37645360.0,59197000.0,-33589000.0,100060000.0,,2407000.0,,0.0,-36871000.0,74452000.0,43498000.0,55805000.0,-986000.0,986000.0,236640.0,16000.0,0.24,133649000.0,-33653000.0,2489000.0,100060000.0,986000.0,986000.0,
TSL.MI,2023-06-30,TTM,EUR,170347452.0,-0.2,,,,170347452.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSL.MI,2023-12-31,12M,EUR,,,156483000.0,81569000.0,81569000.0,,,-62373000.0,-58304000.0,23265000.0,74737000.0,4751000.0,3758000.0,3758000.0,37000.0,37000.0,-170000.0,-62373000.0,-62373000.0,-62204000.0,,0.0,-62373000.0,-62373000.0,-62204000.0,-6925000.0,-6925000.0,31133000.0,-56393320.0,121610000.0,-46873000.0,231220000.0,,5692000.0,,0.0,-62062000.0,156483000.0,81569000.0,130394000.0,3117000.0,-7868000.0,-1888320.0,142000.0,0.24,278093000.0,-54741000.0,3204000.0,231220000.0,-7868000.0,-7868000.0,
TSL.MI,2023-12-31,TTM,EUR,202677451.0,-0.612,156483000.0,81569000.0,81569000.0,202677451.0,-0.612,-62373000.0,-58304000.0,23265000.0,74737000.0,4751000.0,3758000.0,3758000.0,37000.0,37000.0,-170000.0,-62373000.0,-62373000.0,-62204000.0,,0.0,-62373000.0,-62373000.0,-62204000.0,-6925000.0,-6925000.0,31133000.0,-56393320.0,121610000.0,-46873000.0,231220000.0,,5692000.0,,0.0,-62062000.0,156483000.0,81569000.0,130394000.0,3117000.0,-7868000.0,-1888320.0,142000.0,0.24,278093000.0,-54741000.0,3204000.0,231220000.0,-7868000.0,-7868000.0,
