asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DeferredTax,DefinedPensionBenefit,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,ShareIssued,ShortTermDebtPayments,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,41170000.0,-0.4,,,,,,,,,11653000.0,,,,,,,,,,,,,,,,,,,,,1100000.0,,,,,41170000.0,-0.4,,,,,,,,-527000.0,-10573000.0,,,,,,,,,,,,,,,,3719000.0,,10070000.0,,,,10070000.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15025000.0,96000.0,,,,,4300000.0,,,,,-11100000.0,,,6435000.0,,,,,,,,,,,,,,16081000.0,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,10103000.0
2020-12-31,12M,EUR,58034000.0,9594000.0,-262283000.0,-12872000.0,,8000.0,44402000.0,-0.5,11653000.0,18051000.0,-37405000.0,23009000.0,51655000.0,4434000.0,4434000.0,4434000.0,4434000.0,-7219000.0,0.0,4162000.0,-18074000.0,3401000.0,-520000.0,-11907000.0,-7219000.0,51655000.0,-72971000.0,,1612000.0,100467000.0,37402000.0,7950000.0,70853000.0,78803000.0,,181133000.0,-8250000.0,1000000.0,41324000.0,41324000.0,41324000.0,41324000.0,44402000.0,-0.5,-22201000.0,-17432000.0,23892000.0,4434000.0,223338907.0,-3846000.0,-8018000.0,,0.0,,61618000.0,22466000.0,310152000.0,43545000.0,,4695000.0,4695000.0,440000.0,440000.0,,1365000.0,-32760000.0,8000.0,,,,0.0,15059000.0,3483000.0,18542000.0,0.0,-901000.0,3719000.0,5448000.0,156491000.0,148293907.0,0.0,0.0,,,69902000.0,-22201000.0,-22201000.0,-22201000.0,,,-22201000.0,-22201000.0,-22201000.0,-22201000.0,-25089000.0,-7524000.0,100000.0,244000.0,-901000.0,-7524000.0,-2000.0,4545000.0,47869000.0,-12316000.0,1145000.0,-134589000.0,,2100000.0,2708000.0,799000.0,26034000.0,-20573080.0,29387000.0,55721000.0,-12176000.0,144012000.0,50612255.0,,31994000.0,51000.0,61618000.0,26631000.0,-1002000.0,5965000.0,,6455000.0,11300000.0,133998000.0,20505000.0,,0.0,69390000.0,2403000.0,-22127000.0,0.0,8558000.0,,-25089000.0,-12316000.0,100467000.0,41324000.0,73170000.0,-901000.0,2142000.0,-124677000.0,,14571000.0,50612255.0,,-2142000.0,11000.0,-72971000.0,-134589000.0,-514080.0,74000.0,0.24,466000.0,151404000.0,-69488000.0,97345000.0,-72971000.0,156188000.0,224375000.0,114011000.0,43242000.0,-14318000.0,3269000.0,144012000.0,56000.0,-2142000.0,-2142000.0,8479000.0,,-143731000.0,
2021-12-31,12M,EUR,68436000.0,8788000.0,-271222000.0,-10753000.0,,8000.0,53650860.0,-0.4,4434000.0,17917000.0,-39427000.0,20834000.0,63655000.0,11614000.0,11614000.0,11614000.0,,7180000.0,-197000.0,-3673000.0,-7262000.0,22134000.0,-2169000.0,7633000.0,7180000.0,63655000.0,-81646000.0,11460000.0,1316000.0,105178000.0,36556000.0,7773000.0,9323000.0,17096000.0,4000000.0,116355000.0,-2255000.0,1000000.0,43043000.0,43043000.0,43043000.0,43043000.0,57275652.0,-0.4,-20617000.0,-16187000.0,26856000.0,11614000.0,189673751.0,11571000.0,-4560000.0,,,,58822000.0,19541000.0,314682000.0,38981000.0,,4156000.0,4156000.0,3249000.0,3249000.0,197000.0,-2108000.0,-39258000.0,8000.0,,,11460000.0,5730000.0,13061000.0,70215000.0,83276000.0,5730000.0,-899000.0,3719000.0,4124000.0,160003000.0,100080751.0,0.0,0.0,,11460000.0,67924000.0,-20617000.0,-20617000.0,-20617000.0,,,-20617000.0,-20617000.0,-20617000.0,-20617000.0,-23224000.0,-4286000.0,41000.0,3820000.0,4831000.0,-4286000.0,-5000.0,128000.0,43460000.0,-16203000.0,-1011000.0,-140468000.0,,5300000.0,2615000.0,758000.0,27462000.0,-20156440.0,34867000.0,54069000.0,-15088000.0,144159000.0,57517673.0,,5600000.0,,58822000.0,8069000.0,-998000.0,1077000.0,,5492000.0,6700000.0,135446000.0,3700000.0,,0.0,75339000.0,2354000.0,-20343000.0,0.0,5105000.0,,-23224000.0,-16203000.0,105178000.0,43043000.0,76111000.0,-899000.0,606000.0,-145301000.0,,,57517673.0,,-606000.0,0.0,-81646000.0,-140468000.0,-145440.0,274000.0,0.24,9903000.0,143236000.0,-11431000.0,100372000.0,-81646000.0,159247000.0,224882000.0,106769000.0,108527000.0,-15693000.0,3379000.0,144159000.0,203000.0,-606000.0,-606000.0,12135000.0,,-79799000.0,
2022-12-31,12M,EUR,87792000.0,13980000.0,-12033000.0,-9983000.0,27807000.0,253000.0,177509104.0,-0.328,3935000.0,10886000.0,-23239000.0,15652000.0,185514000.0,8265000.0,8265000.0,8265000.0,,3976000.0,-1000.0,766000.0,-18821000.0,13418000.0,-5001000.0,-10193000.0,3976000.0,185514000.0,65128000.0,,8477000.0,74452000.0,65725000.0,4925000.0,14752000.0,19677000.0,,152370000.0,-700000.0,,43498000.0,43498000.0,43499000.0,43499000.0,177509104.0,-0.328,-36896000.0,-35333000.0,8166000.0,8265000.0,137170169.0,-7542000.0,-18824000.0,-392000.0,,47603000.0,194289000.0,23963000.0,92084000.0,25608000.0,0.0,1538000.0,1538000.0,4000.0,4000.0,26688000.0,156189000.0,7103000.0,253000.0,855000.0,,,,10727000.0,76309000.0,87036000.0,,-3174000.0,6880000.0,10554000.0,68788000.0,47726169.0,1013000.0,-9000.0,0.0,0.0,82796000.0,-36896000.0,-36896000.0,-36887000.0,,0.0,-36896000.0,-36896000.0,-36887000.0,-36887000.0,4183000.0,-4023000.0,-4637000.0,-3438000.0,-3174000.0,-4023000.0,-136000.0,2000.0,80051000.0,7555000.0,-264000.0,-129161000.0,23727000.0,23727000.0,7814000.0,791000.0,7180000.0,-37645360.0,4415000.0,59197000.0,-33589000.0,100060000.0,177509104.0,354000.0,,,146686000.0,5983000.0,3000.0,1000.0,,2407000.0,21860000.0,3933000.0,16677000.0,,0.0,109652000.0,7988000.0,-36871000.0,0.0,2660000.0,0.0,-12817000.0,-10422000.0,74452000.0,43498000.0,55805000.0,-3438000.0,-986000.0,-36896000.0,17000000.0,17977000.0,177509104.0,-264000.0,986000.0,,65128000.0,-129161000.0,236640.0,16000.0,0.24,115000.0,371719000.0,141437000.0,106713000.0,66141000.0,133649000.0,305578000.0,305994000.0,153208000.0,-33653000.0,2489000.0,100060000.0,0.0,986000.0,986000.0,24076000.0,,-86645000.0,
2023-12-31,12M,EUR,97472000.0,15071000.0,-25177000.0,-12044000.0,,171000.0,,,8265000.0,8825000.0,-50690000.0,12436000.0,208993000.0,7711000.0,7711000.0,7711000.0,,-627000.0,18267000.0,-121000.0,-9597000.0,1827000.0,-5976000.0,2933000.0,-627000.0,208993000.0,24402000.0,,7055000.0,156483000.0,39459000.0,4144000.0,20200000.0,24344000.0,,162274000.0,-908000.0,,81569000.0,81569000.0,81569000.0,81569000.0,,,-62373000.0,-58304000.0,23265000.0,7711000.0,244190423.0,-9181000.0,-8438000.0,,,48292000.0,174279000.0,27115000.0,90714000.0,74737000.0,4751000.0,3758000.0,3758000.0,37000.0,37000.0,8297000.0,105605000.0,-33698000.0,171000.0,955000.0,,,,8292000.0,61003000.0,69295000.0,,-8723000.0,6552000.0,6021000.0,72024000.0,154718423.0,959000.0,-170000.0,0.0,7828000.0,73492000.0,-62373000.0,-62373000.0,-62204000.0,,0.0,-62373000.0,-62373000.0,-62204000.0,-62204000.0,-33261000.0,-6925000.0,-39000.0,-13016000.0,-8723000.0,-6925000.0,-14000.0,-1701000.0,65537000.0,1303000.0,-4293000.0,-149877000.0,16558000.0,16558000.0,7839000.0,785000.0,31133000.0,-56393320.0,42252000.0,121610000.0,-46873000.0,231220000.0,234067207.0,73000.0,,,125987000.0,7338000.0,-1000.0,9000.0,,5692000.0,18700000.0,2810000.0,8257000.0,,0.0,116300000.0,,-62062000.0,0.0,8774000.0,0.0,-33261000.0,-17429000.0,156483000.0,81569000.0,130394000.0,-13016000.0,3117000.0,-62373000.0,0.0,18732000.0,234067207.0,-4293000.0,-7868000.0,,24402000.0,-149877000.0,-1888320.0,142000.0,0.24,123000.0,303339000.0,85405000.0,93639000.0,25361000.0,278093000.0,277978000.0,263881000.0,115704000.0,-54741000.0,3204000.0,231220000.0,128000.0,-7868000.0,-7868000.0,15982000.0,0.0,-122815000.0,
