symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfPPE,ShortTermDebtPayments,StockBasedCompensation
TSL.MI,2019-06-30,TTM,EUR,26229000.0,,,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-869000.0,,,,,,,,,,,,,,,,,-8382000.0,
TSL.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,-527000.0,-10573000.0,,,10070000.0,10070000.0,,,0.0,,,,,,,,,,,,,,,,,,,,16081000.0,,5000.0
TSL.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,109000.0,,,,,,-10573000.0,-527000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,5000.0
TSL.MI,2020-12-31,12M,EUR,,11653000.0,-37405000.0,-7219000.0,0.0,4162000.0,-18074000.0,3401000.0,-520000.0,-11907000.0,-7219000.0,,-8250000.0,41324000.0,41324000.0,4434000.0,-3846000.0,-8018000.0,,0.0,-32760000.0,,0.0,0.0,-901000.0,,,-22201000.0,-22201000.0,-25089000.0,100000.0,244000.0,-901000.0,-2000.0,4545000.0,-12316000.0,1145000.0,29387000.0,,26631000.0,8558000.0,,-25089000.0,-12316000.0,-901000.0,,14571000.0,,11000.0
TSL.MI,2021-12-31,12M,EUR,,4434000.0,-39427000.0,7180000.0,-197000.0,-3673000.0,-7262000.0,22134000.0,-2169000.0,7633000.0,7180000.0,11460000.0,-2255000.0,43043000.0,43043000.0,11614000.0,11571000.0,-4560000.0,,,-39258000.0,11460000.0,5730000.0,5730000.0,-899000.0,,11460000.0,-20617000.0,-20617000.0,-23224000.0,41000.0,3820000.0,4831000.0,-5000.0,128000.0,-16203000.0,-1011000.0,34867000.0,,8069000.0,5105000.0,,-23224000.0,-16203000.0,-899000.0,,,,0.0
TSL.MI,2022-12-31,12M,EUR,27807000.0,3935000.0,-23239000.0,3976000.0,-1000.0,766000.0,-18821000.0,13418000.0,-5001000.0,-10193000.0,3976000.0,,-700000.0,43498000.0,43498000.0,8265000.0,-7542000.0,-18824000.0,-392000.0,,7103000.0,,,,-3174000.0,0.0,0.0,-36896000.0,-36887000.0,4183000.0,-4637000.0,-3438000.0,-3174000.0,-136000.0,2000.0,7555000.0,-264000.0,4415000.0,354000.0,5983000.0,2660000.0,0.0,-12817000.0,-10422000.0,-3438000.0,17000000.0,17977000.0,-264000.0,
TSL.MI,2023-12-31,12M,EUR,,8265000.0,-50690000.0,-627000.0,18267000.0,-121000.0,-9597000.0,1827000.0,-5976000.0,2933000.0,-627000.0,,-908000.0,81569000.0,81569000.0,7711000.0,-9181000.0,-8438000.0,,,-33698000.0,,,,-8723000.0,0.0,7828000.0,-62373000.0,-62204000.0,-33261000.0,-39000.0,-13016000.0,-8723000.0,-14000.0,-1701000.0,1303000.0,-4293000.0,42252000.0,73000.0,7338000.0,8774000.0,0.0,-33261000.0,-17429000.0,-13016000.0,0.0,18732000.0,-4293000.0,
TSL.MI,2023-12-31,TTM,EUR,,8265000.0,-50690000.0,-627000.0,18267000.0,-121000.0,-9597000.0,1827000.0,-5976000.0,2933000.0,-627000.0,,-908000.0,81569000.0,81569000.0,7711000.0,-9181000.0,-8438000.0,,,-33698000.0,,,,-8723000.0,0.0,7828000.0,-62373000.0,-62204000.0,-33261000.0,-39000.0,-13016000.0,-8723000.0,-14000.0,-1701000.0,1303000.0,-4293000.0,42252000.0,73000.0,7338000.0,8774000.0,0.0,-33261000.0,-17429000.0,-13016000.0,0.0,18732000.0,-4293000.0,
