asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,38000000.0,,,,,,,,,,,-873083.0,,,,,,0.0,,,,,,,,,,,,,,,,,38000000.0,,,,,,,,,,,,,,91658.0,,,,,,,,,,1317.0,1317.0,,,,,,,,,,,,,,,,,,,,,-486430.0,,,,,,,,,,,,,,,,-1.0,-4664.0,,,,,,,,,,,,,,,,,,,-1.0,-1.0,851000.0,91658.0,,,,,,,,,,-486430.0,,,,,,,,,,0.0,0.0,,,91658.0,,,,,,,,,,,,,,,,,,,,-1317.0,,,,,,,,,,
2020-12-31,12M,EUR,1130604.0,1017584.0,9041156.0,,1347713.0,,0.001473,4383414.0,-3262564.0,964765.0,3347076.0,4447076.0,3347076.0,,-1037167.0,19030.0,,-411444.0,-153696.0,-546110.0,-1037167.0,964765.0,,11149661.0,463621.0,,,1980126.0,8446992.0,387569.0,387569.0,0.0,2563134.0,41071.0,1683543.0,1683543.0,1683544.0,335831.0,10968.0,,0.001473,55987.0,,189699.0,1873243.0,,3347076.0,53332682.0,0.0,1690021.0,343040.0,-1922019.0,,,1729503.0,6835645.0,,1062307.0,4175569.0,365.0,0.0,92641.0,92641.0,2270.0,2270.0,-90576.0,343040.0,13401421.0,-4067733.0,0.0,0.0,0.0,155235.0,463621.0,1960593.0,1864191.0,1864191.0,1960593.0,-734193.0,155235.0,10968.0,0.0,56620000.0,0.0,0.0,-19305.0,463621.0,,55987.0,55987.0,55987.0,55987.0,55987.0,55987.0,55987.0,-2521016.0,-90371.0,-1119305.0,1226400.0,1226400.0,-90371.0,,-1100000.0,1062307.0,-427412.0,1226400.0,4314016.0,0.0,325978.0,0.0,1886488.0,66053.2,1340545.0,3974690.0,200879.0,6155695.0,38590600.0,829.0,,5106142.0,-252479.0,,,1478413.0,45442.0,379291.0,1062307.0,2333030.0,1100000.0,0.0,2072152.0,97058.0,0.0,138013.0,-19305.0,-2521016.0,-1119305.0,-741548.0,0.0,1980126.0,1683543.0,-734193.0,,55987.0,,,,314136.0,,38590600.0,1960593.0,-734193.0,-13245.0,11149661.0,4314016.0,-3178.8,41071.0,0.24,305897.0,-60876.0,16504889.0,13013852.0,2251760.0,11149661.0,5954816.0,5355228.0,8057897.0,2792094.0,,6155695.0,562257.0,-13245.0,-13245.0,590957.0,,,0.0,5883858.0,13245.0
2021-12-31,12M,EUR,1552779.0,2388674.0,9827512.0,,1633724.0,39529532.0,0.004402,3347076.0,-3472120.0,988238.0,1607171.0,2661008.0,1607171.0,746076.0,-1739905.0,-53396.0,674365.0,658380.0,-3673091.0,-1647666.0,-1739904.0,988238.0,0.0,12144527.0,809829.0,0.0,203591.0,6586773.0,10543906.0,858266.0,858266.0,0.0,5441166.0,108337.0,2009432.0,2009432.0,2009432.0,375708.0,16913.0,39529532.0,0.004402,174022.0,0.0,366787.0,2376219.0,,1607171.0,73243415.0,0.0,922468.0,396436.0,-2856135.0,,,1594515.0,7842531.0,,1518109.0,2455302.0,17331.0,0.0,87895.0,87895.0,20580.0,20580.0,-87895.0,396436.0,14690042.0,-3278357.0,0.0,0.0,0.0,155235.0,809829.0,280000.0,1687249.0,1687249.0,280000.0,-167361.0,155235.0,,0.0,73524929.0,17323.0,3467.0,,809829.0,938344.0,174022.0,174022.0,174022.0,174022.0,174022.0,170555.0,174022.0,-2640610.0,-87895.0,43724.0,112639.0,112639.0,-87895.0,,46163.0,1518109.0,-681471.0,0.0,4301996.0,0.0,385915.0,0.0,2456083.0,222862.427549,615985.0,2009432.0,445870.0,9042075.0,39529532.0,-1.0,1.0,6248016.0,140464.0,,,,67865.0,618138.0,1314518.0,4643903.0,1053837.0,0.0,3562752.0,278892.0,0.0,31094.0,,-2640610.0,-1056276.0,-831510.0,0.0,6586773.0,2009432.0,-167361.0,0.0,174023.0,,0.0,1100000.0,150039.0,,39529532.0,280000.0,-167361.0,-31094.0,12144527.0,4301996.0,-31023.572451,108337.0,0.388455,436554.0,-108337.0,20066931.0,13831776.0,2545515.0,12161850.0,8596205.0,7905081.0,9523024.0,2463915.0,,9042075.0,1391835.0,-79864.0,-79864.0,373838.0,,0.0,0.0,5102740.0,31094.0
2022-12-31,12M,EUR,2110519.0,1344722.0,10202505.0,-109142.0,1907693.0,39936030.0,0.06981,1607171.0,-3333496.0,998401.0,4448756.0,4448756.0,4448756.0,741913.0,2841586.0,-171211.0,994404.0,2151936.0,-4091619.0,-374577.0,2841586.0,998401.0,0.0,15024574.0,385156.0,-349896.0,203591.0,9093989.0,16779220.0,1139557.0,1139557.0,0.0,9857926.0,1311687.0,2337837.0,2337837.0,2337837.0,430144.0,24623.0,39936030.0,0.06981,2787941.0,0.0,4341832.0,6679669.0,0.0,4448757.0,83481067.0,0.0,-86938.0,567647.0,1451302.0,-20741.0,,1331164.0,8431865.0,1453864.0,1559744.0,6735431.0,81883.0,0.0,239838.0,239838.0,,,-243628.0,567647.0,17384486.0,-1856274.0,0.0,0.0,0.0,19305.0,385156.0,150000.0,1220355.0,1220355.0,150000.0,-553489.0,19305.0,,1602.0,83012017.0,19690.0,-2367.0,,35260.0,,2787941.0,2787941.0,2787941.0,2787941.0,2787941.0,2790307.0,2787941.0,-2497028.0,-229965.0,1127004.0,-122198.0,-403489.0,-229965.0,,,1559744.0,-486250.0,281291.0,6592709.0,0.0,438098.0,0.0,6731640.0,2823293.329891,4784798.0,2337837.0,4397594.0,15829420.0,39936030.0,,12236633.0,7100701.0,243628.0,1.0,-2.0,,233143.0,2181973.0,1354551.0,9814605.0,,0.0,6694173.0,4101994.0,0.0,51971.0,,-2497028.0,,-836468.0,0.0,9093989.0,2337837.0,-553489.0,-349896.0,2787941.0,,0.0,1127004.0,350218.0,,39936030.0,,,-51971.0,15024574.0,6592709.0,-16618.670109,1311687.0,0.319768,521607.0,-1311687.0,26795495.0,16244929.0,2359912.0,15044264.0,11431826.0,11751231.0,10016275.0,1893305.0,-9873.0,15829420.0,2401681.0,-51971.0,-51971.0,210231.0,,349896.0,0.0,6921294.0,51971.0
2023-12-31,12M,EUR,1960171.0,2451723.0,11705989.0,-176910.0,2643723.0,41221094.0,0.096151,4448757.0,-4653742.0,1035432.0,9460636.0,9460636.0,9460636.0,1647237.0,5011879.0,-80101.0,-28793.0,-1224407.0,-2645988.0,-2332052.0,5011878.0,1035432.0,,20514141.0,1540516.0,0.0,223591.0,11004269.0,24512171.0,1493134.0,1493134.0,0.0,10639093.0,1716523.0,3132953.0,3132953.0,3132953.0,489230.0,56995.0,41221094.0,0.096151,3963448.0,0.0,6169417.0,9302370.0,0.0,9460636.0,123129963.0,0.0,4502714.0,647748.0,201748.0,20011.0,,1067814.0,9591867.0,2628633.0,1765462.0,9280466.0,94952.0,0.0,489446.0,489446.0,,,-396411.0,647748.0,25887389.0,-4346326.0,0.0,0.0,0.0,20408.0,1540516.0,4031000.0,3880114.0,3880114.0,4031000.0,-969844.0,20408.0,,0.0,124666054.0,0.0,0.0,,1540516.0,,3963448.0,3963448.0,3963448.0,3963448.0,3963448.0,3963448.0,3963448.0,-3758496.0,-394194.0,-15672.0,2962199.0,3061156.0,-394194.0,-1.0,,1765462.0,-572158.0,-98957.0,10922274.0,0.0,600012.0,0.0,9373501.0,4013082.763925,4855490.0,3132953.0,6147513.0,20284735.0,41221094.0,1.0,,8524053.0,396411.0,-1.0,2.0,,,854782.0,1541871.0,11344377.0,,0.0,5273186.0,5679971.0,0.0,71131.0,,-3758496.0,-15672.0,-895246.0,0.0,11004269.0,3132953.0,-969844.0,0.0,3963448.0,,0.0,,323088.0,,41417294.0,,,-71131.0,20514141.0,10922274.0,-21496.236075,1716523.0,0.302206,512735.0,-1716523.0,35896768.0,24394255.0,5373248.0,20514141.0,14137222.0,15382627.0,11384596.0,4743534.0,-95252.0,20284735.0,2458233.0,-71131.0,-71131.0,206411.0,196200.0,349896.0,0.0,13873078.0,71131.0
