asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AssetImpairmentCharge,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFlowFromContinuingFinancingActivities,CashFlowFromContinuingInvestingActivities,CashFlowFromContinuingOperatingActivities,ChangeInAccountPayable,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherWorkingCapital,ChangeInPayable,ChangeInPayablesAndAccruedExpense,ChangeInReceivables,ChangeInWorkingCapital,ChangesInAccountReceivables,ChangesInCash,CommercialPaper,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredLiabilities,CurrentDeferredRevenue,CurrentLiabilities,DeferredIncomeTax,DeferredTax,DepreciationAmortizationDepletion,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,DuefromRelatedPartiesCurrent,EBIT,EBITDA,EarningsFromEquityInterest,EarningsLossesFromEquityInvestments,EffectOfExchangeRateChanges,EmployeeBenefits,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,ForeignCurrencyTranslationAdjustments,FreeCashFlow,GainLossOnInvestmentSecurities,GainOnSaleOfSecurity,GainsLossesNotAffectingRetainedEarnings,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,IncomeTaxPayable,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsAndAdvances,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LandAndImprovements,LineOfCredit,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentAccountsReceivable,NonCurrentDeferredAssets,NonCurrentDeferredLiabilities,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingGainsLosses,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentBorrowings,OtherCurrentLiabilities,OtherEquityAdjustments,OtherIncomeExpense,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PayablesAndAccruedExpenses,PensionAndEmployeeBenefitExpense,PretaxIncome,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,Receivables,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RetainedEarnings,SalariesAndWages,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-141896000000.0,,,,3371900000.0,0.19,,1010000000.0,,,,,,,,,,,,,,,,,,,,34000000.0,,,,-1224000000.0,15452000000.0,,,,,,1751000000.0,1751000000.0,,,,,286000000.0,3378200000.0,0.19,,,1645000000.0,,,,,,,,,129000000.0,,4962000000.0,,,,,,,3138000000.0,,,,11076000000.0,,,,,,,,,,,,,,,4977000000.0,7065000000.0,50000000.0,,4255000000.0,4446000000.0,,,,,,,,178800000000.0,,,,,-1224000000.0,,,,,,,,,,,,,,,,,,,,,,,,706000000.0,,,,,,,,,,,,,,,,2387000000.0,4000000.0,,,,,,,5576000000.0,,4143000000.0,,,,,,-771000000.0,,,,2743000000.0,,,,,-1224000000.0,1266000000.0,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962000000.0,,
2023-03-31,3M,EUR,19643000000.0,17475000000.0,,91000000.0,20000000.0,2029000000.0,3345400000.0,0.71,10181000000.0,,-2119000000.0,4838000000.0,4005000000.0,10146000000.0,19141000000.0,-765000000.0,-1206000000.0,-1779000000.0,2982000000.0,-6301000000.0,-35000000.0,1597000000.0,799000000.0,-6301000000.0,-6301000000.0,3612000000.0,-293000000.0,3612000000.0,-3000000.0,,4005000000.0,-765000000.0,55082000000.0,,,23828000000.0,51487000000.0,875000000.0,6425000000.0,7300000000.0,,,37387000000.0,1174000000.0,1174000000.0,1852000000.0,,3351700000.0,0.7,2388000000.0,560000000.0,,5762000000.0,7614000000.0,358000000.0,-358000000.0,-32000000.0,808000000.0,10146000000.0,55133605185.0,,-1206000000.0,,6575000000.0,863000000.0,-9000000.0,818000000.0,15779000000.0,794000000.0,,5492000000.0,60961000000.0,3357000000.0,,91000000.0,1763000000.0,2181000000.0,2181000000.0,2007000000.0,2007000000.0,-39000000.0,-281000000.0,64000000.0,6452000000.0,81998000000.0,-1779000000.0,2029000000.0,15621000000.0,,,,2002000000.0,,,3963000000.0,20491000000.0,24454000000.0,2002000000.0,-399000000.0,12390000000.0,15179000000.0,,43175605185.0,471000000.0,-19000000.0,-144000000.0,,16770000000.0,2388000000.0,2388000000.0,2407000000.0,2388000000.0,2388000000.0,2407000000.0,2407000000.0,-55000000.0,-108000000.0,-151000000.0,-386000000.0,1603000000.0,-108000000.0,-16000000.0,605000000.0,60961000000.0,-2034000000.0,-1989000000.0,49590000000.0,113000000.0,4329000000.0,5252000000.0,,4329000000.0,5252000000.0,6995000000.0,1971933817.36945,2982000000.0,838000000.0,-750000000.0,2519000000.0,27185000000.0,3345390143.0,7771000000.0,6425000000.0,8681000000.0,9204000000.0,1170000000.0,,,1202000000.0,-302000000.0,3863000000.0,2983000000.0,193000000.0,44000000.0,,60961000000.0,,8995000000.0,21406000000.0,21406000000.0,25000000.0,3581000000.0,-524000000.0,-55000000.0,-192000000.0,-2064000000.0,,18103000000.0,23828000000.0,1852000000.0,-399000000.0,,,38235000000.0,794000000.0,380000000.0,,41000000.0,30000000.0,794000000.0,3571487977.0,-199000000.0,55082000000.0,49590000000.0,202933817.36945,1174000000.0,0.327841,628000000.0,-1540000000.0,141866000000.0,75573000000.0,31754000000.0,55553000000.0,24666000000.0,86313000000.0,90379000000.0,48926000000.0,2513000000.0,-66000000.0,27185000000.0,1763000000.0,619000000.0,619000000.0,250000000.0,226097834.0,2937000000.0,,14100000000.0,108000000.0
2023-06-30,3M,EUR,11122000000.0,10644000000.0,,433000000.0,391000000.0,57000000.0,,,10146000000.0,,-2557000000.0,4726000000.0,4005000000.0,11417000000.0,19700000000.0,-744000000.0,64000000.0,-3253000000.0,4443000000.0,-2143000000.0,1271000000.0,466000000.0,833000000.0,-2143000000.0,-2143000000.0,2431000000.0,1587000000.0,2431000000.0,1254000000.0,20000000.0,4005000000.0,-744000000.0,55107000000.0,-406000000.0,,17004000000.0,48688000000.0,853000000.0,5504000000.0,7547000000.0,1072000000.0,1072000000.0,33807000000.0,1743000000.0,1743000000.0,1873000000.0,238000000.0,,,240000000.0,780000000.0,1601000000.0,3428000000.0,5301000000.0,333000000.0,-333000000.0,17000000.0,783000000.0,11417000000.0,56268814214.0,67000000.0,64000000.0,,6570000000.0,1886000000.0,-83000000.0,-292000000.0,13965000000.0,746000000.0,,5499000000.0,61522000000.0,2587000000.0,4217000000.0,433000000.0,1775000000.0,1371000000.0,1371000000.0,1189000000.0,1189000000.0,-48000000.0,-227000000.0,89000000.0,6074000000.0,82654000000.0,-3253000000.0,57000000.0,14344000000.0,,,,2048000000.0,,2590000000.0,3873000000.0,22043000000.0,25916000000.0,2048000000.0,-672000000.0,13022000000.0,15198000000.0,,43655814214.0,421000000.0,-20000000.0,-104000000.0,-406000000.0,16130000000.0,294000000.0,240000000.0,314000000.0,294000000.0,294000000.0,314000000.0,314000000.0,-38000000.0,-123000000.0,-1120000000.0,1252000000.0,1376000000.0,-123000000.0,-77000000.0,484000000.0,61522000000.0,-2475000000.0,-124000000.0,49608000000.0,2255000000.0,4509000000.0,6261000000.0,696000000.0,4509000000.0,5565000000.0,5560000000.0,490840000.0,4443000000.0,702000000.0,-428000000.0,1885000000.0,29341000000.0,3311774709.0,1303000000.0,2894000000.0,4180000000.0,7395000000.0,295000000.0,,,1265000000.0,128000000.0,3536000000.0,2450000000.0,221000000.0,-85000000.0,5736000000.0,61522000000.0,3449000000.0,8283000000.0,21008000000.0,21008000000.0,-2000000.0,2057000000.0,-104000000.0,-70000000.0,-1138000000.0,-2487000000.0,,17003000000.0,17004000000.0,1873000000.0,-672000000.0,-406000000.0,,38111000000.0,746000000.0,0.0,32000000.0,18000000.0,12000000.0,746000000.0,3375937893.0,33000000.0,55107000000.0,49608000000.0,-62160000.0,1743000000.0,0.24,1309000000.0,-1849000000.0,140420000000.0,77150000000.0,33463000000.0,55528000000.0,17706000000.0,84892000000.0,91732000000.0,51085000000.0,1762000000.0,-59000000.0,19591000000.0,4150000000.0,-259000000.0,-259000000.0,239000000.0,64163184.0,974000000.0,,14881000000.0,-48000000.0
2023-09-30,3M,EUR,17776000000.0,14710000000.0,,121000000.0,2690000000.0,2150000000.0,3290200000.0,0.57,11417000000.0,,-1873000000.0,4899000000.0,4005000000.0,9559000000.0,18504000000.0,-790000000.0,-3598000000.0,-1805000000.0,3519000000.0,764000000.0,-1844000000.0,-1025000000.0,736000000.0,764000000.0,764000000.0,-615000000.0,-140000000.0,-615000000.0,-1884000000.0,,4005000000.0,-790000000.0,56847000000.0,-607000000.0,,18713000000.0,48067000000.0,885000000.0,5047000000.0,5932000000.0,,,33565000000.0,1503000000.0,1503000000.0,1769000000.0,,3300000000.0,0.57,1916000000.0,342000000.0,,5564000000.0,7333000000.0,357000000.0,-357000000.0,40000000.0,714000000.0,9573000000.0,63639143704.0,,-3598000000.0,,7914000000.0,1646000000.0,-69000000.0,79000000.0,15756000000.0,663000000.0,,5431000000.0,62615000000.0,3606000000.0,,121000000.0,1805000000.0,2126000000.0,2126000000.0,1874000000.0,1874000000.0,,-239000000.0,101000000.0,6883000000.0,83989000000.0,-1805000000.0,2150000000.0,16890000000.0,,,,1000000000.0,,,4014000000.0,22095000000.0,26109000000.0,1000000000.0,-2569000000.0,13444000000.0,15196000000.0,,49876143704.0,437000000.0,-19000000.0,15000000.0,-607000000.0,17583000000.0,1916000000.0,1916000000.0,1935000000.0,1916000000.0,1916000000.0,1935000000.0,1935000000.0,-67000000.0,-124000000.0,-96000000.0,-2192000000.0,-1569000000.0,-124000000.0,-9000000.0,124000000.0,62615000000.0,-1781000000.0,-623000000.0,51416000000.0,110000000.0,3433000000.0,4347000000.0,,3433000000.0,4347000000.0,7425000000.0,1985920000.0,3519000000.0,640000000.0,-506000000.0,2966000000.0,26513000000.0,3269280526.0,4616000000.0,5047000000.0,8052000000.0,7842000000.0,596000000.0,,,1296000000.0,11000000.0,4448000000.0,3715000000.0,331000000.0,-23000000.0,,62615000000.0,,8945000000.0,19581000000.0,19581000000.0,-69000000.0,3438000000.0,,-67000000.0,-114000000.0,-1806000000.0,,15374000000.0,18713000000.0,1769000000.0,-2569000000.0,-607000000.0,,38661000000.0,663000000.0,15000000.0,,18000000.0,25000000.0,663000000.0,3375937893.0,-171000000.0,56847000000.0,51416000000.0,-22080000.0,1503000000.0,0.24,664000000.0,-1378000000.0,140994000000.0,78942000000.0,32041000000.0,57284000000.0,19353000000.0,83710000000.0,92927000000.0,50145000000.0,3126000000.0,-128000000.0,22319000000.0,1805000000.0,-92000000.0,-92000000.0,64000000.0,106657367.0,1575000000.0,,14502000000.0,50000000.0
2023-12-31,3M,EUR,14231000000.0,13184000000.0,-142556000000.0,1692000000.0,2609000000.0,61000000.0,3242800000.0,0.05,9573000000.0,1039000000.0,-2666000000.0,5336000000.0,4005000000.0,9481000000.0,16263000000.0,-747000000.0,-928000000.0,-2528000000.0,4175000000.0,2857000000.0,632000000.0,754000000.0,-848000000.0,2857000000.0,2857000000.0,-2106000000.0,657000000.0,-2106000000.0,719000000.0,,4005000000.0,-747000000.0,53184000000.0,-790000000.0,17978000000.0,21770000000.0,49314000000.0,1128000000.0,6057000000.0,8141000000.0,1154000000.0,1154000000.0,37921000000.0,948000000.0,948000000.0,1985000000.0,153000000.0,3306100000.0,0.05,73000000.0,573000000.0,1365000000.0,3587000000.0,5572000000.0,288000000.0,-288000000.0,-87000000.0,748000000.0,10205000000.0,62939488604.0,46000000.0,-928000000.0,,5238000000.0,1509000000.0,-94000000.0,113000000.0,13753000000.0,933000000.0,3133000000.0,6379000000.0,203689000000.0,2852000000.0,3323000000.0,1692000000.0,1685000000.0,2435000000.0,2435000000.0,2347000000.0,2347000000.0,,-172000000.0,205000000.0,6186000000.0,80957000000.0,-2528000000.0,61000000.0,13947000000.0,4327000000.0,8250000000.0,53000000.0,0.0,4354000000.0,4092000000.0,4208000000.0,21716000000.0,25924000000.0,0.0,-709000000.0,12630000000.0,15533000000.0,176117000000.0,49402488604.0,460000000.0,-31000000.0,-649000000.0,-790000000.0,18292000000.0,173000000.0,73000000.0,204000000.0,173000000.0,173000000.0,204000000.0,204000000.0,-284000000.0,-57000000.0,1937000000.0,532000000.0,-709000000.0,-57000000.0,-10000000.0,-1205000000.0,61133000000.0,-2327000000.0,1241000000.0,46805000000.0,2519000000.0,4482000000.0,5393000000.0,691000000.0,4482000000.0,4702000000.0,6833000000.0,1131360000.0,4175000000.0,997000000.0,-347000000.0,1855000000.0,29789000000.0,3218822557.0,1399000000.0,1965000000.0,5193000000.0,8515000000.0,-646000000.0,3246000000.0,6000000.0,1256000000.0,-54000000.0,4786000000.0,3236000000.0,327000000.0,,5706000000.0,1648000000.0,2898000000.0,6782000000.0,23433000000.0,23433000000.0,47000000.0,1152000000.0,-649000000.0,-284000000.0,-259000000.0,-2382000000.0,2920000000.0,18822000000.0,21770000000.0,1985000000.0,-709000000.0,-790000000.0,712000000.0,37759000000.0,933000000.0,0.0,0.0,2196000000.0,55000000.0,933000000.0,3375937893.0,-1374000000.0,53184000000.0,46805000000.0,-302640000.0,948000000.0,0.24,1375000000.0,-1516000000.0,142606000000.0,74900000000.0,34065000000.0,53644000000.0,22767000000.0,88962000000.0,93292000000.0,51041000000.0,856000000.0,-31000000.0,24622000000.0,3496000000.0,-1261000000.0,-1261000000.0,54000000.0,157115336.0,2333000000.0,3260000000.0,11393000000.0,139000000.0
2024-03-31,3M,EUR,19482000000.0,17223000000.0,,101000000.0,2167000000.0,2432000000.0,3201300000.0,0.37,10205000000.0,,-1931000000.0,5414000000.0,4005000000.0,8783000000.0,16783000000.0,-767000000.0,190000000.0,-3514000000.0,1904000000.0,-1739000000.0,-1404000000.0,16000000.0,-375000000.0,-1739000000.0,-1739000000.0,233000000.0,-1865000000.0,233000000.0,-1420000000.0,,4005000000.0,-767000000.0,54244000000.0,-398000000.0,,19319000000.0,47646000000.0,1177000000.0,8330000000.0,9507000000.0,,,38146000000.0,1488000000.0,1488000000.0,1958000000.0,,3264600000.0,0.37,1211000000.0,558000000.0,,4550000000.0,6508000000.0,261000000.0,-261000000.0,16000000.0,782000000.0,8801000000.0,62983658947.0,,190000000.0,,6344000000.0,-27000000.0,-9000000.0,53000000.0,13563000000.0,839000000.0,,6407000000.0,64887000000.0,3617000000.0,,101000000.0,1700000000.0,1825000000.0,1825000000.0,1439000000.0,1439000000.0,-39000000.0,-388000000.0,100000000.0,6283000000.0,85247000000.0,-3514000000.0,2432000000.0,17209000000.0,,,,1230000000.0,,,4237000000.0,22673000000.0,26910000000.0,1230000000.0,-1644000000.0,13506000000.0,16508000000.0,,46789658947.0,865000000.0,-26000000.0,-1469000000.0,-398000000.0,22220000000.0,1211000000.0,1211000000.0,1237000000.0,1211000000.0,1211000000.0,1237000000.0,1237000000.0,-111000000.0,-259000000.0,-281000000.0,807000000.0,-414000000.0,-259000000.0,587000000.0,-43000000.0,64887000000.0,-1610000000.0,1221000000.0,47837000000.0,158000000.0,4676000000.0,4931000000.0,,4676000000.0,4931000000.0,6607000000.0,1270400000.0,1904000000.0,1028000000.0,-256000000.0,2589000000.0,22936000000.0,3194269453.0,4810000000.0,8330000000.0,7457000000.0,7219000000.0,395000000.0,,,1271000000.0,307000000.0,5549000000.0,4106000000.0,233000000.0,189000000.0,,64887000000.0,,8000000000.0,21182000000.0,21182000000.0,33000000.0,2725000000.0,-1469000000.0,-111000000.0,-321000000.0,-1820000000.0,,17603000000.0,19319000000.0,1958000000.0,-1644000000.0,-398000000.0,,37997000000.0,839000000.0,,,40000000.0,210000000.0,839000000.0,3284490525.0,-152000000.0,54244000000.0,47837000000.0,-39600000.0,1488000000.0,0.4,380000000.0,-1336000000.0,146532000000.0,76917000000.0,36417000000.0,55109000000.0,20347000000.0,91423000000.0,98886000000.0,53277000000.0,2670000000.0,-127000000.0,22936000000.0,1700000000.0,-99000000.0,-99000000.0,40000000.0,90221072.0,1321000000.0,,9500000000.0,51000000.0
