symbol,asOfDate,periodType,currencyCode,AssetImpairmentCharge,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,CashFlowFromContinuingFinancingActivities,CashFlowFromContinuingInvestingActivities,CashFlowFromContinuingOperatingActivities,ChangeInAccountPayable,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherWorkingCapital,ChangeInPayable,ChangeInPayablesAndAccruedExpense,ChangeInReceivables,ChangeInWorkingCapital,ChangesInAccountReceivables,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredIncomeTax,DeferredTax,DepreciationAmortizationDepletion,DividendReceivedCFO,EarningsLossesFromEquityInvestments,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OperatingGainsLosses,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
ENI.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,
ENI.MI,2023-03-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39000000.0,,,,,,,,,,,,,,,,,,,,,,,-524000000.0,,,,,,380000000.0,,,,
ENI.MI,2023-06-30,3M,EUR,433000000.0,10146000000.0,-2557000000.0,-744000000.0,64000000.0,-3253000000.0,4443000000.0,-2143000000.0,1271000000.0,466000000.0,833000000.0,-2143000000.0,-2143000000.0,2431000000.0,1587000000.0,2431000000.0,1254000000.0,-744000000.0,-406000000.0,1743000000.0,1743000000.0,1873000000.0,780000000.0,-333000000.0,17000000.0,11417000000.0,64000000.0,1886000000.0,-83000000.0,-48000000.0,-227000000.0,89000000.0,-3253000000.0,2048000000.0,2048000000.0,-585000000.0,-104000000.0,-406000000.0,294000000.0,314000000.0,-38000000.0,-1120000000.0,1339000000.0,1463000000.0,-77000000.0,484000000.0,-2475000000.0,-124000000.0,4443000000.0,-428000000.0,128000000.0,-2000000.0,-104000000.0,-70000000.0,-1138000000.0,-2487000000.0,-585000000.0,-406000000.0,0.0,32000000.0,18000000.0,12000000.0,-1849000000.0
ENI.MI,2023-09-30,3M,EUR,121000000.0,11417000000.0,-1873000000.0,-790000000.0,-3598000000.0,-1805000000.0,3519000000.0,764000000.0,-1844000000.0,-1025000000.0,736000000.0,764000000.0,764000000.0,-615000000.0,-140000000.0,-615000000.0,-1884000000.0,-790000000.0,-607000000.0,1503000000.0,1503000000.0,1769000000.0,342000000.0,-357000000.0,40000000.0,9573000000.0,-3598000000.0,1646000000.0,-69000000.0,,-239000000.0,101000000.0,-1805000000.0,1000000000.0,1000000000.0,-2569000000.0,15000000.0,-607000000.0,1916000000.0,1935000000.0,-67000000.0,-96000000.0,-2192000000.0,-1569000000.0,-9000000.0,124000000.0,-1781000000.0,-623000000.0,3519000000.0,-506000000.0,11000000.0,-69000000.0,,-67000000.0,-114000000.0,-1806000000.0,-2569000000.0,-607000000.0,15000000.0,,18000000.0,25000000.0,-1378000000.0
ENI.MI,2023-12-31,3M,EUR,1692000000.0,9573000000.0,-2666000000.0,-747000000.0,-928000000.0,-2528000000.0,4175000000.0,2857000000.0,632000000.0,754000000.0,-848000000.0,2857000000.0,2857000000.0,-2106000000.0,657000000.0,-2106000000.0,719000000.0,-747000000.0,-790000000.0,948000000.0,948000000.0,1985000000.0,573000000.0,-288000000.0,-87000000.0,10205000000.0,-928000000.0,1509000000.0,-94000000.0,,-172000000.0,205000000.0,-2528000000.0,0.0,0.0,-709000000.0,-649000000.0,-790000000.0,173000000.0,204000000.0,-284000000.0,1937000000.0,532000000.0,-709000000.0,-10000000.0,-1205000000.0,-2327000000.0,1241000000.0,4175000000.0,-347000000.0,-54000000.0,47000000.0,-649000000.0,-284000000.0,-259000000.0,-2382000000.0,-709000000.0,-790000000.0,0.0,0.0,2196000000.0,55000000.0,-1516000000.0
ENI.MI,2024-03-31,3M,EUR,101000000.0,10205000000.0,-1931000000.0,-767000000.0,190000000.0,-3514000000.0,1904000000.0,-1739000000.0,-1404000000.0,16000000.0,-375000000.0,-1739000000.0,-1739000000.0,233000000.0,-1865000000.0,233000000.0,-1420000000.0,-767000000.0,-398000000.0,1488000000.0,1488000000.0,1958000000.0,558000000.0,-261000000.0,16000000.0,8801000000.0,190000000.0,-27000000.0,-9000000.0,-39000000.0,-388000000.0,100000000.0,-3514000000.0,1230000000.0,1230000000.0,-1644000000.0,-1469000000.0,-398000000.0,1211000000.0,1237000000.0,-111000000.0,-281000000.0,807000000.0,-414000000.0,587000000.0,-43000000.0,-1610000000.0,1221000000.0,1904000000.0,-256000000.0,307000000.0,33000000.0,-1469000000.0,-111000000.0,-321000000.0,-1820000000.0,-1644000000.0,-398000000.0,,,40000000.0,210000000.0,-1336000000.0
ENI.MI,2024-06-30,3M,EUR,1505000000.0,8801000000.0,-2024000000.0,-728000000.0,-990000000.0,-2191000000.0,4571000000.0,-203000000.0,1419000000.0,-466000000.0,-376000000.0,-203000000.0,-203000000.0,1872000000.0,827000000.0,1872000000.0,1390000000.0,-728000000.0,-168000000.0,1377000000.0,1377000000.0,1928000000.0,546000000.0,-350000000.0,29000000.0,10220000000.0,-990000000.0,2547000000.0,-76000000.0,-48000000.0,-366000000.0,70000000.0,-2191000000.0,2070000000.0,2070000000.0,-1615000000.0,-373000000.0,-168000000.0,661000000.0,695000000.0,-118000000.0,198000000.0,-34000000.0,455000000.0,-12000000.0,3000000.0,-1901000000.0,-489000000.0,4571000000.0,-655000000.0,127000000.0,-64000000.0,-373000000.0,-120000000.0,-196000000.0,-1904000000.0,-1615000000.0,-168000000.0,,2000000.0,394000000.0,3000000.0,-1483000000.0
ENI.MI,2024-06-30,TTM,EUR,3419000000.0,11417000000.0,-8494000000.0,-3032000000.0,-5326000000.0,-10038000000.0,14169000000.0,1679000000.0,-1197000000.0,-721000000.0,-863000000.0,1679000000.0,1679000000.0,-616000000.0,-521000000.0,-616000000.0,-1195000000.0,-3032000000.0,-1963000000.0,5316000000.0,5316000000.0,7640000000.0,2019000000.0,-1256000000.0,-2000000.0,10222000000.0,-5326000000.0,5675000000.0,-248000000.0,,-1165000000.0,476000000.0,-10038000000.0,4300000000.0,4300000000.0,-6537000000.0,-2476000000.0,-1963000000.0,3961000000.0,4071000000.0,-580000000.0,1758000000.0,-887000000.0,-2237000000.0,556000000.0,-1121000000.0,-7619000000.0,1350000000.0,14169000000.0,-1764000000.0,391000000.0,-53000000.0,-2491000000.0,-582000000.0,-888000000.0,-7912000000.0,-6537000000.0,-1963000000.0,,2000000.0,2646000000.0,293000000.0,-5713000000.0
