symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommercialPaper,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredLiabilities,CurrentDeferredRevenue,CurrentLiabilities,DerivativeProductLiabilities,DuefromRelatedPartiesCurrent,EmployeeBenefits,FinancialAssets,FinishedGoods,ForeignCurrencyTranslationAdjustments,GainsLossesNotAffectingRetainedEarnings,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,IncomeTaxPayable,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsAndAdvances,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LineOfCredit,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccountsReceivable,NonCurrentDeferredAssets,NonCurrentDeferredLiabilities,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentBorrowings,OtherCurrentLiabilities,OtherEquityAdjustments,OtherIntangibleAssets,OtherInventories,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PayablesAndAccruedExpenses,RawMaterials,Receivables,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
ENI.MI,2022-12-31,3M,EUR,,,-141896000000.0,,,1010000000.0,,,,,34000000.0,,,15452000000.0,,,,,1751000000.0,1751000000.0,,286000000.0,1645000000.0,,129000000.0,4962000000.0,,,3138000000.0,,,11076000000.0,,,,,,4977000000.0,7065000000.0,50000000.0,4255000000.0,4446000000.0,,,,,,178800000000.0,,,,,,,,706000000.0,,,,,,,,2387000000.0,4000000.0,,,,5576000000.0,,4143000000.0,,,,2743000000.0,,1266000000.0,,,,,,,,,,,,,,,,,4962000000.0,
ENI.MI,2023-06-30,3M,EUR,11122000000.0,10644000000.0,,391000000.0,57000000.0,,4726000000.0,4005000000.0,11417000000.0,19700000000.0,20000000.0,4005000000.0,55107000000.0,,48688000000.0,853000000.0,5504000000.0,7547000000.0,1072000000.0,1072000000.0,33807000000.0,238000000.0,1601000000.0,783000000.0,67000000.0,,6570000000.0,13965000000.0,,5499000000.0,61522000000.0,4217000000.0,1775000000.0,6074000000.0,82654000000.0,57000000.0,14344000000.0,,,,,2590000000.0,3873000000.0,22043000000.0,25916000000.0,13022000000.0,15198000000.0,,421000000.0,16130000000.0,61522000000.0,49608000000.0,2255000000.0,4509000000.0,6261000000.0,696000000.0,4509000000.0,5565000000.0,3311774709.0,1303000000.0,2894000000.0,4180000000.0,7395000000.0,,,1265000000.0,3536000000.0,2450000000.0,5736000000.0,61522000000.0,3449000000.0,8283000000.0,21008000000.0,21008000000.0,,17003000000.0,,38111000000.0,3375937893.0,55107000000.0,49608000000.0,1309000000.0,140420000000.0,77150000000.0,33463000000.0,55528000000.0,84892000000.0,91732000000.0,51085000000.0,4150000000.0,239000000.0,64163184.0,974000000.0,,14881000000.0
ENI.MI,2023-09-30,3M,EUR,17776000000.0,14710000000.0,,2690000000.0,2150000000.0,,4899000000.0,4005000000.0,9559000000.0,18504000000.0,,4005000000.0,56847000000.0,,48067000000.0,885000000.0,5047000000.0,5932000000.0,,,33565000000.0,,,714000000.0,,,7914000000.0,15756000000.0,,5431000000.0,62615000000.0,,1805000000.0,6883000000.0,83989000000.0,2150000000.0,16890000000.0,,,,,,4014000000.0,22095000000.0,26109000000.0,13444000000.0,15196000000.0,,437000000.0,17583000000.0,62615000000.0,51416000000.0,110000000.0,3433000000.0,4347000000.0,,3433000000.0,4347000000.0,3269280526.0,4616000000.0,5047000000.0,8052000000.0,7842000000.0,,,1296000000.0,4448000000.0,3715000000.0,,62615000000.0,,8945000000.0,19581000000.0,19581000000.0,,15374000000.0,,38661000000.0,3375937893.0,56847000000.0,51416000000.0,664000000.0,140994000000.0,78942000000.0,32041000000.0,57284000000.0,83710000000.0,92927000000.0,50145000000.0,1805000000.0,64000000.0,106657367.0,1575000000.0,,14502000000.0
ENI.MI,2023-12-31,3M,EUR,14231000000.0,13184000000.0,-142556000000.0,2609000000.0,61000000.0,1039000000.0,5336000000.0,4005000000.0,9481000000.0,16263000000.0,,4005000000.0,53184000000.0,17978000000.0,49314000000.0,1128000000.0,6057000000.0,8141000000.0,1154000000.0,1154000000.0,37921000000.0,153000000.0,1365000000.0,748000000.0,46000000.0,,5238000000.0,13753000000.0,3133000000.0,6379000000.0,203689000000.0,3323000000.0,1685000000.0,6186000000.0,80957000000.0,61000000.0,13947000000.0,4327000000.0,8250000000.0,53000000.0,4354000000.0,4092000000.0,4208000000.0,21716000000.0,25924000000.0,12630000000.0,15533000000.0,176117000000.0,460000000.0,18292000000.0,61133000000.0,46805000000.0,2519000000.0,4482000000.0,5393000000.0,691000000.0,4482000000.0,4702000000.0,3218822557.0,1399000000.0,1965000000.0,5193000000.0,8515000000.0,3246000000.0,6000000.0,1256000000.0,4786000000.0,3236000000.0,5706000000.0,1648000000.0,2898000000.0,6782000000.0,23433000000.0,23433000000.0,2920000000.0,18822000000.0,712000000.0,37759000000.0,3375937893.0,53184000000.0,46805000000.0,1375000000.0,142606000000.0,74900000000.0,34065000000.0,53644000000.0,88962000000.0,93292000000.0,51041000000.0,3496000000.0,54000000.0,157115336.0,2333000000.0,3260000000.0,11393000000.0
ENI.MI,2024-03-31,3M,EUR,19482000000.0,17223000000.0,,2167000000.0,2432000000.0,,5414000000.0,4005000000.0,8783000000.0,16783000000.0,,4005000000.0,54244000000.0,,47646000000.0,1177000000.0,8330000000.0,9507000000.0,,,38146000000.0,,,782000000.0,,,6344000000.0,13563000000.0,,6407000000.0,64887000000.0,,1700000000.0,6283000000.0,85247000000.0,2432000000.0,17209000000.0,,,,,,4237000000.0,22673000000.0,26910000000.0,13506000000.0,16508000000.0,,865000000.0,22220000000.0,64887000000.0,47837000000.0,158000000.0,4676000000.0,4931000000.0,,4676000000.0,4931000000.0,3194269453.0,4810000000.0,8330000000.0,7457000000.0,7219000000.0,,,1271000000.0,5549000000.0,4106000000.0,,64887000000.0,,8000000000.0,21182000000.0,21182000000.0,,17603000000.0,,37997000000.0,3284490525.0,54244000000.0,47837000000.0,380000000.0,146532000000.0,76917000000.0,36417000000.0,55109000000.0,91423000000.0,98886000000.0,53277000000.0,1700000000.0,40000000.0,90221072.0,1321000000.0,,9500000000.0
ENI.MI,2024-06-30,3M,EUR,19691000000.0,15959000000.0,,5091000000.0,2622000000.0,,5341000000.0,4005000000.0,10180000000.0,18057000000.0,,4005000000.0,54358000000.0,,50981000000.0,1132000000.0,8354000000.0,9486000000.0,,,38803000000.0,,,754000000.0,,,6939000000.0,14524000000.0,,6475000000.0,62944000000.0,,1242000000.0,6679000000.0,86104000000.0,2622000000.0,17169000000.0,,,,,,4209000000.0,23392000000.0,27601000000.0,13225000000.0,15509000000.0,,861000000.0,21566000000.0,62944000000.0,47883000000.0,142000000.0,4343000000.0,5300000000.0,,4343000000.0,5300000000.0,3181305953.0,4668000000.0,8354000000.0,8384000000.0,7585000000.0,,,1322000000.0,5571000000.0,4397000000.0,,62944000000.0,,7877000000.0,20933000000.0,20933000000.0,,16486000000.0,,37334000000.0,3284490525.0,54358000000.0,47883000000.0,527000000.0,147625000000.0,77750000000.0,37087000000.0,55219000000.0,92406000000.0,96644000000.0,53603000000.0,1242000000.0,42000000.0,103184572.0,1505000000.0,,12178000000.0
