symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
A2A.MI,2022-12-31,3M,EUR,,,,5632000000.0,139000000.0,-94000000.0,,,-60000000.0,116000000.0,312000000.0,584000000.0,,13000000.0,13000000.0,-8000000.0,-8000000.0,-17000000.0,-60000000.0,-60000000.0,-33000000.0,-10000000.0,-60000000.0,-50000000.0,-43000000.0,-40000000.0,-40000000.0,295000000.0,-62920000.0,464000000.0,120000000.0,6216000000.0,,202000000.0,-14000000.0,0.0,103000000.0,5632000000.0,196000000.0,,12000000.0,4080000.0,136000000.0,0.24,6096000000.0,136000000.0,,6216000000.0,17000000.0,17000000.0
A2A.MI,2023-09-30,3M,EUR,,,,2193000000.0,291000000.0,421000000.0,,,145000000.0,277000000.0,568000000.0,732000000.0,,77000000.0,77000000.0,25000000.0,25000000.0,-1000000.0,145000000.0,145000000.0,145000000.0,1000000.0,145000000.0,144000000.0,146000000.0,-34000000.0,-34000000.0,573000000.0,147625000.0,491000000.0,241000000.0,2925000000.0,,46000000.0,5000000.0,0.0,200000000.0,2193000000.0,198000000.0,,-5000000.0,-1375000.0,55000000.0,0.275,2684000000.0,235000000.0,,2925000000.0,-5000000.0,-5000000.0
A2A.MI,2023-09-30,TTM,EUR,,3132905277.0,0.116609,,,,3132905277.0,0.116609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2A.MI,2023-12-31,TTM,EUR,278000000.0,3132905277.0,0.2101,11591000000.0,801000000.0,523000000.0,3132905277.0,0.2101,659000000.0,1046000000.0,1847000000.0,2901000000.0,2000000.0,167000000.0,167000000.0,56000000.0,56000000.0,-24000000.0,659000000.0,659000000.0,680000000.0,3000000.0,659000000.0,656000000.0,683000000.0,-130000000.0,-130000000.0,1855000000.0,662188850.967008,1890000000.0,1011000000.0,14492000000.0,6000000.0,541000000.0,-1000000.0,0.0,879000000.0,11591000000.0,801000000.0,7000000.0,-8000000.0,-1811149.032992,199000000.0,0.226394,13481000000.0,1017000000.0,19000000.0,14492000000.0,-8000000.0,-8000000.0
