symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
A2A.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000000.0,74000000.0,,,,,,,,,,,
A2A.MI,2020-12-31,12M,EUR,136000000.0,3109183856.0,0.117,4687000000.0,547000000.0,411000000.0,3109183856.0,0.117,364000000.0,550000000.0,1105000000.0,1968000000.0,5000000.0,77000000.0,77000000.0,5000000.0,5000000.0,-4000000.0,364000000.0,364000000.0,374000000.0,-6000000.0,364000000.0,370000000.0,368000000.0,-74000000.0,-74000000.0,1116000000.0,378697674.418605,1413000000.0,555000000.0,6655000000.0,4000000.0,352000000.0,-10000000.0,0.0,473000000.0,4687000000.0,555000000.0,99000000.0,99000000.0,,-5000000.0,-2302325.581395,99000000.0,0.209302,6100000000.0,554000000.0,-3000000.0,6655000000.0,-11000000.0,-11000000.0
A2A.MI,2021-12-31,12M,EUR,201000000.0,3073686277.0,0.1639,9088000000.0,666000000.0,465000000.0,3073686277.0,0.1639,504000000.0,658000000.0,1324000000.0,2264000000.0,13000000.0,68000000.0,68000000.0,0.0,0.0,-46000000.0,504000000.0,504000000.0,554000000.0,-4000000.0,504000000.0,508000000.0,550000000.0,-70000000.0,-70000000.0,1338000000.0,521145762.711864,1597000000.0,667000000.0,11352000000.0,4000000.0,403000000.0,-9000000.0,0.0,590000000.0,9088000000.0,666000000.0,118000000.0,118000000.0,,-13000000.0,-854237.288136,36000000.0,0.061017,10685000000.0,660000000.0,2000000.0,11352000000.0,-14000000.0,-14000000.0
A2A.MI,2022-12-31,12M,EUR,231000000.0,3132905277.0,0.1281,20500000000.0,722000000.0,491000000.0,3132905277.0,0.1281,401000000.0,843000000.0,1567000000.0,2438000000.0,2000000.0,92000000.0,92000000.0,3000000.0,3000000.0,-47000000.0,401000000.0,401000000.0,407000000.0,41000000.0,401000000.0,360000000.0,448000000.0,-88000000.0,-88000000.0,1407000000.0,238400000.0,1767000000.0,671000000.0,22938000000.0,4000000.0,494000000.0,-157000000.0,0.0,751000000.0,20500000000.0,724000000.0,133000000.0,133000000.0,,155000000.0,38400000.0,344000000.0,0.24,22267000000.0,682000000.0,-1000000.0,22938000000.0,160000000.0,160000000.0
A2A.MI,2023-09-30,TTM,EUR,,3132905277.0,0.116609,,,,3132905277.0,0.116609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2A.MI,2023-12-31,12M,EUR,278000000.0,3132905277.0,0.2101,11591000000.0,801000000.0,523000000.0,3132905277.0,0.2101,659000000.0,1046000000.0,1847000000.0,2901000000.0,2000000.0,167000000.0,167000000.0,56000000.0,56000000.0,-24000000.0,659000000.0,659000000.0,680000000.0,3000000.0,659000000.0,656000000.0,683000000.0,-130000000.0,-130000000.0,1855000000.0,662188850.967008,1890000000.0,1011000000.0,14492000000.0,6000000.0,541000000.0,-1000000.0,0.0,879000000.0,11591000000.0,801000000.0,,,7000000.0,-8000000.0,-1811149.032992,199000000.0,0.226394,13481000000.0,1017000000.0,19000000.0,14492000000.0,-8000000.0,-8000000.0
A2A.MI,2023-12-31,TTM,EUR,278000000.0,3132905277.0,0.2101,11591000000.0,801000000.0,523000000.0,3132905277.0,0.2101,659000000.0,1046000000.0,1847000000.0,2901000000.0,2000000.0,167000000.0,167000000.0,56000000.0,56000000.0,-24000000.0,659000000.0,659000000.0,680000000.0,3000000.0,659000000.0,656000000.0,683000000.0,-130000000.0,-130000000.0,1855000000.0,662188850.967008,1890000000.0,1011000000.0,14492000000.0,6000000.0,541000000.0,-1000000.0,0.0,879000000.0,11591000000.0,801000000.0,,,7000000.0,-8000000.0,-1811149.032992,199000000.0,0.226394,13481000000.0,1017000000.0,19000000.0,14492000000.0,-8000000.0,-8000000.0
