asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendPaidCFO,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,HeldToMaturitySecurities,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfDebt,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestrictedCash,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
2019-12-31,12M,EUR,,,,-108000000.0,,,,,,,,,,,,-218000000.0,,,,,,,,,-218000000.0,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,1960000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,74000000.0,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23721421.0,54000000.0,
2020-12-31,12M,EUR,1552000000.0,831000000.0,-6541000000.0,-130000000.0,136000000.0,142000000.0,36000000.0,3109183856.0,0.117,434000000.0,-738000000.0,110000000.0,1629000000.0,1012000000.0,1023000000.0,,578000000.0,53000000.0,-116000000.0,25000000.0,-123000000.0,-161000000.0,578000000.0,1629000000.0,,3537000000.0,4687000000.0,3953000000.0,21000000.0,567000000.0,588000000.0,3011000000.0,99000000.0,413000000.0,555000000.0,547000000.0,411000000.0,19000000.0,3109183856.0,0.117,364000000.0,-256000000.0,1000000.0,550000000.0,1105000000.0,1012000000.0,7497930340.0,0.0,783000000.0,-141000000.0,4000000.0,,426000000.0,2737000000.0,2160000000.0,11703000000.0,1968000000.0,426000000.0,,5000000.0,77000000.0,77000000.0,5000000.0,5000000.0,-80000000.0,139000000.0,7924000000.0,-802000000.0,36000000.0,1080000000.0,14000000.0,89000000.0,3820000000.0,3909000000.0,1080000000.0,-228000000.0,17000000.0,752000000.0,4055930340.0,579000000.0,-4000000.0,-139000000.0,3375000000.0,364000000.0,364000000.0,374000000.0,-6000000.0,364000000.0,370000000.0,368000000.0,368000000.0,-287000000.0,-74000000.0,852000000.0,852000000.0,-74000000.0,-35000000.0,36000000.0,5162000000.0,-413000000.0,800000000.0,72000000.0,265000000.0,278000000.0,1116000000.0,378697674.418605,597000000.0,1413000000.0,555000000.0,6655000000.0,3109183856.0,,1000000.0,3000000.0,2311000000.0,82000000.0,81000000.0,28000000.0,52000000.0,4000000.0,352000000.0,408000000.0,1377000000.0,11000000.0,-10000000.0,0.0,2017000000.0,27000000.0,473000000.0,94000000.0,-139000000.0,-287000000.0,-451000000.0,57000000.0,4687000000.0,555000000.0,99000000.0,99000000.0,-228000000.0,,,364000000.0,38000000.0,3132905277.0,-5000000.0,3537000000.0,800000000.0,-2302325.581395,99000000.0,0.209302,129000000.0,-123000000.0,12226000000.0,7357000000.0,4497000000.0,4116000000.0,6100000000.0,8110000000.0,8273000000.0,5099000000.0,554000000.0,-3000000.0,6655000000.0,57000000.0,-11000000.0,-11000000.0,3000000.0,23721421.0,54000000.0,942000000.0
2021-12-31,12M,EUR,2894000000.0,1124000000.0,-7115000000.0,-133000000.0,201000000.0,201000000.0,64000000.0,3073686277.0,0.1639,1012000000.0,-1074000000.0,112000000.0,1629000000.0,964000000.0,973000000.0,,-48000000.0,-56000000.0,225000000.0,1329000000.0,-1285000000.0,213000000.0,-48000000.0,1629000000.0,,3760000000.0,9088000000.0,8587000000.0,23000000.0,723000000.0,746000000.0,8148000000.0,36000000.0,465000000.0,666000000.0,666000000.0,465000000.0,11000000.0,3073686277.0,0.1639,504000000.0,-263000000.0,0.0,658000000.0,1324000000.0,964000000.0,9001191086.0,,412000000.0,61000000.0,,,746000000.0,3125000000.0,3424000000.0,12703000000.0,2264000000.0,3737000000.0,,13000000.0,68000000.0,68000000.0,0.0,0.0,-80000000.0,204000000.0,8716000000.0,-1595000000.0,64000000.0,1152000000.0,15000000.0,89000000.0,4233000000.0,4322000000.0,1152000000.0,-731000000.0,33000000.0,797000000.0,5281191086.0,543000000.0,-46000000.0,-444000000.0,3992000000.0,504000000.0,504000000.0,554000000.0,-4000000.0,504000000.0,508000000.0,550000000.0,550000000.0,-360000000.0,-70000000.0,421000000.0,421000000.0,-70000000.0,-7000000.0,-82000000.0,5588000000.0,-709000000.0,635000000.0,92000000.0,424000000.0,294000000.0,1338000000.0,521145762.711864,1135000000.0,1597000000.0,667000000.0,11352000000.0,3070459934.0,,1000000.0,10000000.0,2379000000.0,130000000.0,72000000.0,25000000.0,118000000.0,4000000.0,403000000.0,684000000.0,2386000000.0,9000000.0,-9000000.0,0.0,3694000000.0,42000000.0,590000000.0,89000000.0,-444000000.0,-360000000.0,-714000000.0,74000000.0,9088000000.0,666000000.0,118000000.0,118000000.0,-731000000.0,,,504000000.0,5000000.0,3132905277.0,-13000000.0,3760000000.0,635000000.0,-854237.288136,36000000.0,0.061017,120000000.0,-165000000.0,18008000000.0,7993000000.0,5068000000.0,4303000000.0,10685000000.0,13705000000.0,9421000000.0,5557000000.0,660000000.0,2000000.0,11352000000.0,116000000.0,-14000000.0,-14000000.0,3000000.0,62445343.0,0.0,439000000.0
2022-12-31,12M,EUR,5524000000.0,1404000000.0,-7950000000.0,-192000000.0,231000000.0,233000000.0,70000000.0,3132905277.0,0.1281,964000000.0,-1240000000.0,163000000.0,1629000000.0,2394000000.0,2408000000.0,,1620000000.0,-332000000.0,-512000000.0,2587000000.0,-1420000000.0,323000000.0,1620000000.0,1629000000.0,,3899000000.0,20500000000.0,11138000000.0,31000000.0,991000000.0,1022000000.0,9686000000.0,344000000.0,491000000.0,724000000.0,722000000.0,491000000.0,0.0,3132905277.0,0.1281,401000000.0,-302000000.0,2000000.0,843000000.0,1567000000.0,2584000000.0,8490467069.0,12000000.0,1502000000.0,20000000.0,-191000000.0,-191000000.0,844000000.0,3515000000.0,4872000000.0,14112000000.0,2438000000.0,2861000000.0,,2000000.0,92000000.0,92000000.0,3000000.0,3000000.0,-75000000.0,536000000.0,10625000000.0,-1142000000.0,70000000.0,4339000000.0,0.0,132000000.0,5735000000.0,5867000000.0,4339000000.0,-2782000000.0,33000000.0,729000000.0,3900467069.0,568000000.0,-47000000.0,-497000000.0,4332000000.0,401000000.0,401000000.0,407000000.0,41000000.0,401000000.0,360000000.0,448000000.0,448000000.0,-384000000.0,-88000000.0,1557000000.0,1557000000.0,-88000000.0,-55000000.0,180000000.0,6162000000.0,-443000000.0,384000000.0,,363000000.0,248000000.0,1407000000.0,238400000.0,1260000000.0,1767000000.0,671000000.0,22938000000.0,3132905277.0,,1000000.0,3006000000.0,2671000000.0,2000000.0,90000000.0,74000000.0,370000000.0,4000000.0,494000000.0,342000000.0,3554000000.0,14000000.0,-157000000.0,0.0,6103000000.0,10000000.0,751000000.0,92000000.0,-497000000.0,-384000000.0,-856000000.0,534000000.0,20500000000.0,724000000.0,133000000.0,133000000.0,-2782000000.0,190000000.0,,401000000.0,413000000.0,3132905277.0,155000000.0,3899000000.0,384000000.0,38400000.0,344000000.0,0.24,174000000.0,-201000000.0,21367000000.0,9634000000.0,6889000000.0,4467000000.0,22267000000.0,16900000000.0,10229000000.0,7214000000.0,682000000.0,-1000000.0,22938000000.0,237000000.0,160000000.0,160000000.0,,,0.0,1452000000.0
2023-12-31,12M,EUR,4105000000.0,1807000000.0,-8452000000.0,,278000000.0,278000000.0,67000000.0,3132905277.0,0.2101,2584000000.0,-1376000000.0,177000000.0,1629000000.0,1439000000.0,1472000000.0,,-955000000.0,217000000.0,-82000000.0,-1420000000.0,1057000000.0,-228000000.0,-955000000.0,1629000000.0,,4240000000.0,11591000000.0,7826000000.0,35000000.0,740000000.0,775000000.0,7020000000.0,199000000.0,523000000.0,801000000.0,801000000.0,523000000.0,11000000.0,3132905277.0,0.2101,659000000.0,-302000000.0,0.0,1046000000.0,1847000000.0,1629000000.0,10212070909.0,2000000.0,-630000000.0,-336000000.0,,-3000000.0,846000000.0,3630000000.0,,15095000000.0,2901000000.0,1526000000.0,0.0,2000000.0,167000000.0,167000000.0,56000000.0,56000000.0,-101000000.0,319000000.0,10414000000.0,-1365000000.0,67000000.0,949000000.0,0.0,142000000.0,5434000000.0,5576000000.0,949000000.0,-1505000000.0,30000000.0,828000000.0,5824070909.0,562000000.0,-24000000.0,-45000000.0,4735000000.0,659000000.0,659000000.0,680000000.0,3000000.0,659000000.0,656000000.0,683000000.0,683000000.0,-429000000.0,-130000000.0,-556000000.0,-556000000.0,-130000000.0,-74000000.0,8000000.0,6643000000.0,-899000000.0,610000000.0,,464000000.0,237000000.0,1855000000.0,662188850.967008,1040000000.0,1890000000.0,1011000000.0,14492000000.0,3132905277.0,,1000000.0,,2784000000.0,2000000.0,139000000.0,136000000.0,324000000.0,6000000.0,541000000.0,422000000.0,2328000000.0,33000000.0,-1000000.0,0.0,4692000000.0,12000000.0,879000000.0,151000000.0,-45000000.0,-429000000.0,-947000000.0,317000000.0,11591000000.0,801000000.0,,,-1505000000.0,190000000.0,7000000.0,659000000.0,48000000.0,3132905277.0,-8000000.0,4240000000.0,610000000.0,-1811149.032992,199000000.0,0.226394,171000000.0,-317000000.0,18798000000.0,9674000000.0,6351000000.0,4802000000.0,13481000000.0,13996000000.0,10972000000.0,6976000000.0,1017000000.0,19000000.0,14492000000.0,165000000.0,-8000000.0,-8000000.0,,0.0,,806000000.0
