symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockPayments,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfPPE,TaxesRefundPaid
IEG.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,731000.0,-499000.0,,,,,,,-260000.0,,,,,,
IEG.MI,2023-03-31,3M,EUR,456000.0,50586000.0,-996000.0,1185000.0,151000.0,608000.0,-24975000.0,823000.0,6827000.0,-16566000.0,1184000.0,-236000.0,3547000.0,4003000.0,0.0,51771000.0,-3534000.0,6213000.0,27000.0,-674000.0,-2491000.0,0.0,0.0,-2709000.0,-1095000.0,-236000.0,-183000.0,13259000.0,19533000.0,-169000.0,-435000.0,-2968000.0,-2709000.0,344000.0,-1000.0,-791000.0,-259000.0,7209000.0,1000.0,-95000.0,484000.0,-1095000.0,-169000.0,-827000.0,-2709000.0,-236000.0,36000.0,0.0
IEG.MI,2023-06-30,3M,EUR,,51771000.0,-1299000.0,-9878000.0,-311000.0,-990000.0,13226000.0,-2780000.0,-15739000.0,-6696000.0,-9877000.0,-33000.0,3860000.0,3860000.0,,41893000.0,-4686000.0,-5723000.0,,-1181000.0,-767000.0,,,-1288000.0,-25000.0,-33000.0,,-3711000.0,-3671000.0,-116000.0,578000.0,-1131000.0,-1288000.0,-2341000.0,0.0,-1204000.0,157000.0,-4424000.0,,-1604000.0,120000.0,,-116000.0,-1183000.0,-1288000.0,-33000.0,-21000.0,-376000.0
IEG.MI,2023-09-30,3M,EUR,,41893000.0,-1973000.0,1487000.0,-47000.0,-1971000.0,12988000.0,-6536000.0,1417000.0,5953000.0,1487000.0,-17000.0,3862000.0,3862000.0,,43381000.0,-3320000.0,6159000.0,,-792000.0,-3325000.0,,,-766000.0,-814000.0,-17000.0,,-166000.0,-1178000.0,-148000.0,-538000.0,-757000.0,-766000.0,-1754000.0,0.0,-1825000.0,9000.0,8132000.0,,-3682000.0,3425000.0,,-148000.0,-1825000.0,-766000.0,-17000.0,0.0,0.0
IEG.MI,2023-12-31,3M,EUR,,43381000.0,-6383000.0,22505000.0,215000.0,394000.0,6523000.0,8880000.0,4935000.0,20946000.0,22505000.0,-160000.0,5080000.0,5080000.0,,65885000.0,-7472000.0,31194000.0,,-1474000.0,-7600000.0,,,-9912000.0,-1324000.0,-160000.0,,3410000.0,6048000.0,-746000.0,34000.0,-9924000.0,-9912000.0,4086000.0,,-5565000.0,-12000.0,37577000.0,,2016000.0,4125000.0,-1324000.0,-746000.0,-5637000.0,-9912000.0,-160000.0,72000.0,-609000.0
IEG.MI,2024-03-31,3M,EUR,547000.0,65885000.0,-2168000.0,8417000.0,-18000.0,-1429000.0,-30517000.0,8055000.0,5521000.0,-18388000.0,8418000.0,-421000.0,3446000.0,3993000.0,,74302000.0,-4260000.0,12613000.0,-420000.0,-793000.0,-2103000.0,431000.0,431000.0,-3604000.0,0.0,-421000.0,-36000.0,23027000.0,29031000.0,-99000.0,-2000.0,-3046000.0,-3173000.0,,1000.0,-2003000.0,127000.0,14781000.0,-1000.0,48000.0,430000.0,0.0,-99000.0,-2069000.0,-3604000.0,-421000.0,66000.0,0.0
IEG.MI,2024-03-31,TTM,EUR,,51771000.0,-11685000.0,22531000.0,-161000.0,-4134000.0,2220000.0,7619000.0,-3866000.0,1677000.0,22533000.0,-631000.0,16690000.0,16781000.0,,74304000.0,-19738000.0,44243000.0,-448000.0,-4240000.0,-13657000.0,431000.0,431000.0,-15570000.0,-2163000.0,-631000.0,,22571000.0,30244000.0,-971000.0,72000.0,-14858000.0,-15139000.0,,,-10597000.0,281000.0,55928000.0,,-3331000.0,7834000.0,-2138000.0,-971000.0,-10714000.0,-15570000.0,-631000.0,117000.0,-985000.0
