symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
IEG.MI,2019-12-31,12M,EUR,,,-5556000.0,,,,,,,,,-5556000.0,,,,43000.0,,,,,,,,,,,,,,,,,,,353000.0,,,,1000.0,,,,,,,,24000.0,,
IEG.MI,2020-12-31,12M,EUR,22198000.0,-3728000.0,,5910000.0,172000.0,1893000.0,-32315000.0,-11633000.0,18854000.0,-23029000.0,5910000.0,,,21813000.0,21813000.0,,28108000.0,35810000.0,-30162000.0,-299000.0,-2867000.0,-3466000.0,64570000.0,64570000.0,-25822000.0,-1245000.0,,-11289000.0,-17525000.0,-154000.0,1467000.0,39788000.0,38748000.0,-1111000.0,,-3534000.0,1040000.0,-26434000.0,1000.0,-7931000.0,1570000.0,-926000.0,-164000.0,-3564000.0,-25822000.0,,10000.0,30000.0,-1785000.0
IEG.MI,2021-12-31,12M,EUR,28108000.0,-5848000.0,,24543000.0,53000.0,-1211000.0,19505000.0,10055000.0,-9808000.0,18593000.0,24543000.0,,0.0,16669000.0,16669000.0,,52651000.0,-3034000.0,29400000.0,-41000.0,-4353000.0,-7671000.0,14894000.0,14894000.0,-9912000.0,-113000.0,0.0,1638000.0,-1041000.0,-621000.0,-1852000.0,474000.0,4982000.0,845000.0,1000.0,-5086000.0,-4508000.0,35248000.0,,-769000.0,486000.0,0.0,-621000.0,-5227000.0,-9912000.0,0.0,0.0,141000.0,0.0
IEG.MI,2022-12-31,12M,EUR,52651000.0,-6316000.0,,-2066000.0,-121000.0,-1216000.0,13993000.0,9426000.0,-9529000.0,12553000.0,-2065000.0,,-127000.0,15396000.0,15396000.0,,50586000.0,-17879000.0,22836000.0,-42000.0,-2572000.0,-13338000.0,0.0,0.0,-10879000.0,-6631000.0,-127000.0,724000.0,483000.0,-1403000.0,-451000.0,-13388000.0,-10879000.0,-1792000.0,1000.0,-4854000.0,-2509000.0,29152000.0,,-4538000.0,6056000.0,-2869000.0,-1403000.0,-4913000.0,-10879000.0,-127000.0,,59000.0,0.0
IEG.MI,2023-12-31,12M,EUR,50586000.0,-10513000.0,,15299000.0,8000.0,-2097000.0,7762000.0,387000.0,-2560000.0,3499000.0,15299000.0,,-446000.0,16791000.0,16791000.0,,65885000.0,-19012000.0,37843000.0,-1000.0,-4121000.0,-14045000.0,0.0,0.0,-14675000.0,-3258000.0,-446000.0,12803000.0,20746000.0,-1041000.0,-361000.0,-14780000.0,-14675000.0,335000.0,,-9385000.0,-105000.0,48356000.0,,-3474000.0,7888000.0,-3233000.0,-1041000.0,-9472000.0,-14675000.0,-446000.0,,87000.0,-985000.0
IEG.MI,2024-03-31,TTM,EUR,51771000.0,-11685000.0,,22531000.0,-161000.0,-4134000.0,2220000.0,7619000.0,-3866000.0,1677000.0,22533000.0,,-631000.0,16690000.0,16781000.0,,74304000.0,-19738000.0,44243000.0,-448000.0,-4240000.0,-13657000.0,431000.0,431000.0,-15570000.0,-2163000.0,-631000.0,22571000.0,30244000.0,-971000.0,72000.0,-14858000.0,-15139000.0,,,-10597000.0,281000.0,55928000.0,,-3331000.0,7834000.0,-2138000.0,-971000.0,-10714000.0,-15570000.0,-631000.0,,117000.0,-985000.0
