symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
IEG.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-300000.0,,,,,,,,2187000.0,2187000.0,1132000.0
IEG.MI,2023-03-31,3M,EUR,456000.0,30720993.0,0.4316,40752000.0,4003000.0,3547000.0,30720993.0,0.4316,13259000.0,20657000.0,24660000.0,36241000.0,0.0,1124000.0,1124000.0,4000.0,4000.0,-681000.0,13259000.0,13259000.0,13940000.0,13259000.0,13259000.0,13941000.0,-1216000.0,-1216000.0,24580000.0,13201906.875544,15803000.0,20438000.0,76993000.0,1168000.0,0.0,19533000.0,40752000.0,4003000.0,0.0,22906.875544,5593000.0,0.286336,56555000.0,20444000.0,96000.0,76993000.0,80000.0,80000.0,
IEG.MI,2023-06-30,3M,EUR,,,,27671000.0,3598000.0,2645000.0,,,-3711000.0,-2403000.0,1457000.0,11714000.0,,1268000.0,1268000.0,-49000.0,-49000.0,-381000.0,-3711000.0,-3711000.0,-3332000.0,-3711000.0,-3711000.0,-3331000.0,-1317000.0,-1317000.0,1457000.0,-3711000.0,11388000.0,326000.0,39385000.0,883000.0,0.0,-3671000.0,27671000.0,3860000.0,,0.0,-339000.0,0.092345,39059000.0,-40675000.0,,39385000.0,,,
IEG.MI,2023-09-30,3M,EUR,487000.0,,,19025000.0,3861000.0,3374000.0,,,-166000.0,286000.0,4148000.0,16950000.0,0.0,1464000.0,1464000.0,25000.0,25000.0,814000.0,-166000.0,-166000.0,-979000.0,-166000.0,-166000.0,-980000.0,-1439000.0,-1439000.0,597000.0,-3117128.183362,20436000.0,-3486000.0,35975000.0,4040000.0,0.0,-1178000.0,19025000.0,3862000.0,10000.0,599871.816638,-199000.0,0.16893,39461000.0,36961000.0,,35975000.0,3551000.0,3551000.0,
IEG.MI,2023-09-30,TTM,EUR,,30699403.0,0.5778,,,,30699403.0,0.5778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEG.MI,2023-12-31,3M,EUR,608000.0,,,28988000.0,4160000.0,3552000.0,,,3410000.0,7217000.0,12297000.0,31082000.0,921000.0,1169000.0,1169000.0,29000.0,29000.0,-281000.0,3410000.0,3410000.0,3691000.0,3410000.0,3410000.0,3691000.0,-1293000.0,-1293000.0,16254000.0,5824895.337302,19508000.0,11574000.0,60070000.0,3883000.0,0.0,6048000.0,28988000.0,5080000.0,-2613000.0,-1542104.662698,2357000.0,0.389716,48496000.0,8983000.0,,60070000.0,-3957000.0,-3957000.0,
IEG.MI,2023-12-31,TTM,EUR,,30703430.0,0.417,,,,30703430.0,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEG.MI,2024-03-31,3M,EUR,547000.0,30557885.0,0.7535,42719000.0,3994000.0,3447000.0,30557885.0,0.7535,23027000.0,30610000.0,34604000.0,46148000.0,0.0,1579000.0,1579000.0,27000.0,27000.0,-275000.0,23027000.0,23027000.0,23302000.0,23027000.0,23027000.0,23302000.0,-1294000.0,-1294000.0,34323000.0,22801357.0,16160000.0,29988000.0,88867000.0,1431000.0,0.0,29031000.0,42719000.0,3993000.0,0.0,55357.0,5729000.0,0.197,58879000.0,29987000.0,-258000.0,88867000.0,281000.0,281000.0,
IEG.MI,2024-03-31,TTM,EUR,2139000.0,30662653.0,0.7389,118403000.0,15861000.0,13722000.0,30662653.0,0.7389,22571000.0,35823000.0,52604000.0,105894000.0,921000.0,5579000.0,5579000.0,112000.0,112000.0,-123000.0,22571000.0,22571000.0,22694000.0,22571000.0,22571000.0,22693000.0,-5266000.0,-5266000.0,51670000.0,21870160.296257,67474000.0,38420000.0,224297000.0,9971000.0,0.0,30244000.0,118403000.0,16781000.0,-2613000.0,233160.296257,7550000.0,0.249636,185877000.0,35269000.0,-201000.0,224297000.0,934000.0,934000.0,
