symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
ECK.MI,2019-12-31,12M,EUR,408193.0,1830961.0,-62016.0,125559.0,56303.0,264699.0,2026332.0,-3093802.0,-1011167.0,125559.0,,,457904.0,1140555.0,1548748.0,18250.0,1956520.0,-1059814.0,1187509.0,-56645.0,,-1481849.0,-64152.0,,845000.0,845000.0,-1936442.0,57856.0,,132471.0,460128.0,-3231.0,-59992.0,-1059818.0,-1091442.0,4.0,-58785.0,31624.0,1249525.0,1161186.0,47163.0,47163.0,,-3231.0,-59992.0,-58785.0,-1936442.0,,57856.0,0.0,,0.0,-91752.0
ECK.MI,2020-12-31,12M,EUR,407692.0,1956520.0,-81053.0,5561180.0,-484297.0,,3783098.0,-1877918.0,1420883.0,5561180.0,0.0,,531315.0,1138858.0,1546550.0,11500.0,7517700.0,1692264.0,3944787.0,-34995.0,0.0,-1049857.0,-156924.0,0.0,4422892.0,4422892.0,-59753.0,-127856.0,0.0,318677.0,833834.0,5208.0,4214.0,3553655.0,4363139.0,-1861391.0,-33282.0,-809484.0,4025840.0,621721.0,46765.0,46765.0,-127856.0,-134.0,-134.0,-81053.0,-59753.0,,,5342.0,5342.0,47771.0,-194543.0
ECK.MI,2021-12-31,12M,EUR,400422.0,7517700.0,-1084627.0,-793994.0,1900360.0,,43879646.0,-45751508.0,28498.0,-793994.0,0.0,0.0,813231.0,1150635.0,1551057.0,0.0,6723706.0,-2631731.0,3177622.0,-1384646.0,0.0,-948257.0,-2424512.0,0.0,1261839.0,1261839.0,-16970.0,-1000544.0,0.0,1392311.0,1989393.0,,-345286.0,-440431.0,1244869.0,-2191300.0,-1078682.0,-1685300.0,4262249.0,680980.0,42929.0,,-2158607.0,,-46147.0,-1084627.0,-16970.0,0.0,1158063.0,,861.0,5945.0,-8779.0
ECK.MI,2022-12-31,12M,EUR,380683.0,6723706.0,-515560.0,17709388.0,-5175157.0,,61114262.0,-37521777.0,18417328.0,17709388.0,0.0,0.0,4449046.0,1191206.0,1571889.0,34955.0,24433094.0,-267803.0,30830061.0,-37922.0,0.0,-1329069.0,-13368430.0,0.0,0.0,0.0,-206786.0,-12904858.0,0.0,5125007.0,8473265.0,,37326.0,3033466.0,-206786.0,-3301269.0,-500898.0,3240252.0,31345621.0,-914836.0,153165.0,,-12904858.0,,-56601.0,-515560.0,-206786.0,0.0,,,93927.0,14662.0,-813231.0
ECK.MI,2023-06-30,TTM,EUR,352678.0,9079556.0,-4095089.0,19792247.0,1345878.0,,-24995539.0,32645334.0,8995673.0,19792247.0,0.0,0.0,4659478.0,1267417.0,1620095.0,28705.0,28871803.0,19080675.0,16864887.0,-28955.0,0.0,-1396592.0,-20248404.0,0.0,27358585.0,27358585.0,252234.0,-12904858.0,0.0,5275149.0,8733322.0,,-3385593.0,22381944.0,27610819.0,-3301269.0,-3688609.0,-5228875.0,20959976.0,-2133838.0,157639.0,,,,-3479520.0,-3843772.0,252234.0,0.0,,,,155163.0,-813231.0
