symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
BIRO.MI,2019-12-31,12M,EUR,7179000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6375000.0,,,,,,,,,3015000.0,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,
BIRO.MI,2020-12-31,12M,EUR,4552000.0,3642000.0,,269000.0,173000.0,5652000.0,5652000.0,5652000.0,,173000.0,9464000.0,5000.0,15099000.0,,,401000.0,5691000.0,,,,2148000.0,,1147000.0,8365000.0,4623000.0,4501000.0,19431000.0,269000.0,,,9967000.0,9967000.0,,50000.0,262000.0,,4315000.0,4623000.0,1099000.0,,530000.0,5035600.0,1000.0,540000.0,7218000.0,2217000.0,,1000.0,182000.0,476000.0,238000.0,,4862000.0,,122000.0,3880000.0,,,5035600.0,9464000.0,1099000.0,542000.0,28369000.0,19431000.0,9967000.0,9464000.0,18905000.0,13270000.0,13214000.0,128000.0,2666000.0,136000.0,9408000.0
BIRO.MI,2021-12-31,12M,EUR,,8631550.0,19479176.0,269682.0,247824.0,17695608.0,18373713.0,17695165.0,443.0,247824.0,22371764.0,0.0,38450370.0,6305603.0,6305603.0,1181420.0,17441517.0,,2988.0,0.0,1664785.0,4319005.0,1375541.0,9998284.0,4758522.0,7418214.0,39142045.0,269682.0,,,10464678.0,10464678.0,,15734.0,298962.0,5609.0,,4758522.0,12373480.0,201954.0,589107.0,5035600.0,-116439.0,329625.0,8622743.0,,,-116439.0,303132.0,589246.0,306791.0,678105.0,480563.0,,379204.0,3870314.0,4091921.0,-2233140.0,5035600.0,22371764.0,12373480.0,2275917.0,53526220.0,32836442.0,16770281.0,22377373.0,31148847.0,15075850.0,13707330.0,177431.0,2549308.0,1661508.0,21008853.0
BIRO.MI,2022-12-31,12M,EUR,12620000.0,8354056.0,19479176.0,470000.0,247824.0,3447662.0,7447662.0,3446541.0,1121.0,247824.0,19327953.0,270862.0,31694844.0,5624040.0,5624040.0,1987143.0,19268037.0,2499000.0,0.0,50633.0,2138602.0,4319005.0,1235021.0,9894415.0,5691782.0,9888133.0,30625258.0,0.0,269682.0,94135.0,5673265.0,5673265.0,363817.0,46081.0,346002.0,-129336.0,7849643.0,5691782.0,9433538.0,592297.0,520561.0,5035600.0,-236923.121,392066.0,8659394.0,,1000.0,1000.0,12980326.0,1201941.0,360881.0,4000000.0,13251931.0,521000.0,282535.0,3872977.0,5617720.0,-5331495.0,5035600.0,19327953.0,9433538.0,3374434.0,47751730.0,25001218.0,11297305.0,19198617.0,28553113.0,16056886.0,9285076.0,271605.0,2452872.0,2131811.0,12426807.0
BIRO.MI,2023-12-31,12M,EUR,,7863851.0,19479176.0,2000.0,247824.0,3327534.0,3327534.0,3324666.0,2868.0,247824.0,7360053.0,14992.0,23613002.0,5712298.0,5712298.0,707881.0,16715733.0,,5906.0,26381.0,2330773.0,4319005.0,253318.0,1355818.0,6721237.0,8034941.0,18498353.0,2000.0,47129.0,15000.0,5426002.0,5426002.0,62129.0,196248.0,1483946.0,-237191.0,7810766.0,6721237.0,6004235.0,941059.0,495535.0,5035600.0,,350506.0,1102500.0,,,,10201095.0,1302059.0,1170397.0,,10652929.0,,106426.0,3920240.0,3785266.0,-17270578.0,5035600.0,7360053.0,6004235.0,2401972.0,31866574.0,12786055.0,11138300.0,7122862.0,24743712.0,8253572.0,8027979.0,451834.0,963229.0,1918902.0,6897269.0
