symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesLiabilities,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,ResearchAndDevelopment,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
REC.MI,2019-12-31,12M,EUR,,,,,,,,38566000.0,,,,,,,,,,,,,9108000.0,,,,,,-190916000.0,,,,,,,,,604000.0,,,,,,21100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,38566000.0,,,,,,,,,,,,,,21825000.0,,,,,,,,,,,,,194000.0,-10566000.0,,,,,,,,,,,,,,,3357000.0,,,-98764000.0,,,,22292000.0,,,,,46539000.0,,,,45267000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REC.MI,2020-12-31,12M,EUR,132096000.0,268897000.0,-319786000.0,83719000.0,-15100000.0,68317000.0,,,205758125.0,1.725,187923000.0,-131678000.0,26141000.0,188230000.0,188230000.0,-212718000.0,13003000.0,175227000.0,7732000.0,-42924000.0,,-38614000.0,6033000.0,-75505000.0,7732000.0,26141000.0,-212718000.0,1275983000.0,35701000.0,-47871000.0,21817000.0,406831000.0,772951000.0,282821000.0,282821000.0,,578464000.0,17113000.0,100629000.0,25355000.0,93672000.0,,209060071.0,1.698,354984000.0,473159000.0,566831000.0,-7425000.0,188230000.0,10207414061.0,-264288000.0,143799000.0,271897000.0,72785000.0,562116000.0,1677927000.0,283997000.0,453036000.0,1042036000.0,7036000.0,0.0,17503000.0,17503000.0,-18699000.0,463000.0,251252000.0,1558804000.0,-131555000.0,,45581000.0,35701000.0,110020000.0,778238000.0,110020000.0,-141430000.0,45581000.0,241577000.0,9351391061.0,277000.0,-43000.0,66000.0,-12170000.0,94591000.0,354984000.0,354984000.0,355027000.0,354984000.0,354984000.0,355027000.0,355027000.0,-110358000.0,-17660000.0,-29670000.0,-31410000.0,-17660000.0,,,133250000.0,-21263000.0,1740000.0,-401944000.0,75084000.0,41219000.0,21174000.0,573442000.0,360134998.773197,403575000.0,568093000.0,473943000.0,1448867000.0,206295854.0,,10245000.0,11250000.0,-103143000.0,1115811000.0,8382000.0,6861000.0,16299000.0,1705000.0,56022000.0,98712000.0,5238000.0,,6125000.0,0.0,217861000.0,39649000.0,2329000.0,455656000.0,90930000.0,0.0,-110415000.0,-21263000.0,74790000.0,406831000.0,93672000.0,-141430000.0,-47871000.0,146236000.0,507000.0,1506037000.0,66000.0,57000.0,0.0,349072000.0,421857000.0,209125156.0,-6632000.0,4878000.0,1275983000.0,-401944000.0,-1460001.226803,100629000.0,0.220844,39724000.0,-65272000.0,2711654000.0,1275983000.0,1061059000.0,1276260000.0,974924000.0,1435394000.0,1938703000.0,856930000.0,469016000.0,157000.0,1448867000.0,29743000.0,-6611000.0,-6611000.0,2829302.0,87516000.0,32663000.0,194487000.0
REC.MI,2021-12-31,12M,EUR,177925000.0,307778000.0,-331705000.0,83719000.0,-14200000.0,72291000.0,0.0,,206011089.0,1.874,188230000.0,-87360000.0,26141000.0,244578000.0,244578000.0,-216742000.0,13654000.0,230924000.0,48208000.0,17506000.0,,46335000.0,-43786000.0,20055000.0,48208000.0,26141000.0,,1381625000.0,42512000.0,-101820000.0,27155000.0,427727000.0,850101000.0,231718000.0,231718000.0,,626416000.0,21396000.0,77383000.0,25294000.0,97585000.0,,209082340.0,1.846,385966000.0,480769000.0,578354000.0,7661000.0,244578000.0,12358384364.0,-355943000.0,117477000.0,404290000.0,84495000.0,553209000.0,1691995000.0,321978000.0,462825000.0,1152347000.0,11149000.0,52000.0,17420000.0,17420000.0,-18279000.0,291000.0,228732000.0,1613343000.0,-87499000.0,,34124000.0,42512000.0,219065000.0,760473000.0,219065000.0,-288546000.0,34124000.0,243540000.0,11633963364.0,0.0,0.0,-304000.0,-59308000.0,,385966000.0,385966000.0,385966000.0,385966000.0,385966000.0,385966000.0,385966000.0,-65504000.0,-17543000.0,-70740000.0,-69481000.0,-17543000.0,,,131120000.0,-21691000.0,-1259000.0,-310370000.0,75922000.0,26675000.0,21010000.0,596313000.0,400925847.0,491650000.0,647027000.0,505320000.0,1580074000.0,205910856.0,479000.0,12984000.0,6508000.0,-109329000.0,1138786000.0,15161000.0,32937000.0,,-652000.0,88979000.0,99736000.0,7614000.0,,2453000.0,0.0,296447000.0,56191000.0,2323000.0,463349000.0,92394000.0,-304000.0,-65508000.0,-21852000.0,67202000.0,427727000.0,97585000.0,-288546000.0,-101820000.0,166138000.0,11973000.0,1661928000.0,0.0,4000.0,161000.0,396394000.0,480889000.0,209125156.0,-14478000.0,5082000.0,1381625000.0,-310370000.0,-2999153.0,77383000.0,0.167,34943000.0,-91646000.0,2816199000.0,1381625000.0,992191000.0,1381625000.0,1074754000.0,1434574000.0,1966098000.0,808158000.0,490190000.0,123000.0,1580074000.0,29543000.0,-17959000.0,-17959000.0,3214300.0,126981000.0,44053000.0,223685000.0
REC.MI,2022-12-31,12M,EUR,224703000.0,361898000.0,-361986000.0,83719000.0,-17722000.0,98467000.0,12470000.0,,205582127.0,1.519,244578000.0,-96339000.0,26141000.0,284734000.0,284734000.0,-230602000.0,122098000.0,162636000.0,35844000.0,-65801000.0,,25589000.0,-21175000.0,-61387000.0,35844000.0,26141000.0,,1546248000.0,13648000.0,-52267000.0,40890000.0,566737000.0,1173617000.0,83425000.0,374971000.0,,923743000.0,16209000.0,89101000.0,27289000.0,125756000.0,,209125156.0,1.494,312336000.0,433593000.0,559349000.0,4312000.0,284734000.0,9314562516.0,341277000.0,253170000.0,365352000.0,109493000.0,780057000.0,2538230000.0,379620000.0,521170000.0,1286570000.0,23603000.0,10934000.0,32158000.0,32158000.0,-20093000.0,1938000.0,424080000.0,1629673000.0,-767124000.0,,28871000.0,13648000.0,1356970000.0,1341549000.0,1356970000.0,-803543000.0,28871000.0,258107000.0,7960843516.0,0.0,0.0,-673259000.0,-38619000.0,90237000.0,312336000.0,312336000.0,312336000.0,312336000.0,312336000.0,312336000.0,312336000.0,-71134000.0,-32303000.0,620723000.0,553427000.0,-32303000.0,,,159184000.0,-22731000.0,67296000.0,-991982000.0,76895000.0,167865000.0,19418000.0,614614000.0,356105880.0,461691000.0,792260000.0,494310000.0,1853307000.0,205441123.0,,15388000.0,5740000.0,-112979000.0,1758173000.0,84619000.0,9556000.0,,497000.0,168176000.0,106914000.0,12810000.0,,-1616000.0,0.0,426494000.0,82960000.0,1751000.0,401435000.0,115259000.0,-673259000.0,-72452000.0,-23887000.0,92080000.0,566737000.0,125756000.0,-803543000.0,-52267000.0,220102000.0,43657000.0,1836435000.0,,1318000.0,1156000.0,462665000.0,572158000.0,209125156.0,-52975000.0,8251000.0,1546248000.0,-991982000.0,-11495120.0,89099000.0,0.208,49353000.0,-89764000.0,3998823000.0,1546248000.0,1716520000.0,1546248000.0,1358997000.0,2452575000.0,2825206000.0,1528832000.0,437326000.0,145000.0,1853307000.0,33615000.0,-55265000.0,-55265000.0,3684033.0,149559000.0,78830000.0,249874000.0
REC.MI,2023-12-31,12M,EUR,263979000.0,445193000.0,-374161000.0,83719000.0,-15654000.0,113795000.0,,,205634136.0,1.893,284734000.0,-383264000.0,26141000.0,221812000.0,221812000.0,-245958000.0,26808000.0,195004000.0,-63213000.0,-50337000.0,,40269000.0,-100565000.0,-110633000.0,-63213000.0,26141000.0,,1686392000.0,30097000.0,-22710000.0,48149000.0,659707000.0,1202240000.0,99932000.0,455684000.0,,1003076000.0,16596000.0,101822000.0,28875000.0,142670000.0,,209125156.0,1.861,389214000.0,565491000.0,708161000.0,291000.0,221812000.0,11572794448.0,-168914000.0,232530000.0,102055000.0,128253000.0,778350000.0,2716547000.0,460847000.0,552818000.0,1422624000.0,11079000.0,369000.0,74455000.0,74455000.0,-70339000.0,5103000.0,404831000.0,1786324000.0,-379618000.0,,21555000.0,30097000.0,347611000.0,1353216000.0,347611000.0,-280234000.0,21555000.0,269201000.0,10059278448.0,0.0,0.0,0.0,7387000.0,,389214000.0,389214000.0,389214000.0,389214000.0,389214000.0,389214000.0,389214000.0,-353260000.0,-74857000.0,79829000.0,67377000.0,-74857000.0,,3000000.0,178657000.0,-29358000.0,12452000.0,-1030155000.0,76674000.0,144208000.0,21239000.0,712441000.0,392638000.0,485319000.0,856857000.0,565767000.0,2082331000.0,206006112.0,,19924000.0,5307000.0,,1938197000.0,121638000.0,8858000.0,,2248000.0,174407000.0,111821000.0,24097000.0,,-909000.0,0.0,505496000.0,,2796000.0,491036000.0,123647000.0,0.0,-353577000.0,-29687000.0,86956000.0,659707000.0,142670000.0,-280234000.0,-22710000.0,255747000.0,9001000.0,2025665000.0,,317000.0,329000.0,472857000.0,601110000.0,209125156.0,-8461000.0,10870000.0,1686392000.0,-1030155000.0,-856000.0,101822000.0,0.2,72508000.0,-105394000.0,4208131000.0,1686392000.0,1808900000.0,1686392000.0,1516564000.0,2521739000.0,3005891000.0,1518663000.0,558008000.0,402000.0,2082331000.0,67110000.0,-4280000.0,-4280000.0,3119044.0,127970000.0,85345000.0,199164000.0
