symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfInvestmentProperties,TaxesRefundPaid
G.MI,2019-12-31,12M,EUR,6585000000.0,-575000000.0,-575000000.0,-1413000000.0,197000000.0,1137000000.0,1137000000.0,170000000.0,-1413000000.0,27000000.0,6783000000.0,-3694000000.0,19764000000.0,-8144000000.0,-16475000000.0,1162000000.0,0.0,2670000000.0,3587000000.0,-96000000.0,-11866000000.0,-779000000.0,-779000000.0,-1502000000.0,-4995000000.0,-575000000.0,20339000000.0,1000000.0,-10187000000.0,24954000000.0,-96000000.0,-1234000000.0
G.MI,2020-12-31,12M,EUR,6783000000.0,-335000000.0,-335000000.0,-783000000.0,1039000000.0,1957000000.0,1957000000.0,1097000000.0,-783000000.0,-59000000.0,7821000000.0,-2265000000.0,19008000000.0,,-15981000000.0,-812000000.0,-73000000.0,1744000000.0,3390000000.0,-706000000.0,-9221000000.0,-74000000.0,-74000000.0,-1335000000.0,-6549000000.0,-335000000.0,19343000000.0,,-1516000000.0,14129000000.0,,-1366000000.0
G.MI,2021-12-31,12M,EUR,7821000000.0,,334000000.0,-2310000000.0,556000000.0,-2831000000.0,-2831000000.0,508000000.0,-2310000000.0,49000000.0,8377000000.0,-677000000.0,17480000000.0,,-16295000000.0,-1100000000.0,0.0,2847000000.0,4580000000.0,333000000.0,-10886000000.0,374000000.0,374000000.0,1259000000.0,-6917000000.0,334000000.0,17480000000.0,-1000000.0,-9912000000.0,24067000000.0,,-1176000000.0
G.MI,2022-06-30,TTM,EUR,7244000000.0,,-13000000.0,-2412000000.0,,-5268000000.0,583000000.0,690000000.0,-2412000000.0,82000000.0,7934000000.0,-2922000000.0,15891000000.0,,-12626000000.0,-1357000000.0,,2709000000.0,4463000000.0,185000000.0,-9009000000.0,-256000000.0,-256000000.0,-254000000.0,-3281000000.0,,16238000000.0,-1000000.0,10458000000.0,,,-930000000.0
G.MI,2022-12-31,12M,EUR,8377000000.0,-638000000.0,-638000000.0,-1690000000.0,-1184000000.0,-1702000000.0,-1702000000.0,-1226000000.0,-1690000000.0,42000000.0,7194000000.0,-2223000000.0,9899000000.0,,-9540000000.0,-1192000000.0,-500000000.0,2912000000.0,4738000000.0,-1468000000.0,-3132000000.0,-447000000.0,-447000000.0,414000000.0,-2178000000.0,-638000000.0,10537000000.0,1000000.0,15912000000.0,-5441000000.0,,-1698000000.0
G.MI,2023-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,3747000000.0,,,,,,,,,,,,,,
