symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,DerivativeProductLiabilities,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HeldToMaturitySecurities,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock
G.MI,2019-12-31,12M,EUR,4937000000.0,10618000000.0,-2375000000.0,1570000000.0,6874000000.0,325069000000.0,1570000000.0,28360000000.0,0.0,0.0,1283000000.0,2107000000.0,15092000000.0,7181000000.0,9401000000.0,6558000000.0,2243000000.0,42540000000.0,14168000000.0,34571000000.0,354131000000.0,848000000.0,354000000.0,164000000.0,14180000000.0,14180000000.0,1365000000.0,1736000000.0,1491000000.0,7306000000.0,4183000000.0,18959000000.0,2478000000.0,3174000000.0,1569464271.0,-1000000.0,2220000000.0,6241000000.0,6558000000.0,3178000000.0,318195000000.0,13190000000.0,3942000000.0,2670000000.0,1569773403.0,28360000000.0,18959000000.0,3146000000.0,514574000000.0,42540000000.0,14180000000.0,29851000000.0,484723000000.0,2012000000.0,309132.0,7000000.0
G.MI,2020-12-31,12M,EUR,6334000000.0,11183000000.0,-2475000000.0,1576000000.0,7900000000.0,344905000000.0,1576000000.0,30029000000.0,,,1724000000.0,2746000000.0,17788000000.0,7537000000.0,9612000000.0,6278000000.0,1983000000.0,43453000000.0,15124000000.0,35568000000.0,374680000000.0,,,,13424000000.0,13424000000.0,2107000000.0,1772000000.0,1765000000.0,5524000000.0,3804000000.0,20417000000.0,2785000000.0,3871000000.0,1569743015.0,-2000000.0,2075000000.0,6851000000.0,6278000000.0,2878000000.0,337005000000.0,14953000000.0,3803000000.0,1744000000.0,1576052147.0,30029000000.0,20417000000.0,3291000000.0,544710000000.0,43453000000.0,13424000000.0,31794000000.0,512916000000.0,1768000000.0,6309132.0,80000000.0
G.MI,2021-12-31,12M,EUR,6962000000.0,11618000000.0,-2498000000.0,1581000000.0,8476000000.0,357048000000.0,1581000000.0,29308000000.0,,,3040000000.0,1833000000.0,17930000000.0,7607000000.0,9970000000.0,6488000000.0,1687000000.0,45880000000.0,16867000000.0,33767000000.0,384692000000.0,1134000000.0,993000000.0,226000000.0,16572000000.0,16572000000.0,2353000000.0,2424000000.0,2568000000.0,8096000000.0,3990000000.0,19338000000.0,3633000000.0,3815000000.0,1574632820.0,,2363000000.0,6288000000.0,6488000000.0,4564000000.0,348572000000.0,15384000000.0,3951000000.0,2847000000.0,1581069241.0,29308000000.0,19338000000.0,3747000000.0,586225000000.0,45880000000.0,16572000000.0,31876000000.0,554349000000.0,2134000000.0,6436421.0,82000000.0
G.MI,2022-12-31,12M,EUR,7623000000.0,13054000000.0,-2588000000.0,1587000000.0,7243000000.0,287665000000.0,1587000000.0,16201000000.0,,,4671000000.0,1942000000.0,16063000000.0,7918000000.0,10901000000.0,6660000000.0,2041000000.0,32683000000.0,17495000000.0,30996000000.0,313782000000.0,1148000000.0,1005000000.0,211000000.0,16482000000.0,16482000000.0,2364000000.0,2454000000.0,1936000000.0,9239000000.0,4073000000.0,5300000000.0,5473000000.0,1257000000.0,1547295904.0,,2983000000.0,6412000000.0,6660000000.0,5454000000.0,280422000000.0,15909000000.0,4067000000.0,2912000000.0,1586833696.0,16201000000.0,5300000000.0,4135000000.0,519051000000.0,32683000000.0,16482000000.0,18137000000.0,500914000000.0,1874000000.0,39537792.0,583000000.0
