symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
DAL.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,-28716000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,335000.0,,,,,,1627000.0,,,
DAL.MI,2020-12-31,12M,EUR,11090000.0,151841000.0,-42792000.0,-17007000.0,-14390000.0,24432000.0,8685000.0,-5282000.0,-5248000.0,8073000.0,30660000.0,-14390000.0,-17007000.0,17577000.0,28667000.0,,137451000.0,-57347000.0,25323000.0,,-752000.0,-3038000.0,557000.0,-25158000.0,0.0,0.0,-27471000.0,-1131000.0,-6786000.0,,13582000.0,12151000.0,-21283000.0,18644000.0,-27471000.0,-27471000.0,-859000.0,,-21388000.0,68115000.0,,2477000.0,-144000.0,-996000.0,-1131000.0,-21284000.0,-21508000.0,-27471000.0,,1000.0,120000.0,-1611000.0
DAL.MI,2021-12-31,12M,EUR,15678000.0,137451000.0,-26697000.0,-9638000.0,-31370000.0,-52648000.0,-479000.0,10136000.0,39007000.0,-14289000.0,-18273000.0,-31370000.0,,17078000.0,32756000.0,,106080000.0,-33432000.0,26749000.0,-468000.0,89000.0,-2863000.0,482000.0,-51384000.0,50043000.0,50043000.0,-67132000.0,-34972000.0,-4197000.0,1323000.0,38913000.0,44391000.0,-16681000.0,10072000.0,-17089000.0,-17089000.0,1942000.0,1000.0,-9804000.0,53446000.0,-1000.0,4392000.0,,-1218000.0,-34972000.0,-16681000.0,-10016000.0,-67132000.0,,0.0,212000.0,-7165000.0
DAL.MI,2022-12-31,12M,EUR,18518000.0,106080000.0,-26408000.0,-16934000.0,1402000.0,8357000.0,-17000.0,4058000.0,-30187000.0,-2549000.0,-20338000.0,1402000.0,,17912000.0,36430000.0,255000.0,107482000.0,-4615000.0,16405000.0,-62000.0,-34000.0,-3263000.0,140000.0,-36796000.0,70000000.0,70000000.0,-53137000.0,-15994000.0,0.0,1498000.0,29550000.0,34256000.0,-17349000.0,5487000.0,16863000.0,16863000.0,214000.0,,-8940000.0,42813000.0,,2645000.0,,2396000.0,-15994000.0,-17376000.0,-9032000.0,-53137000.0,,27000.0,92000.0,-11111000.0
DAL.MI,2023-12-31,12M,EUR,20963000.0,107482000.0,-26784000.0,-17034000.0,-36853000.0,23017000.0,-172000.0,-4793000.0,-27228000.0,39068000.0,29892000.0,-36853000.0,,16093000.0,37056000.0,327000.0,70629000.0,-81212000.0,37406000.0,-331000.0,-146000.0,-3739000.0,570000.0,-19831000.0,25000000.0,25000000.0,-63994000.0,0.0,-19771000.0,-1692000.0,9859000.0,11419000.0,-18630000.0,6672000.0,-38994000.0,-38994000.0,-997000.0,,-7873000.0,64190000.0,,-3234000.0,,2708000.0,0.0,-18630000.0,-8154000.0,-63994000.0,,0.0,281000.0,-8640000.0
DAL.MI,2024-03-31,TTM,EUR,20883000.0,84151000.0,-22470000.0,,-652000.0,22407000.0,2091000.0,-8701000.0,-16928000.0,17944000.0,16813000.0,-652000.0,,15641000.0,36524000.0,,83499000.0,-53343000.0,14459000.0,,-523000.0,-3554000.0,596000.0,15762000.0,25713000.0,25713000.0,-33891000.0,19907000.0,,-1926000.0,12278000.0,15392000.0,-4562000.0,,-8178000.0,-8178000.0,-3795000.0,,-6255000.0,36929000.0,,-19567000.0,,4046000.0,,,-7453000.0,-33891000.0,,,1198000.0,-10586000.0
