asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,ResearchAndDevelopment,RestrictedCash,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TradingSecurities,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
2019-12-31,12M,EUR,,,,,-1217000.0,,0.0,9465000.0,,,,,,,,,,,151829000.0,,,,,,,,,,-28716000.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,74059000.0,,,0.0,1951000.0,1951000.0,,,,,,,776000.0,,,,,,,,,,,,,,,,,17848000.0,,,,,1583000.0,,,,,,,,,,,,,,,,16684000.0,43572000.0,,,,,,,,,,,1000.0,2869000.0,,,,,,,,,31200000.0,,,,335000.0,6382000.0,,,,,,,,,,,,12000.0,,1627000.0,,,,,,,,,,,,,,,,,,,,,,62689000.0,,,,,,68000.0,0.0,,,,
2020-12-31,12M,EUR,95699000.0,74481000.0,-139426000.0,111779000.0,-8723000.0,11090000.0,,6876000.0,57729000.0,0.235272,151841000.0,66642000.0,-42792000.0,9138000.0,30392000.0,137451000.0,147603000.0,-17007000.0,,-14390000.0,24432000.0,8685000.0,-5282000.0,-5248000.0,8073000.0,30660000.0,-14390000.0,30392000.0,-17007000.0,368205000.0,3375000.0,263205000.0,322749000.0,3375000.0,54391000.0,57766000.0,208480000.0,3852000.0,17577000.0,28667000.0,,58276000.0,0.233063,13582000.0,,14021000.0,42688000.0,137451000.0,801822040.0,947000.0,-57347000.0,25626000.0,25323000.0,,-752000.0,49162000.0,171372000.0,230547000.0,74481000.0,242832000.0,216623000.0,,1921000.0,1921000.0,-3038000.0,557000.0,78271000.0,500489000.0,-25158000.0,7823000.0,,900000.0,0.0,10066000.0,5763000.0,77893000.0,83656000.0,0.0,-27471000.0,900000.0,4375000.0,4576000.0,793693040.0,2153000.0,-300000.0,-1131000.0,-6786000.0,,,13582000.0,13582000.0,13711000.0,171000.0,13582000.0,13411000.0,12151000.0,13882000.0,-21283000.0,-2770000.0,18644000.0,-27471000.0,-27471000.0,-2770000.0,-859000.0,,103406000.0,-21388000.0,137658000.0,16070000.0,,16217000.0,6862000.0,41101000.0,41683000.0,12647200.0,68115000.0,202602000.0,14021000.0,479828000.0,56692360.0,,2167000.0,59175000.0,2477000.0,16070000.0,4342000.0,2024000.0,23152000.0,158173000.0,10390000.0,10152000.0,-43000.0,0.0,129749000.0,-144000.0,5808000.0,11980000.0,0.0,-996000.0,-1131000.0,-21284000.0,-21508000.0,37633000.0,263205000.0,28667000.0,-27471000.0,52134000.0,,239398000.0,,1000.0,120000.0,99282000.0,148444000.0,58446491.0,43000.0,368205000.0,137658000.0,241200.0,-1731000.0,0.24,12004000.0,-1611000.0,707689000.0,446098000.0,141422000.0,370358000.0,465807000.0,337331000.0,384941000.0,128851000.0,18407000.0,849000.0,479828000.0,10898000.0,1005000.0,1005000.0,1671000.0,,1754131.0,21899000.0,15012000.0,114269000.0
2021-12-31,12M,EUR,135688000.0,82831000.0,-148446000.0,111779000.0,-2657000.0,15678000.0,,10504000.0,56483000.0,0.69,137451000.0,82495000.0,-26697000.0,17546000.0,30392000.0,106080000.0,106080000.0,-9638000.0,,-31370000.0,-52648000.0,-479000.0,10136000.0,39007000.0,-14289000.0,-18273000.0,-31370000.0,30392000.0,,418664000.0,4007000.0,340823000.0,361596000.0,4446000.0,66483000.0,70929000.0,277399000.0,3484000.0,17078000.0,32756000.0,,57108000.0,0.68,38913000.0,,45150000.0,77906000.0,106080000.0,842041312.0,1301000.0,-33432000.0,33175000.0,26749000.0,-468000.0,89000.0,54861000.0,193497000.0,275128000.0,82831000.0,267364000.0,257023000.0,,1802000.0,1802000.0,-2863000.0,482000.0,136721000.0,535465000.0,-51384000.0,11805000.0,,530000.0,50043000.0,12524000.0,13100000.0,50318000.0,63418000.0,50043000.0,-67132000.0,530000.0,4314000.0,4846000.0,863631312.0,3060000.0,-627000.0,-34972000.0,-4197000.0,10721000.0,1323000.0,38913000.0,38913000.0,39540000.0,0.0,38913000.0,38913000.0,44391000.0,39540000.0,-16681000.0,-2739000.0,10072000.0,-17089000.0,-17089000.0,-2739000.0,1942000.0,1000.0,118918000.0,-9804000.0,143536000.0,,,25844000.0,7088000.0,50068000.0,77507000.0,38557491.0,53446000.0,211873000.0,45150000.0,597846000.0,56446491.0,-1000.0,,81631000.0,4392000.0,18286000.0,1634000.0,3064000.0,29955000.0,163492000.0,24521000.0,,-230000.0,0.0,181199000.0,,7028000.0,44391000.0,0.0,-1218000.0,-34972000.0,-16681000.0,-10016000.0,83681000.0,340823000.0,32756000.0,-67132000.0,56208000.0,,268604000.0,,0.0,212000.0,100472000.0,155333000.0,58446491.0,230000.0,418664000.0,143536000.0,43491.0,4851000.0,0.109,11443000.0,-7165000.0,818866000.0,468982000.0,134347000.0,421724000.0,552696000.0,397142000.0,457270000.0,119743000.0,47014000.0,937000.0,597846000.0,15556000.0,399000.0,399000.0,793000.0,,2000000.0,26096000.0,19865000.0,84197000.0
2022-12-31,12M,EUR,108488000.0,87752000.0,-162976000.0,111779000.0,,18518000.0,,4301000.0,56610000.0,0.52,106080000.0,84263000.0,-26408000.0,16126000.0,30392000.0,107482000.0,107482000.0,-16934000.0,,1402000.0,8357000.0,-17000.0,4058000.0,-30187000.0,-2549000.0,-20338000.0,1402000.0,30392000.0,,448048000.0,3785000.0,392536000.0,361286000.0,4164000.0,66258000.0,70422000.0,254081000.0,3468000.0,17912000.0,36430000.0,,56995000.0,0.52,29550000.0,255000.0,39008000.0,75438000.0,107482000.0,452357061.0,3818000.0,-4615000.0,41457000.0,16405000.0,-62000.0,-34000.0,58764000.0,212043000.0,304014000.0,87752000.0,277533000.0,262096000.0,,1841000.0,1841000.0,-3263000.0,140000.0,129824000.0,581411000.0,-36796000.0,8119000.0,,560000.0,70000000.0,12740000.0,11962000.0,67105000.0,79067000.0,70000000.0,-53137000.0,560000.0,5193000.0,5159000.0,472116061.0,3519000.0,-576000.0,-15994000.0,0.0,25881000.0,1498000.0,29550000.0,29550000.0,30126000.0,,29550000.0,29550000.0,34256000.0,30126000.0,-17349000.0,-2939000.0,5487000.0,16863000.0,16863000.0,-2939000.0,214000.0,,114557000.0,-8940000.0,144034000.0,,,28680000.0,6163000.0,56207000.0,75539000.0,29638823.155068,42813000.0,223088000.0,39008000.0,654632000.0,56779438.0,,,91971000.0,2645000.0,20760000.0,1835000.0,2614000.0,31058000.0,171586000.0,22093000.0,,-92000.0,0.0,155569000.0,,,34256000.0,0.0,2396000.0,-15994000.0,-17376000.0,-9032000.0,62503000.0,392536000.0,36430000.0,-53137000.0,62303000.0,,285390000.0,,27000.0,92000.0,102092000.0,160856000.0,58446491.0,92000.0,448048000.0,144034000.0,-12176.844932,4130000.0,0.120563,14135000.0,-11111000.0,845511000.0,515153000.0,149489000.0,451567000.0,615624000.0,393944000.0,484225000.0,139863000.0,40935000.0,1098000.0,654632000.0,16023000.0,-101000.0,-101000.0,,,1667053.0,22191000.0,25864000.0,107205000.0
2023-12-31,12M,EUR,78972000.0,47419000.0,-170022000.0,111779000.0,,20963000.0,,,55789000.0,0.18,107482000.0,81621000.0,-26784000.0,11630000.0,30392000.0,70629000.0,70629000.0,-17034000.0,,-36853000.0,23017000.0,-172000.0,-4793000.0,-27228000.0,39068000.0,29892000.0,-36853000.0,30392000.0,,408194000.0,3031000.0,312370000.0,256299000.0,3863000.0,15986000.0,19849000.0,164987000.0,2721000.0,16093000.0,37056000.0,,55789000.0,0.18,9859000.0,327000.0,7343000.0,44399000.0,70629000.0,354407279.0,,-81212000.0,32770000.0,37406000.0,-331000.0,-146000.0,53599000.0,205352000.0,294197000.0,,275508000.0,224247000.0,,,,-3739000.0,570000.0,102462000.0,502514000.0,-19831000.0,4778000.0,,640000.0,25000000.0,12597000.0,7767000.0,78334000.0,86101000.0,25000000.0,-63994000.0,640000.0,5197000.0,5450000.0,362650279.0,2937000.0,373000.0,0.0,-19771000.0,23691000.0,-1692000.0,9859000.0,9859000.0,9486000.0,,9859000.0,9859000.0,11419000.0,9486000.0,-18630000.0,964000.0,6672000.0,-38994000.0,-38994000.0,964000.0,-997000.0,,105486000.0,-7873000.0,113997000.0,,,26334000.0,5759000.0,57319000.0,44199000.0,9692855.854278,64190000.0,216904000.0,7343000.0,536617000.0,53646491.0,,,88845000.0,-3234000.0,19994000.0,2069000.0,2437000.0,27322000.0,172809000.0,23127000.0,,-196000.0,0.0,116670000.0,,,11419000.0,0.0,2708000.0,0.0,-18630000.0,-8154000.0,51002000.0,312370000.0,37056000.0,-63994000.0,67435000.0,,279590000.0,,0.0,281000.0,95791000.0,149390000.0,58446491.0,196000.0,408194000.0,113997000.0,33855.854278,1933000.0,0.169279,12662000.0,-8640000.0,719503000.0,486528000.0,105950000.0,411131000.0,529274000.0,308372000.0,463204000.0,143385000.0,,-2479000.0,536617000.0,10376000.0,200000.0,200000.0,,,4800000.0,41962000.0,18690000.0,91312000.0
