symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,ResearchAndDevelopment,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
DAL.MI,2019-12-31,12M,EUR,,,,,,,,,,,1951000.0,1951000.0,,,,,1583000.0,,,,,,,,,,,,,,,,,,,,,,,,,,62689000.0,,,,
DAL.MI,2020-12-31,12M,EUR,57729000.0,0.235272,263205000.0,58276000.0,0.233063,13582000.0,14021000.0,42688000.0,49162000.0,216623000.0,1921000.0,1921000.0,-300000.0,13582000.0,13582000.0,13711000.0,171000.0,13582000.0,13411000.0,13882000.0,-2770000.0,-2770000.0,41683000.0,12647200.0,202602000.0,14021000.0,479828000.0,4342000.0,2024000.0,-43000.0,0.0,11980000.0,263205000.0,28667000.0,52134000.0,99282000.0,148444000.0,43000.0,241200.0,-1731000.0,0.24,465807000.0,18407000.0,849000.0,479828000.0,1005000.0,1005000.0
DAL.MI,2021-12-31,12M,EUR,56483000.0,0.69,340823000.0,57108000.0,0.68,38913000.0,45150000.0,77906000.0,54861000.0,257023000.0,1802000.0,1802000.0,-627000.0,38913000.0,38913000.0,39540000.0,0.0,38913000.0,38913000.0,39540000.0,-2739000.0,-2739000.0,77507000.0,38557491.0,211873000.0,45150000.0,597846000.0,1634000.0,3064000.0,-230000.0,0.0,44391000.0,340823000.0,32756000.0,56208000.0,100472000.0,155333000.0,230000.0,43491.0,4851000.0,0.109,552696000.0,47014000.0,937000.0,597846000.0,399000.0,399000.0
DAL.MI,2022-12-31,12M,EUR,56610000.0,0.52,392536000.0,56995000.0,0.52,29550000.0,39008000.0,75438000.0,58764000.0,262096000.0,1841000.0,1841000.0,-576000.0,29550000.0,29550000.0,30126000.0,,29550000.0,29550000.0,30126000.0,-2939000.0,-2939000.0,75539000.0,29638823.155068,223088000.0,39008000.0,654632000.0,1835000.0,2614000.0,-92000.0,0.0,34256000.0,392536000.0,36430000.0,62303000.0,102092000.0,160856000.0,92000.0,-12176.844932,4130000.0,0.120563,615624000.0,40935000.0,1098000.0,654632000.0,-101000.0,-101000.0
DAL.MI,2023-09-30,TTM,EUR,56439000.0,0.44,,56752000.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL.MI,2023-12-31,12M,EUR,55789000.0,0.18,312370000.0,55789000.0,0.18,9859000.0,7343000.0,44399000.0,53599000.0,224247000.0,,,373000.0,9859000.0,9859000.0,9486000.0,,9859000.0,9859000.0,9486000.0,964000.0,964000.0,44199000.0,9692855.854278,216904000.0,7343000.0,536617000.0,2069000.0,2437000.0,-196000.0,0.0,11419000.0,312370000.0,37056000.0,67435000.0,95791000.0,149390000.0,196000.0,33855.854278,1933000.0,0.169279,529274000.0,,-2479000.0,536617000.0,200000.0,200000.0
DAL.MI,2023-12-31,TTM,EUR,53646491.0,0.176824,,53646491.0,0.176824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL.MI,2024-03-31,TTM,EUR,55583750.0,0.22,294916000.0,55583750.0,0.22,12278000.0,-3428000.0,33096000.0,51951000.0,207535000.0,,,-72000.0,12278000.0,12278000.0,13986000.0,,12278000.0,13914000.0,12350000.0,19110000.0,19110000.0,32586000.0,13465025.366652,210963000.0,-3428000.0,502451000.0,1862000.0,2483000.0,-551000.0,0.0,15887000.0,294916000.0,36524000.0,66107000.0,92920000.0,144871000.0,551000.0,61025.366652,1901000.0,0.119658,505879000.0,,-20324000.0,502451000.0,510000.0,510000.0
