symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SPM.MI,2019-06-30,TTM,EUR,11000000.0,,,,534000000.0,523000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPM.MI,2020-06-30,TTM,EUR,,,,,,,,,,,,,730000000.0,,,7000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,404000000.0,,,,,,,8000000.0,,,,
SPM.MI,2023-06-30,TTM,EUR,,950803050.0,-0.134,,,,950804110.0,-0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPM.MI,2023-12-31,TTM,EUR,,1995147895.0,0.09,9692000000.0,,,2008953715.0,0.09,179000000.0,491000000.0,951000000.0,2191000000.0,29000000.0,161000000.0,161000000.0,54000000.0,54000000.0,0.0,179000000.0,179000000.0,185000000.0,-6000000.0,179000000.0,185000000.0,179000000.0,-98000000.0,-98000000.0,1038000000.0,251120000.0,1741000000.0,450000000.0,11883000000.0,5000000.0,-15000000.0,0.0,330000000.0,9692000000.0,460000000.0,1167000000.0,-13000000.0,-20880000.0,145000000.0,0.24,11433000000.0,437000000.0,-9000000.0,11883000000.0,-87000000.0,-87000000.0,-1000000.0
SPM.MI,2024-03-31,3M,EUR,,1972659083.0,0.028895,,,,1972659083.0,0.028895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
