symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentDeferredTaxesAssets,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
WBS.MI,2019-12-31,12M,EUR,,,,2402.0,,,,,,,,,,,,,,,,,,,,2402.0,,15000.0,,,,,,,,,,,,,,-31653.0,,-1.0,400000.0,,,,196270.0,,230069.0,23202.0,,42390.0,,,,,,,,,,,,,,,,,,
WBS.MI,2020-12-31,12M,EUR,1201920.0,4568202.0,3190241.0,1902.0,190277.0,3164386.0,3360656.0,3162522.0,1864.0,190277.0,3949660.0,9618308.0,1266252.0,1266252.0,,,5049810.0,44300.0,2845827.0,6627972.0,776072.0,92519.0,9933159.0,1902.0,1902.0,0.0,4717247.0,4717247.0,1902.0,67537.0,89647.0,873860.0,2819113.0,776072.0,-2678312.0,142952.0,1569637.0,9428043.0,36208.0,,3782145.0,,,1436245.0,477028.0,517273.0,196270.0,3133669.0,,267226.0,209397.0,,304432.0,9513843.0,3949660.0,-2678312.0,812432.0,17102376.0,8666907.0,5983499.0,4823520.0,12278856.0,7484068.0,7229046.0,495504.0,731673.0,85800.0,113781.0,48219.0,4568498.0
WBS.MI,2021-12-31,12M,EUR,1247513.0,5666184.0,3500551.0,,194084.0,3619130.0,3619130.0,3616881.0,2249.0,194084.0,4309330.0,10625919.0,1871808.0,1871808.0,,282940.0,6221906.0,42766.0,943507.0,6369981.0,804453.0,73758.0,10010528.0,,2902.0,,3829390.0,3829390.0,2902.0,67537.0,97405.0,901031.0,2082068.0,804453.0,-2060651.0,129435.0,1832708.0,9379717.0,84374.0,,5426474.0,,-1.0,1742945.0,504867.0,422159.0,,3771764.0,,282940.0,202181.0,,445438.0,9704217.0,4309330.0,-2060651.0,561748.0,17889511.0,8138720.0,5701198.0,5210361.0,12679150.0,7263592.0,6457244.0,781306.0,598175.0,324500.0,499151.0,30992.0,4404013.0
WBS.MI,2022-12-31,12M,EUR,1526804.0,6693837.0,4441245.0,,204537.0,4009291.0,4009291.0,4007194.0,2097.0,204537.0,4621989.0,12381922.0,2129403.0,2129403.0,383671.0,434734.0,7512099.0,80032.0,2929102.0,7172947.0,660623.0,112912.0,10903265.0,,1000.0,0.0,4151873.0,4151873.0,1000.0,67537.0,88837.0,950076.0,2271985.0,660623.0,-2550958.0,128619.0,2320065.0,9862325.0,4166.0,,4243845.0,2.0,,2745330.0,376822.0,144373.0,,4986503.0,,,194964.0,,-548056.0,10226825.0,4621989.0,-2550958.0,603104.0,20305808.0,8773862.0,6281276.0,5572065.0,14733743.0,7923883.0,7221644.0,714369.0,553550.0,364500.0,576204.0,32880.0,4869823.0
WBS.MI,2023-12-31,12M,EUR,1654106.0,6985695.0,4411435.0,,204537.0,1918741.0,1918741.0,1913723.0,5018.0,204537.0,3916168.0,10764230.0,2907348.0,2907348.0,423806.0,438610.0,7417447.0,121033.0,2527086.0,6615963.0,502086.0,126033.0,9407025.0,,0.0,0.0,2583509.0,2583509.0,0.0,67537.0,83061.0,1048595.0,3572116.0,502086.0,-2699795.0,127765.0,2300111.0,9786825.0,183.0,,4088877.0,,,1785297.0,231278.0,425699.0,,3974906.0,,,187747.0,,-567304.0,10226825.0,3916168.0,-2699795.0,445646.0,17975945.0,6499677.0,5490857.0,4964763.0,13011182.0,7211716.0,5593735.0,535503.0,514813.0,440000.0,730534.0,5000.0,3346783.0
