symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE
VE.MI,2019-12-31,12M,EUR,,6438.0,-35497.0,1248.0,158535.0,1372937.0,-1962225.0,-430753.0,1248.0,1787371.0,45924.0,398919.0,398919.0,7686.0,1541769.0,-1540521.0,-35497.0,1787371.0,1787371.0,,-1519114.0,-26791.0,,-245602.0,-280797.0,,-8706.0,35195.0,-1505024.0,-26791.0,,-8706.0
VE.MI,2020-12-31,12M,EUR,,7686.0,-877434.0,105543.0,-110665.0,-185209.0,-124824.0,-420698.0,105543.0,2127676.0,227855.0,,0.0,113229.0,1945491.0,-1839948.0,-877434.0,2127676.0,2127676.0,-769671.0,-769671.0,-863919.0,,-182185.0,-175133.0,,-13515.0,-7052.0,-962514.0,-863919.0,,-13515.0
VE.MI,2021-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,-3532302.0,,,,,,,,,,,,
VE.MI,2022-12-31,12M,EUR,0.0,48729.0,-191472.0,819.0,57360.0,-750123.0,1269319.0,576556.0,819.0,1195570.0,,,0.0,49548.0,917837.0,-917018.0,-191472.0,1195570.0,1195570.0,-1302102.0,-1302102.0,-187740.0,0.0,-159791.0,-218762.0,-277733.0,-3732.0,58971.0,-725546.0,-187740.0,0.0,-3732.0
VE.MI,2023-12-31,12M,EUR,0.0,49548.0,-10000.0,95699.0,785510.0,-74675.0,552235.0,1263070.0,95699.0,638655.0,141092.0,,0.0,145247.0,411678.0,-315979.0,-10000.0,638655.0,638655.0,-3964552.0,-3964552.0,-10000.0,0.0,,,-226977.0,0.0,,-305979.0,-10000.0,0.0,0.0
VE.MI,2023-12-31,TTM,EUR,0.0,49548.0,-10000.0,95699.0,785510.0,-74675.0,552235.0,1263070.0,95699.0,638655.0,141092.0,,0.0,145247.0,411678.0,-315979.0,-10000.0,638655.0,638655.0,-3964552.0,-3964552.0,-10000.0,0.0,,,-226977.0,0.0,,-305979.0,-10000.0,0.0,0.0
