asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfInvestment,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,-2836373000.0,,30531000.0,,,,67150000.0,,89895000.0,,,,-6777000.0,541481000.0,18427000.0,,,,,,,,,,98250000.0,,,16507000.0,462019000.0,478526000.0,,,,,,,,,939000.0,,,,,,30531000.0,,,-1961728000.0,,,,,81298000.0,,,,,,,,,,,,,,,651258000.0,73388000.0,4648875000.0,4722263000.0,,,,,3889560000.0,,,,,4550986000.0,,,,,,,,,-290656000.0,,,,,,,,,,,43718000.0,160551000.0,,,2110000.0,,,,,,,,5339000.0,458780000.0,632259000.0,,,,615144000.0,,-1950895000.0,629553000.0,,603194000.0,,,,,25909000.0,,0.0,,,,,,,,,,-1942560000.0,,,,,,,,,,,,5200789000.0,,,,,,,,,,,416993.0,,
2023-03-31,3M,EUR,1872395000.0,1353825000.0,,18221000.0,,212551236.0,0.34156,559908000.0,,-258178000.0,,1098899000.0,670913000.0,1430960000.0,-615000.0,,,111006000.0,-6446000.0,31368000.0,108788000.0,-82679000.0,74388000.0,111005000.0,1098899000.0,2381027000.0,,823310000.0,3345790000.0,,,,2962503000.0,159010000.0,159010000.0,162747000.0,162747000.0,212551236.0,0.34156,72599000.0,,0.0,157692000.0,320439000.0,670913000.0,6315552628.0,,438244000.0,116707000.0,,255573000.0,4219971000.0,3265770000.0,416555000.0,,41366000.0,41366000.0,7683000.0,7683000.0,-39009000.0,7631000.0,110953000.0,2381027000.0,-702124000.0,2241000.0,27206000.0,3013000.0,358101000.0,700000000.0,,,,,700000000.0,-300000000.0,361114000.0,256123000.0,,2678103628.0,472034000.0,-8829000.0,0.0,,72599000.0,72599000.0,81428000.0,,72599000.0,72599000.0,116326000.0,81428000.0,-149862000.0,-33683000.0,-451576000.0,400000000.0,400000000.0,-33683000.0,77868000.0,-1000.0,3265770000.0,-258178000.0,-1838944000.0,,,179442000.0,110339000.0,,337541000.0,84570400.0,374885000.0,1072971000.0,166894000.0,1239865000.0,212547907.0,,408611000.0,716810000.0,,3964398000.0,32603000.0,625794000.0,420139000.0,823310000.0,,3265770000.0,,760047000.0,0.0,1901027000.0,-1944000.0,,116326000.0,,973000.0,-451576000.0,-258178000.0,823310000.0,159010000.0,-300000000.0,1073923000.0,0.0,,,212547907.0,-23357000.0,2381027000.0,-1838944000.0,-5130600.0,34898000.0,0.3,23220000.0,0.0,12027328000.0,2381027000.0,,2853061000.0,1072971000.0,9174267000.0,8681538000.0,6211764000.0,149792000.0,1239865000.0,28632000.0,-17102000.0,-17102000.0,,383287000.0,23357000.0
2023-06-30,3M,EUR,1686599000.0,1219134000.0,-2911613000.0,20823000.0,,212547907.0,0.328646,670913000.0,85078000.0,-289504000.0,108468000.0,1098899000.0,277699000.0,280417000.0,-134178000.0,256864000.0,20835000.0,-393214000.0,-12852000.0,78731000.0,-262282000.0,87125000.0,-132635000.0,-393213000.0,1098899000.0,2253409000.0,125754000.0,640694000.0,2908750000.0,16081000.0,194299000.0,210380000.0,2807663000.0,-68292000.0,162679000.0,163740000.0,163740000.0,212547907.0,0.328646,69853000.0,1600000.0,344000.0,161234000.0,324974000.0,277699000.0,7184537925.0,,-284135000.0,-140303000.0,,264162000.0,4311460000.0,6239162000.0,415611000.0,68768000.0,44197000.0,44197000.0,10491000.0,10491000.0,-44387000.0,10543000.0,123805000.0,7755006000.0,-258279000.0,2122000.0,25842000.0,3020000.0,359716000.0,0.0,664881000.0,92387000.0,5307298000.0,5399685000.0,0.0,-42571000.0,362736000.0,304375000.0,3949876000.0,2546323925.0,475729000.0,-10866000.0,-47814000.0,5223898000.0,69853000.0,69853000.0,80720000.0,0.0,69853000.0,69853000.0,117037000.0,80720000.0,-225949000.0,-33706000.0,68152000.0,-42571000.0,-42571000.0,-33706000.0,-62999000.0,0.0,3327549000.0,86307000.0,-2058051000.0,46367000.0,173754000.0,209423000.0,110273000.0,1990000.0,345482000.0,83997118.970924,149201000.0,251613000.0,163998000.0,1056305000.0,212547907.0,,,,-1000.0,4047298000.0,34786000.0,,220777000.0,,726815000.0,1413573000.0,987991000.0,2718000.0,0.0,2493841000.0,-6686000.0,24693000.0,117037000.0,0.0,-5834000.0,,,640694000.0,162679000.0,-42571000.0,898839000.0,0.0,,,212964900.0,-20508000.0,2253409000.0,-2058051000.0,-6363881.029076,36318000.0,0.310312,183119000.0,-57818000.0,11792033000.0,7560707000.0,5610065000.0,2729138000.0,892307000.0,9062895000.0,8883283000.0,6255232000.0,150237000.0,1056305000.0,78827000.0,-20508000.0,-20508000.0,416993.0,101087000.0,20508000.0
2023-09-30,3M,EUR,1669441000.0,1296282000.0,,18296000.0,,212547907.0,0.315096,277699000.0,,-235789000.0,88500000.0,1098899000.0,468457000.0,937455000.0,-156000.0,,,190757000.0,-2164000.0,-151450000.0,108892000.0,-77629000.0,-122351000.0,190758000.0,1098899000.0,2295241000.0,,690053000.0,2843364000.0,,986000000.0,986000000.0,3391734000.0,399721000.0,168750000.0,173169000.0,173169000.0,212547907.0,0.315096,66973000.0,,0.0,153045000.0,326214000.0,468457000.0,7521016921.0,,-17356000.0,-43735000.0,,254561000.0,4334093000.0,3368213000.0,439642000.0,,45904000.0,45904000.0,10067000.0,10067000.0,-44819000.0,10067000.0,125969000.0,7987441000.0,16060000.0,2003000.0,24874000.0,3025000.0,365615000.0,42487000.0,,88500000.0,4706200000.0,4794700000.0,42487000.0,0.0,368640000.0,317439000.0,,2191368921.0,481732000.0,-7530000.0,47814000.0,5223743000.0,66973000.0,66973000.0,74503000.0,0.0,66973000.0,66973000.0,107141000.0,74503000.0,-39027000.0,-35837000.0,193966000.0,42487000.0,42487000.0,-35837000.0,-14868000.0,2000.0,3368213000.0,-196762000.0,-2038852000.0,,,216238000.0,109370000.0,,339949000.0,76523825.267638,192054000.0,947710000.0,156372000.0,1104082000.0,212547907.0,0.0,403211000.0,723108000.0,-1000.0,4079532000.0,35837000.0,672089000.0,439365000.0,690052000.0,,3368213000.0,,468998000.0,0.0,1682419000.0,-477000.0,,107141000.0,,59980000.0,,,690053000.0,168750000.0,0.0,965690000.0,0.0,,,212547907.0,-20195000.0,2295241000.0,-2038852000.0,-4184174.732362,32639000.0,0.304636,62151000.0,-5100000.0,11829515000.0,7001441000.0,5780700000.0,2776974000.0,947710000.0,9052541000.0,8986150000.0,5660807000.0,142637000.0,1104082000.0,12978000.0,-13735000.0,-13735000.0,,-548370000.0,20195000.0
2023-12-31,3M,EUR,1750473000.0,1213200000.0,-2969618000.0,18288000.0,,,,468457000.0,73460000.0,-359219000.0,93822000.0,1098899000.0,359379000.0,362010000.0,-10264000.0,338887000.0,20493000.0,-109078000.0,28127000.0,63871000.0,-39883000.0,49179000.0,187781000.0,-109079000.0,1098899000.0,2377281000.0,135451000.0,,2594062000.0,15258000.0,756949000.0,772207000.0,3348500000.0,-306308000.0,155467000.0,146250000.0,-315525000.0,,,84483000.0,524000.0,5223000.0,157757000.0,313224000.0,359379000.0,7782782553.0,,-148860000.0,35560000.0,,254626000.0,4455052000.0,6397770000.0,,22352000.0,23063000.0,23063000.0,8594000.0,8594000.0,-37875000.0,11011000.0,97843000.0,7826102000.0,-354998000.0,1990000.0,18852000.0,8029000.0,359281000.0,-42487000.0,673137000.0,78564000.0,4691872000.0,4770436000.0,-42487000.0,-35407000.0,367310000.0,224276000.0,4071097000.0,2939537553.0,445803000.0,-6311000.0,0.0,5089442000.0,84483000.0,84483000.0,90793000.0,,84483000.0,84483000.0,134694000.0,90793000.0,,-33664000.0,-12012000.0,-77894000.0,-77894000.0,-33664000.0,-22827000.0,,3428152000.0,-774057000.0,-2077771000.0,44019000.0,157696000.0,205065000.0,109895000.0,1608000.0,312527000.0,84013174.165145,394779000.0,-1106299000.0,155020000.0,1103212000.0,212547907.0,,,,-1000.0,4200426000.0,28829000.0,,309158000.0,-1380737000.0,644004000.0,1444625000.0,666289000.0,2631000.0,0.0,2481480000.0,7644000.0,19687000.0,134694000.0,0.0,-47020000.0,,,,155467000.0,-35407000.0,1046848000.0,,,,212964900.0,23746000.0,2377281000.0,-2077771000.0,227174.165145,43901000.0,0.325931,194393000.0,-85267000.0,11787064000.0,7069153000.0,5542643000.0,2823084000.0,948192000.0,8963980000.0,9193001000.0,5615480000.0,169664000.0,1103212000.0,86479000.0,697000.0,697000.0,416993.0,-754438000.0,23429000.0
2024-03-31,3M,EUR,1654417000.0,1223798000.0,,18387000.0,,212549878.0,0.38845,359379000.0,,-247477000.0,,1098899000.0,350793000.0,768255000.0,,,,-8586000.0,-29000.0,-15988000.0,-71477000.0,-48963000.0,-116734000.0,-8586000.0,1098899000.0,2463219000.0,,,2546051000.0,,,,3431261000.0,167246000.0,167246000.0,168931000.0,168931000.0,212549878.0,0.38845,82565000.0,,0.0,179835000.0,348766000.0,350793000.0,8336792632.0,,-50155000.0,-36903000.0,,254719000.0,4504055000.0,3447770000.0,,,44162000.0,44162000.0,11135000.0,11135000.0,-42136000.0,11088000.0,97872000.0,2463219000.0,-169005000.0,1977000.0,21257000.0,8029000.0,364126000.0,0.0,,,,,0.0,0.0,372155000.0,261046000.0,,3490036632.0,457807000.0,-10915000.0,0.0,,82565000.0,82565000.0,93480000.0,,82565000.0,82565000.0,135673000.0,93480000.0,,-33027000.0,67384000.0,0.0,0.0,-33027000.0,-8019000.0,,3447770000.0,-247477000.0,-2040836000.0,,,209914000.0,105774000.0,,365788000.0,94293158.0,210574000.0,841001000.0,185313000.0,1026314000.0,212547907.0,,429105000.0,684008000.0,,4249336000.0,32178000.0,734971000.0,514810000.0,582638000.0,,3447770000.0,,417462000.0,0.0,1669878000.0,-2801000.0,,135673000.0,,-1877000.0,0.0,-247477000.0,,167246000.0,0.0,1121709000.0,0.0,67384000.0,,212964900.0,-19723000.0,2463219000.0,-2040836000.0,-5293842.0,42194000.0,0.311,8634000.0,0.0,11838149000.0,2463219000.0,,2921026000.0,841001000.0,8917123000.0,9292099000.0,5485862000.0,168291000.0,1026314000.0,15461000.0,-17022000.0,-17022000.0,416993.0,-885210000.0,19723000.0
