symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ACE.MI,2020-12-31,12M,EUR,336446000.0,212547907.0,1.33801,1425950000.0,494224000.0,157778000.0,212547907.0,1.33801,284948000.0,545543000.0,1039767000.0,32620000.0,1795984000.0,4032000.0,84338000.0,84338000.0,10786000.0,10786000.0,-41609000.0,284948000.0,284948000.0,326558000.0,284948000.0,284948000.0,326558000.0,-84680000.0,-84680000.0,1058304000.0,298072196.0,1277072000.0,518912000.0,3221934000.0,486489000.0,-72136000.0,0.0,461205000.0,1425950000.0,494224000.0,24321000.0,24321000.0,11220000.0,43840000.0,-11682000.0,-5412804.0,134648000.0,0.292,2703022000.0,534980000.0,11128000.0,3221934000.0,-18537000.0,-18537000.0,79786000.0
ACE.MI,2021-12-31,12M,EUR,380567000.0,212547907.0,1.47118,1833091000.0,542657000.0,162090000.0,212547907.0,1.47118,313309000.0,586273000.0,1128930000.0,44218000.0,2005896000.0,3968000.0,83271000.0,83271000.0,10315000.0,10315000.0,-39030000.0,313309000.0,313309000.0,352340000.0,313309000.0,313309000.0,352340000.0,-84265000.0,-84265000.0,1180507000.0,349412900.0,1396281000.0,609615000.0,3838987000.0,533233000.0,-43885000.0,0.0,503002000.0,1833091000.0,542657000.0,26424000.0,26424000.0,15152000.0,59370000.0,-46361000.0,-15473100.0,150662000.0,0.3,3229372000.0,581101000.0,11309000.0,3838987000.0,-51577000.0,-51577000.0,86278000.0
ACE.MI,2022-12-31,12M,EUR,420857000.0,212548000.0,1.31348,2770790000.0,592070000.0,171213000.0,212548000.0,1.31348,279725000.0,588119000.0,1180189000.0,46584000.0,2256209000.0,2566000.0,90182000.0,90182000.0,23714000.0,23714000.0,-31435000.0,279725000.0,279725000.0,311160000.0,279725000.0,279725000.0,311160000.0,-84014000.0,-84014000.0,1265191000.0,332851250.0,1634526000.0,621683000.0,5026999000.0,672798000.0,-35998000.0,0.0,497937000.0,2770790000.0,592070000.0,41692000.0,41692000.0,15847000.0,62431000.0,-80009000.0,-31875750.0,186777000.0,0.375,4405316000.0,565851000.0,17546000.0,5026999000.0,-85002000.0,-85002000.0,113441000.0
ACE.MI,2023-09-30,TTM,EUR,,212547864.0,1.08778,,,,212547864.0,1.08778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE.MI,2023-12-31,12M,EUR,461775000.0,212547907.0,1.38008,2054491000.0,645906000.0,184131000.0,212547907.0,1.38008,293908000.0,629728000.0,1275634000.0,44572000.0,2448973000.0,5921000.0,154530000.0,154530000.0,36835000.0,36835000.0,-33536000.0,293908000.0,293908000.0,327443000.0,293908000.0,293908000.0,327443000.0,-136890000.0,-136890000.0,1319535000.0,324158706.322417,1806688000.0,642285000.0,4503464000.0,773318000.0,-53096000.0,0.0,475198000.0,2054491000.0,645906000.0,52845000.0,52845000.0,10800000.0,55372000.0,-40314000.0,-13650293.677583,147755000.0,0.310934,3861179000.0,612330000.0,19195000.0,4503464000.0,-43901000.0,-43901000.0,87489000.0
ACE.MI,2023-12-31,TTM,EUR,,212547907.0,1.38008,,,,212547907.0,1.38008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE.MI,2024-03-31,TTM,EUR,,212547568.0,1.42697,,652090000.0,190315000.0,212547568.0,1.42697,303874000.0,651871000.0,1306013000.0,,,,157326000.0,157326000.0,40287000.0,40287000.0,-35622000.0,303874000.0,303874000.0,339495000.0,303874000.0,303874000.0,339495000.0,-136234000.0,-136234000.0,1349834000.0,333956129.177325,1574718000.0,660704000.0,4289913000.0,532646000.0,,0.0,494545000.0,,654142000.0,,,,,-36680000.0,-13738870.822675,155051000.0,0.313523,3629209000.0,630829000.0,,4289913000.0,-43821000.0,-43821000.0,83855000.0
